...1,ID,DeathOrSampleDate,DateInfo,English,Latin,family,order,location,postal.code,province,Long,Lat,Remark,Surveillance,GenBank,UniqueID,Sample,CT
117,3200916002,2020-09-15,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Alblasserwaard,NA,Z-Holland,4.675014,51.829309,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200487,brain,23.21
118,3200918005,2020-09-15,DateFound,Blue Tit,Cyanistes caeruleus,Paridae,Passeriformes,Haarlemmermeer,NA,N-Holland,4.6217,52.2731,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200586,brain,18.98
119,3200918030,2020-09-17,DateFound,Blue Tit,Cyanistes caeruleus,Paridae,Passeriformes,Arnhem,NA,Gelderland,5.945816,51.996226,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200531,brain,29.52
120,3200923047,2020-08-22,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Wageningen,NA,Gelderland,5.654447,51.983521,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200605,brain,19.76
121,3200923049,2020-08-26,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Laag-Soeren,NA,Gelderland,6.074,52.0836,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200610,brain,28.64
122,3200924013,2020-09-21,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Eersel,NA,Brabant,5.30713,51.34886,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200526,brain,22.64
123,3200925001,2020-09-24,DateFound,Common Wood Pigeon,Columba palumbus,Columbidae,Columbiformes,Weesp,NA,N-Holland,5.0443,52.3067,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200536,brain,30.12
124,3200928006,2020-09-27,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Soest,NA,Utrecht,5.284951,52.16848,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200561,brain,20.88
125,3200929004,2020-09-27,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Utrecht,NA,Utrecht,4.8752,52.0203,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200523,brain,21.18
126,3200929004,2020-09-27,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Utrecht,NA,Utrecht,4.8752,52.0203,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200566,brain,19.88
127,3201001008,2020-09-30,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Beesel,NA,Limburg,6.082486,51.287124,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20200689,brain,19.02
128,3210831005,2021-08-30,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Nieuwegein,NA,Utrecht,5.11569,52.038546,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20210914,brain,NA
129,3210921030,2021-09-19,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Wanssum,NA,Limburg,6.08966,51.54173,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20210829,brain,NA
130,3220726004,2022-07-24,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Eindhoven,NA,Brabant,5.425287,51.48124,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221670,lung,NA
131,3220729002,2022-07-28,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Eindhoven,NA,Brabant,5.530356,51.447344,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221627,brain,NA
132,3220805001,2022-08-04,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Hoogerheide,NA,Brabant,4.312441,51.427004,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221637,brain,NA
133,3220809002,2022-08-08,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Den bosch,NA,Brabant,5.297538,51.693263,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221660,lung,NA
134,3220810003,2022-08-04,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Klein zundert,NA,Brabant,4.646389,51.474871,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221657,brain,NA
135,3220810004,2022-08-08,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Drunen,NA,Brabant,5.133012,51.690288,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221617,brain,NA
136,3220816005,2022-08-11,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Drunen,NA,Brabant,5.133595,51.690117,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221784,brain,20.94
137,3220823002,2022-08-22,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Hardinxveld-giessendam,NA,Z-Holland,4.89292,51.823499,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221838,brain,24.58
138,3220826002,2022-08-24,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Heelsum,NA,Gelderland,5.561771,51.96317,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221760,brain,19.84
139,3220826003,2022-08-26,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Heelsum,NA,Gelderland,5.561771,51.96317,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221780,brain,23.89
140,3220826005,2022-08-24,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Alblasserdam,NA,Z-Holland,4.6619,51.8597,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221789,brain,23.55
141,3220826031,2022-08-24,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Heelsum,NA,Gelderland,5.72323,51.97387,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221813,brain,22.03
142,3220830001,2022-08-28,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Venlo,NA,Limburg,6.17736,51.36641,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221775,brain,19.28
143,3220830026,2022-08-28,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Almere,NA,Flevoland,5.216535,52.34939,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221833,brain,25.79
144,3220831002,2022-08-26,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Klein zundert,NA,Brabant,4.727669,51.546697,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221828,brain,28.56
145,3220901001,2022-08-30,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Gendt,NA,Gelderland,5.973863,51.875934,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221798,lung,16.93
146,3220901002,2022-08-31,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Eindhoven,NA,Brabant,5.458261,51.44282,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221818,brain,13.05
147,3220905001,2022-09-02,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Bosschenhoofd,NA,Brabant,4.553851,51.56437,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221803,brain,13.5
148,3220906004,2022-09-03,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Houten,NA,Utrecht,5.193804,52.01295,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221851,brain,14.48
149,3220906010,2022-09-03,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Delft,NA,Z-Holland,4.377079,52.015294,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221846,lung,23.91
150,3220906011,2022-09-04,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Delft,NA,Z-Holland,4.375638,52.01464,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221842,brain,19.15
151,3220907004,2022-09-04,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Heesch,NA,Brabant,5.521295,51.727871,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221923,brain,14
152,3220913007,2022-09-11,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Bennekom,NA,Gelderland,5.683831,51.993896,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221898,lung,17.2
153,3220913010,2022-09-11,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Sibculo,NA,Overijssel,6.6402,52.4837,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221875,brain,14.75
154,3220913012,2022-09-12,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Enschede,NA,Overijssel,6.8435,52.1881,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221880,brain,30.36
155,3220914008,2022-09-12,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Nuenen,NA,Brabant,5.563621,51.472629,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221908,brain,19.35
156,3220914010,2022-09-11,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Saasveld,NA,Overijssel,6.787629,52.336941,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221913,brain,14.1
157,3220915004,2022-09-14,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Son,NA,Brabant,5.491752,51.514104,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221860,brain,19.71
158,3220915005,2022-09-13,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Nieuw-vennep,NA,N-Holland,4.6299,52.2641,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221903,brain,21.09
159,3220916001,2022-09-14,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Steenenkamer,NA,Gelderland,6.149481,52.248033,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221884,brain,28.23
160,3220920001,2022-09-18,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Leersum,NA,Utrecht,5.4312,52.017,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221889,brain,26.84
161,3220920003,2022-09-15,DateFound,Blue Tit,Cyanistes caeruleus,Paridae,Passeriformes,Zundert,NA,Brabant,4.6715,51.4719,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221918,brain,26.41
162,3220921003,2022-09-19,DateFound,House Sparrow,Passer domesticus,Passeridae,Passeriformes,Baarlo,5991 XJ,Limburg,6.0944,51.328,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221994,brain,22.89
163,3220922004,2022-09-20,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Ede,6717 ET,Gelderland,5.655357,52.027421,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221942,brain,17.49
164,3220923004,2022-09-20,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Mheer,6261 NJ,Limburg,5.796625,50.776109,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221974,brain,16.39
165,3220923009,2022-09-22,DateFound,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Enschede,8523 BG,Overijssel,6.790261,52.262464,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221999,brain,29.78
166,3220927001,2022-09-25,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Naarden,1411 BR,N-Holland,5.196177956,52.34358081,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221928,Pharyngeal_Swab,24.13
167,3220927002,2022-09-25,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Heelsum,6866 NA,Gelderland,5.678227,51.977018,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221958,feather,15.75
168,3220927003,2022-09-26,DateFound,Common Wood Pigeon,Columba palumbus,Columbidae,Columbiformes,Bennekom,6721 NN,Gelderland,5.6361,52.0036,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221964,brain,28.7
169,3220928006,2022-09-25,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Oosterbeek,6861 ZM,Gelderland,5.84878,51.99054,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221957,brain,17.89
170,3220929012,2022-09-27,DateFound,Eurasian Collared Dove,Streptopelia decaocto,Columbidae,Columbiformes,Leusden,3832 BE,Utrecht,5.407398,52.115666,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221952,brain,28.77
171,3221004005,2022-10-03,DateFound,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Santpoort,2082 EN,N-Holland,4.629096,52.418994,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20221979,brain,31.42
172,3221111005,2022-11-10,DateFound,Common Blackbird,Turdus merula,Turdidae,Passeriformes,4171 ca herwijnen,NA,Gelderland,5.108321,51.827138,CoordinatesConfidential_Mask!,DeadWildBirds,NA,AS20222401,brain,19.58
173,NoID_004,2017-09-11,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Eastermar,9260,Friesland,6.0575016,53.1794321,NA,DeadWildBirds,MN122215,AS201800038,brain,17.75
174,no ID (127),2016-09-26,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Ingen,4031,Gelderland,5.4854896,51.9592106,NA,DeadWildBirds,MN122182,AS201600280,brain,21.87
175,no ID (128),2016-09-25,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Langbroek,3947,Gelderland,5.330632,52.014,NA,DeadWildBirds,MN122183,AS201600281,brain,14.07
176,V0903 (blauw)(131),2016-09-28,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Oss,5344,Brabant,5.5253912,51.7696387,NA,DeadWildBirds,MN122186,AS201600286,brain,28.48
177,V0907 (rood) (129),2016-09-27,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Oss,5343,Brabant,5.5253912,51.7696387,NA,DeadWildBirds,MN122184,AS201600283,brain,19.94
178,no ID(130),2016-10-03,DateDeath,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Oss,5343,Brabant,5.5253912,51.7696387,NA,DeadWildBirds,MN122185,AS201600284,brain,20.09
179,no ID(132),2016-09-27,DateSampling,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Schaik,5374,Brabant,5.5072794,51.7562584,NA,DeadWildBirds,MN122187,AS201600287,brain,14.46
180,sp2016-00753-001_doubleID1,2016,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Waardenburg,4181,Gelderland,5.2575135,51.8313424,NA,DeadCaptiveBirds,MK796169,AS201600083,brain,13.35
181,BEC009,2016,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,BestZoo,5681,Brabant,5.399598135,51.5293295,NA,DeadCaptiveBirds,NA,AS201600289_BEC009,HipposboscidaeSingle,NA
182,3160816004,2016-08-13,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Kerkrade, GaiaZoo",6460 AB,Limburg,6.045985436,50.86838809,NA,DeadCaptiveBirds,KY128482,AS201600063,liver,9.87
183,3160816006,2016-08-13,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Kerkrade, GaiaZoo",6460 AB,Limburg,6.045985436,50.86838809,NA,DeadCaptiveBirds,NA,AS201600064,liver,10.73
184,3160902003,2016-09-01,DateDeath,Snowy Owl,Bubo scandiacus,Strigidae,Strigiformes,"Kerkrade, GaiaZoo",6460 AB,Limburg,6.045985436,50.86838809,NA,DeadCaptiveBirds,NA,AS201600073,spleen,23.36
185,3160912003,2016-09-09,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Born, Kasteelpark",6121 XK,Limburg,5.812305895,51.02972032,NA,DeadCaptiveBirds,NA,AS201600067,brain,13.85
186,3160913020,2016-09-12,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Born,6121 RM,Limburg,5.80965,51.03383,NA,DeadCaptiveBirds,MK796168,AS201600070,brain,12.94
187,3160920001,2016-09-20,DateSampling,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Waardenburg,4181 PT,Gelderland,5.2575135,51.8313424,NA,DeadCaptiveBirds,NA,AS201600082,brain,16.26
188,3160926026,2016-09-25,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Rhenen, Ouwehands DP",3911 AV,Utrecht,5.591524513,51.95585722,NA,DeadCaptiveBirds,NA,AS201600269,heart,14.55
189,PA 17-0248,2017-07-31,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Enschede,7504,Overijssel,6.870595664,52.22336325,NA,DeadCaptiveBirds,NA,AS201700148,liver,22.8
190,3170811032,2017-08-09,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Wenum Wiesel,7345 DG,Gelderland,5.9632909,52.2546727,NA,DeadCaptiveBirds,NA,AS201700142,brain,18.9
191,3170815001,2017-08-14,DateDeath,Red-breasted Goose,Branta ruficollis,Anatidae,Anseriformes,"Kerkrade, GaiaZoo",6460 AB,Limburg,6.045985436,50.86838809,NA,DeadCaptiveBirds,NA,AS201700144,brain,28.6
192,3170815002,2017-08-14,DateDeath,Red-breasted Goose,Branta ruficollis,Anatidae,Anseriformes,"Kerkrade, GaiaZoo",3460 AB,Limburg,6.045985436,50.86838809,NA,DeadCaptiveBirds,NA,AS201700147,brain,28.2
193,3170829009,2017-08-25,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Rotterdam, Blijdorp Zoo",3000 AM,Z-Holland,4.443875792,51.92826383,NA,DeadCaptiveBirds,NA,AS201700173,brain,20.21
194,3170905009,2017-09-05,DateSampling,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Rotterdam, Blijdorp Zoo",3000 AM,Z-Holland,4.443875792,51.92826383,NA,DeadCaptiveBirds,NA,AS201700198,brain,17.6
195,3180724009,2018-07-24,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Amersfoort,3800,Utrecht,5.3896944,52.1562499,NA,DeadCaptiveBirds,NA,AS201800080,brain,16.7
196,3180816006,2018-08-16,DateSampling,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,"Emmen, Wildlands Zoo",7801 BA,Drenthe,6.891760022,52.78322279,NA,DeadCaptiveBirds,NA,AS201800117,brain,16.07
197,3190904011,2019-09-03,DateDeath,Zebra Finch,Taeniopygia (genus),Estrildidae,Passeriformes,Capelle aan den IJssel,2905 RP,NA,4.5883596,51.9312552,NA,DeadCaptiveBirds,NA,AS20190482,brain,29.36
198,3190913047,2019-09-12,DateDeath,Hill Myna,Gracula religiosa,Sturnidae,Passeriformes,Druten,6652 DH,NA,5.6030143,51.8861226,NA,DeadCaptiveBirds,NA,AS20190438,brain,26.75
199,3191008019,2019-10-07,DateDeath,White-rumped Shama,Copsychus malabaricus,Muscicapidae,Passeriformes,"Arnhem, Burgers Zoo",6816 SH,NA,5.898739532,52.00739815,NA,DeadCaptiveBirds,NA,AS20190715,cloaca swab,19.59/17.8
200,3191008019,2019-10-07,DateDeath,White-rumped Shama,Copsychus malabaricus,Muscicapidae,Passeriformes,"Arnhem, Burgers Zoo",6816 SH,NA,5.898739532,52.00739815,NA,DeadCaptiveBirds,NA,AS20190716,mouth swab,21.08/19.93
201,BEC 16.0 15-011 NL3592,2022-07-21,DateDeath,Great Grey Owl,Strix nebulosa,Strigidae,Strigiformes,Schijf,4721,Brabant,4.5590355,51.4974207,NA,DeadCaptiveBirds,NA,AS20221755,heart,NA
202,16TV1039,2016-10-07,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Nijmegen Bergendalseweg,NA,NA,5.886833191,51.83416748,NA,LiveWildBirds,OP921077,NA,Tick,19.97
203,16TV1039,2016-10-07,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Nijmegen Bergendalseweg,NA,NA,5.886833191,51.83416748,NA,LiveWildBirds,OP921076,NA,Throat_Cloacal_Swab,27.56
204,16TV1131,2016-10-16,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921083,NA,Throat_Cloacal_Swab,27.63
205,16TV1131,2016-10-16,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921080,NA,Tick .5,29.32 (average 8 ticks)
206,16TV1131,2016-10-16,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921081,NA,Tick .6,29.32 (average 8 ticks)
207,16TV1131,2016-10-16,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921082,NA,Tick .8,29.32 (average 8 ticks)
208,17TV1199,2017-07-21,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Mijdrecht Turkoois Van Den Berg,NA,NA,4.863210201,52.21672058,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,25.65
209,17TV1199,2017-07-21,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Mijdrecht Turkoois Van Den Berg,NA,NA,4.863210201,52.21672058,NA,LiveWildBirds,NA,NA,DBS,30.6
210,16TV1045,2017-08-02,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,NA,NA,NA,5.908509493,51.82560003,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,20.33
211,17TV1446,2017-09-07,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,NA,NA,NA,5.164886534,51.35479527,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,20.55
212,17TV1446,2017-09-07,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,NA,NA,NA,5.164886534,51.35479527,NA,LiveWildBirds,NA,NA,DBS,NA
213,17TV1463,2017-10-26,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Maastricht Maasveld,NA,NA,5.706646442,50.81900489,NA,LiveWildBirds,NA,NA,DBS,NA
214,18TV0344,2018-08-17,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Tuin Karveel,NA,NA,5.453338958,52.52089377,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,28.5
215,18TV0344,2018-08-17,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Tuin Karveel,NA,NA,5.453338958,52.52089377,NA,LiveWildBirds,NA,NA,DBS,NA
216,18TV0825,2018-08-18,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,27.9
217,18TV0475,2018-08-18,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,25.5
218,18TV0475,2018-08-18,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,NA,NA,DBS,24.3
219,18TV0973,2018-08-18,DateCapture,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921079,NA,NA,NA
220,18TV0973,2018-08-18,DateCapture,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.005620003,52.1333313,NA,LiveWildBirds,OP921078,NA,Throat_Cloacal_Swab,28.6
221,18TV0937,2018-09-10,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Erf Achterweg 4 9261 Vx Eastermar Frl.,NA,NA,6.0575016,53.1794321,NA,LiveWildBirds,NA,NA,DBS,NA
222,18TV1196,2018-09-16,DateCapture,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Ringstation Overdinkel,NA,NA,7.0224612,52.2368563,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,25.7
223,17TV1510,2018-10-06,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Zwarte Meer West,NA,NA,5.90278,52.61333,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,26.2
224,18TV1517,2018-10-11,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Erf Achterweg 4 9261 Vx Eastermar Frl.,NA,NA,6.0575016,53.1794321,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,28.5
225,18TV1221,2018-10-13,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Natuurgebied De Burgumermar Oostoever Frl.,NA,NA,6.055877519,53.18614847,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,30.4
226,18TV0252,2018-10-31,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,NA,NA,NA,5.0992524,52.2636648,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,29.4
227,19TV0329,2019-04-12,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Karveel Tuin,NA,NA,5.453209877,52.52097364,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,21.3
228,19TV0329,2019-04-12,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Karveel Tuin,NA,NA,5.453209877,52.52097364,NA,LiveWildBirds,NA,NA,DBS,19.9
229,19TV0102,2019-04-24,DateCapture,House Sparrow,Passer domesticus,Passeridae,Passeriformes,Karveel Tuin,NA,NA,5.453209877,52.52097364,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,24.8
230,20TV2299,2020-08-29,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Ringstation Overdinkel,NA,NA,7.022559643,52.2369988,NA,LiveWildBirds,NA,NA,TickSingle,25.4
231,21TV5071,2022-07-29,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Lumen Tuin,NA,NA,5.673906,51.9895015,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,NA
232,22TV2594,2022-08-24,DateCapture,Blue Tit,Cyanistes caeruleus,Paridae,Passeriformes,Vleuten Panbos Ringmus Locatie,NA,NA,5.012534142,52.09551239,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,23.6
233,22TV2538,2022-08-24,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,NA,NA,NA,6.132229,52.316636,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,30.67
234,22TV2724,2022-08-28,DateCapture,Song Thrush,Turdus philomelos,Turdidae,Passeriformes,Haarzuilens Eendenkooi Ces Locatie,NA,NA,5.006367207,52.13448715,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,31.25
235,22TV3658,2022-08-27,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Griend,NA,NA,5.003493786,52.13616943,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,19
236,22TV3658,2022-08-27,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Haarzuilens Griend,NA,NA,5.003493786,52.13616943,NA,LiveWildBirds,NA,NA,Feces,22.06
237,22B00462,2022-09-09,DateCapture,Common Blackbird,Turdus merula,Turdidae,Passeriformes,Krommenie,NA,NA,4.7664946,52.4954557,NA,LiveWildBirds,NA,NA,Throat_Cloacal_Swab,18.21
