Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflvu_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflvu_R	Univariate_LR_delta_R2_gflvu_R
0.123095216636265	0.123095216636265	0.331659504291989	0.331659504291989	0
0.133637220100116	0.133637220100116	0.332481498990924	0.332481498990924	0
0.122242128033875	0.122242128033875	0.318689215192691	0.318689215192691	0
0.120496163244956	0.120496163244956	0.335753214759489	0.335753214759489	0
0.13722257444532	0.13722257444532	0.452798218821597	0.452798218821597	0
0.178711881713771	0.178711881713771	0.475542436232579	0.475542436232579	0
0.123322246070839	0.123322246070839	0.346661925621143	0.346661925621143	0
0.124279681786005	0.124279681786005	0.406775454353056	0.406775454353056	0
0.135830654159284	0.135830654159284	0.425985651287653	0.425985651287653	0
0.131345193517456	0.131345193517456	0.52595737351059	0.52595737351059	0
0.112318909188853	0.112318909188853	0.330360925357459	0.330360925357459	0
0.121992474558882	0.121992474558882	0.381669225304199	0.381669225304199	0
0.138838712084905	0.138838712084905	0.397113191528455	0.397113191528455	0
0.13149849526972	0.13149849526972	0.33125081696619	0.33125081696619	0
0.110580113107625	0.110580113107625	0.327437118781315	0.327437118781315	0
0.125707223790639	0.125707223790639	0.410386671888949	0.410386671888949	0
0.139297485914638	0.139297485914638	0.442613717073891	0.442613717073891	0
0.128207177271483	0.128207177271483	0.386081536053489	0.386081536053489	0
0.138352393681899	0.138352393681899	0.437551084124623	0.437551084124623	0
0.156306206832949	0.156306206832949	0.496619678050381	0.496619678050381	0
0.152830980422082	0.152830980422082	0.493925520665032	0.493925520665032	0
0.117340594295432	0.117340594295432	0.413595109744601	0.413595109744601	0
0.134922878221597	0.134922878221597	0.408494849188798	0.408494849188798	0
0.11333203008771	0.11333203008771	0.42794490438022	0.42794490438022	0
0.133849213473766	0.133849213473766	0.372434416577617	0.372434416577617	0
0.129178672334723	0.129178672334723	0.4537475173009	0.4537475173009	0
0.130917784590757	0.130917784590757	0.338579693797105	0.338579693797105	0
0.126325944070198	0.126325944070198	0.409724282244662	0.409724282244662	0
0.14417257915046	0.14417257915046	0.332801844040762	0.332801844040762	0
0.139695654442077	0.139695654442077	0.375935626385541	0.375935626385541	0
0.136832968951474	0.136832968951474	0.410132866658084	0.410132866658084	0
0.142736534443259	0.142736534443259	0.438231626330301	0.438231626330301	0
