Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_R	Univariate_LR_delta_R2_Flyway_Apod_R
0.151037596253434	0.151833157571428	0.388325426211782	0.399802852333579	0.011477426121797
0.142351138918963	0.141323816718693	0.436539917974483	0.435964154569117	-0.00057576340536597
0.15061894103494	0.151159062823002	0.331484844169957	0.338344858413636	0.00686001424367882
0.149109501396845	0.14948733372517	0.391100929521009	0.395055336798664	0.003954407277655
0.138266030192787	0.13911761276864	0.356658123281561	0.363831715064148	0.00717359178258647
0.134413272461843	0.136734935766365	0.330923808029505	0.3465426382767	0.0156188302471948
0.155307271787103	0.154416750857793	0.310004758301913	0.312905092076188	0.00290033377427451
0.119355114818103	0.119540675110283	0.400810233416745	0.405780844096074	0.00497061067932886
0.174478796573689	0.174352292757612	0.381230953168027	0.38786563837157	0.00663468520354349
0.141288382665203	0.141289807030886	0.460137053713518	0.470985176044036	0.0108481223305181
0.124977933278092	0.125481432724109	0.312145938476485	0.316326529325124	0.00418059084863925
0.185951839082199	0.183679935333043	0.451731478046589	0.45128744729555	-0.000444030751039437
0.168564799701209	0.169228615413055	0.377600859698911	0.389211032330947	0.0116101726320363
0.14135447652732	0.14143136318267	0.413702606823832	0.419436454216247	0.00573384739241489
0.134935570076318	0.133621715703379	0.419738184440104	0.42154957992463	0.00181139548452613
0.130515677604834	0.129719019830847	0.397665040346926	0.402418644449332	0.00475360410240599
0.118385804491202	0.118543249532488	0.339165400049451	0.340787278862566	0.00162187881311571
0.127284746478565	0.127200820021857	0.476114711898614	0.478195216830322	0.00208050493170836
0.131660802094227	0.130604089527944	0.384057067358761	0.384859572705579	0.000802505346818139
0.111963322227191	0.112466038237935	0.3062869797441	0.315983601657632	0.00969662191353166
0.149408681848003	0.149105877425884	0.447118584520673	0.455570068273575	0.00845148375290156
0.13640914292868	0.136745129103521	0.456014578378146	0.464584363396397	0.00856978501825117
0.143259365536412	0.143168150345598	0.33308702249657	0.334566883323063	0.00147986082649321
0.0889051014579	0.0887038539793442	0.266434951177938	0.267819219535336	0.00138426835739874
0.131796710628302	0.131162941960544	0.412682574149289	0.414539616703381	0.00185704255409153
0.115786231625102	0.115672061004239	0.410285761144215	0.414110717358735	0.00382495621451973
0.163143613161208	0.163340090705059	0.473531814679412	0.485257403968925	0.0117255892895133
0.13198902519245	0.130688323218683	0.313350476519462	0.313637614479955	0.000287137960493455
0.164516550807871	0.163778849477165	0.398229545449678	0.400200308570784	0.00197076312110633
0.128529485068277	0.130160867335094	0.308367486609988	0.320499336494243	0.0121318498842543
0.116678355444994	0.117028803085548	0.24522814058283	0.248070740560565	0.00284259997773556
0.138825719796921	0.139234840617458	0.389492704390551	0.392508577754021	0.0030158733634702
0.147276902921486	0.146629256038121	0.431945154610262	0.437023752418001	0.00507859780773906
0.130123660943006	0.129650913603183	0.377802715056061	0.378974690090229	0.00117197503416788
0.128381053985146	0.12814081495329	0.418256084433854	0.421406348617516	0.0031502641836616
0.129341129764886	0.129331242502461	0.443109278248909	0.449943645881387	0.00683436763247874
0.140733327238492	0.140183792006218	0.556004129907417	0.563715220223495	0.0077110903160772
0.129607834256173	0.129971487525424	0.409368574888041	0.415753837229385	0.00638526234134396
0.137703504654396	0.137329111325084	0.410167750547781	0.412949342654075	0.00278159210629314
0.104801394527245	0.104980439556547	0.287285254424253	0.290177792569112	0.00289253814485879
0.167174317588601	0.167178667408916	0.341025919299594	0.345609159674964	0.00458324037536983
0.12730027966483	0.127261837872354	0.334713137238643	0.334835303151669	0.000122165913025385
0.1081132237092	0.108023562016539	0.340713748996775	0.345084815094415	0.00437106609763993
0.109772319157903	0.109619161637378	0.344956972434441	0.344672471120921	-0.000284501313520036
0.10200738123783	0.102190668655342	0.303232283563617	0.308675225367379	0.00544294180376242
0.115063078355839	0.115053723027393	0.325618866620299	0.32635054527546	0.00073167865516105
0.16098771583314	0.16168843337549	0.3925870828435	0.403481258463882	0.0108941756203826
0.168508375632228	0.167756790250646	0.369860938295555	0.373845884075746	0.00398494578019098
0.115524921683664	0.117433519523166	0.283221313477317	0.296320655880055	0.0130993424027381
0.113222392683958	0.113924405455924	0.363338257183709	0.368781954855565	0.00544369767185587
0.160074317167777	0.159968870168059	0.446458916200413	0.447105036575746	0.000646120375332848
0.134538909177353	0.134206218810028	0.398434881653583	0.401647239663167	0.00321235800958408
0.154685758255744	0.155170925001226	0.407572357341492	0.412098114463407	0.004525757121915
0.131499871809474	0.132337779374748	0.350865285964987	0.360938071389329	0.0100727854243421
0.179245833509231	0.179205888813992	0.523698251731677	0.532003510882888	0.0083052591512115
0.1416152926257	0.141750860244454	0.408746925156795	0.409660887822296	0.000913962665500923
0.115175501740913	0.114664362491666	0.438280052686114	0.437879523482852	-0.000400529203262001
0.117677233389475	0.117783580959497	0.404352475520988	0.406069850503782	0.00171737498279395
0.0871678636773959	0.0870531488390216	0.256518043789323	0.257638387544707	0.00112034375538411
0.132578063690766	0.132305314451267	0.393876286843974	0.395207774487589	0.00133148764361479
0.148361908571459	0.147813584914419	0.442696501892419	0.446746988404131	0.00405048651171153
0.133059345339793	0.133147223537919	0.381137641209691	0.382544033069335	0.00140639185964342
0.115280887922619	0.115110108238619	0.351437997110314	0.353439546233575	0.00200154912326111
0.183696425724865	0.183127345198178	0.499796538519041	0.504614622647274	0.00481808412823254
0.16586862579374	0.16596174626056	0.430358054294178	0.436432520236377	0.00607446594219868
0.113283955565216	0.1143400381822	0.410592867716501	0.418886800212714	0.00829393249621296
0.15224562042628	0.151487839315529	0.345274607851177	0.34553073853394	0.000256130682763145
0.137794486054924	0.137837710846501	0.352482759955608	0.355361604327	0.00287884437139291
0.123095216636265	0.123315257034337	0.331659504291989	0.334818973038844	0.00315946874685519
0.133637220100116	0.133028423891325	0.332481498990924	0.33142544732008	-0.00105605167084416
0.122242128033875	0.122149737351444	0.318689215192691	0.322681978493588	0.0039927633008966
0.120496163244956	0.121277439546482	0.335753214759489	0.342350345136879	0.00659713037738996
0.13722257444532	0.136905982602963	0.452798218821597	0.45678747586884	0.00398925704724257
