Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpast_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpast_R	Univariate_LR_delta_R2_gpast_R
0.222819522244156	0.205938020639775	0.225790609005007	0.228529662538699	0.00273905353369164
0.30323869358435	0.286796440055331	0.251825580364646	0.261481042365326	0.00965546200068029
0.205667273279815	0.197573231589196	0.348586858615999	0.367235162266691	0.0186483036506919
0.198107318385253	0.188036276172159	0.343317142018877	0.347614890856857	0.00429774883797945
0.266017256220056	0.24978894424262	0.373164257482372	0.374354509300632	0.00119025181826016
0.223004802734047	0.20854439150882	0.452085105192932	0.454846965034575	0.00276185984164312
0.325693178625149	0.306240754442255	0.469895501528423	0.475282641293552	0.005387139765129
0.312788566151232	0.296105715962069	0.400137607691373	0.418131099312043	0.0179934916206705
0.263360018296483	0.245834429483527	0.388001255005143	0.39326292738111	0.00526167237596725
0.253337589858094	0.232880567976847	0.305782178200249	0.297412593754783	-0.00836958444546554
0.276411448712494	0.257294450098977	0.300161468778702	0.298276268729122	-0.00188520004957954
0.163793104152798	0.15256355684649	0.340544575615153	0.342436371867512	0.00189179625235963
0.21068708672015	0.196692201538839	0.382997249662793	0.393721120126366	0.0107238704635733
0.205096837255184	0.189964583142293	0.161117493075028	0.163044870283514	0.00192737720848538
0.201199870827006	0.189012768632711	0.394514784874963	0.398402876718841	0.00388809184387767
0.260538936296584	0.24752568078799	0.353927097924863	0.370196007921468	0.0162689099966056
0.190867574689895	0.181349768401126	0.333128451153511	0.342484928739182	0.00935647758567137
0.180410147012328	0.169993580910683	0.219906921992264	0.223930032191736	0.00402311019947235
0.255426355962294	0.239085480688608	0.298627472054518	0.30325388761697	0.00462641556245241
0.197287392065138	0.18545814330762	0.225581198976633	0.224929270808628	-0.000651928168005939
0.201639024924044	0.1893812081675	0.338053924833599	0.343391128994887	0.00533720416128836
0.180680129653145	0.167141107544402	0.222518713436317	0.217913036617559	-0.00460567681875804
0.246080598351616	0.228711193629637	0.472562044388236	0.473451805477446	0.000889761089210073
