Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_C	Univariate_LR_delta_R2_wetland_combine_C
0.500384782454601	0.520148007721971	0.529724608852601	0.527520421976121	-0.0022041868764805
0.598734101977677	0.61282391157561	0.310465847319546	0.303286049867723	-0.00717979745182262
0.397733803848193	0.405422514207324	0.362807603232674	0.353776007148129	-0.00903159608454462
0.379702274638744	0.387125330394484	0.39258871916929	0.384458400556749	-0.00813031861254132
0.475676014185618	0.492292346477325	0.475778044516905	0.470537421853754	-0.0052406226631514
0.481567273429568	0.500519868580273	0.362777139823593	0.362596004305597	-0.000181135517995701
0.426731519872568	0.450933784074183	0.456431413562904	0.463767893874838	0.00733648031193351
0.402994589428909	0.417882274345451	0.375760211549618	0.380190217871879	0.00443000632226059
0.556105674539595	0.579525609070116	0.543590561639994	0.549049313690328	0.00545875205033386
0.485652799017552	0.498122483822973	0.532394677901439	0.526369419913927	-0.0060252579875123
0.389239481185579	0.40974938770367	0.420633095893462	0.421732959852286	0.0010998639588245
0.406869850896763	0.426168505018687	0.523663905674913	0.529456912834486	0.00579300715957243
0.724099687231873	0.763569330243663	0.439337421967761	0.446058975285149	0.00672155331738822
0.69184430446921	0.714973175865872	0.441242287796801	0.435850594723686	-0.00539169307311488
0.406754153301763	0.42074202361355	0.338779133681712	0.345590625582998	0.00681149190128605
0.622013404250828	0.643738971719795	0.386967759624676	0.387818853145737	0.000851093521061275
0.4644906836007	0.48781664289777	0.616330709938815	0.61568776877971	-0.000642941159105126
0.474161031452312	0.500713017937038	0.365748978641581	0.369887629229862	0.00413865058828089
0.484134689476405	0.500716051620198	0.404365580607366	0.407934240862995	0.0035686602556288
0.406192443450864	0.424432534642725	0.410402333426672	0.416256547631477	0.00585421420480459
0.431673433897665	0.449837004714495	0.481153094265713	0.479648102390183	-0.00150499187552977
0.435906408808703	0.452953990949256	0.578256834263428	0.573562212300527	-0.00469462196290127
