Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflcu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflcu_C	Univariate_LR_delta_R2_gflcu_C
0.222819522244156	0.222865370576427	0.225790609005007	0.225794217878665	3.60887365769003e-06
0.30323869358435	0.303301645117915	0.251825580364646	0.251835005286362	9.42492171651654e-06
0.205667273279815	0.205715830715152	0.348586858615999	0.348612709330019	2.58507140198927e-05
0.198107318385253	0.198137565581251	0.343317142018877	0.343284512680983	-3.26293378943854e-05
0.266017256220056	0.266084637388615	0.373164257482372	0.37316384513787	-4.12344501099504e-07
0.223004802734047	0.22305835345257	0.452085105192932	0.452107241050554	2.21358576221742e-05
0.325693178625149	0.325770316105315	0.469895501528423	0.469878284883739	-1.72166446835709e-05
0.312788566151232	0.312868689132106	0.400137607691373	0.40019718341593	5.95757245568374e-05
0.263360018296483	0.263426654099616	0.388001255005143	0.38803656446402	3.53094588765313e-05
0.253337589858094	0.253357626281211	0.305782178200249	0.305719050201867	-6.31279983817068e-05
0.276411448712494	0.27643686776159	0.300161468778702	0.300100744754275	-6.07240244263063e-05
0.163793104152798	0.163815083612325	0.340544575615153	0.340494294104154	-5.02815109988952e-05
0.21068708672015	0.210732275162199	0.382997249662793	0.383012163747063	1.49140842701234e-05
0.205096837255184	0.205129618502061	0.161117493075028	0.161116937052462	-5.56022566711167e-07
0.201199870827006	0.201236054221827	0.394514784874963	0.394491139947059	-2.36449279045758e-05
0.260538936296584	0.260585616992214	0.353927097924863	0.353947307159753	2.02092348901006e-05
0.190867574689895	0.190901815871098	0.333128451153511	0.333118476039445	-9.97511406541918e-06
0.180410147012328	0.180451596569739	0.219906921992264	0.219915429080454	8.50708818977974e-06
0.255426355962294	0.255478376420757	0.298627472054518	0.298624213484637	-3.25856988098172e-06
0.197287392065138	0.197321003580629	0.225581198976633	0.225579422095024	-1.77688160937772e-06
0.201639024924044	0.20167141541107	0.338053924833599	0.338058537244775	4.61241117644118e-06
0.180680129653145	0.180680498840112	0.222518713436317	0.222423981910916	-9.47315254014036e-05
0.246080598351616	0.246125138957707	0.472562044388236	0.47257447204852	1.24276602835316e-05
0.200178833629194	0.200228079136942	0.235506045078312	0.235545315505832	3.92704275196665e-05
0.269880938946026	0.269927046168539	0.383265300094942	0.383267823694857	2.52359991470552e-06
0.180139242829934	0.180154739408173	0.171586484100425	0.171548021087372	-3.84630130524921e-05
0.243953345727508	0.243991271004864	0.291358036734729	0.291319937205598	-3.8099529131308e-05
0.247983374684704	0.248025767594967	0.271182892971096	0.271179131883139	-3.76108795774321e-06
0.25902912312164	0.259060789488628	0.385862743673191	0.385824617377681	-3.81262955100325e-05
0.258190676386045	0.258233131981652	0.303776104195299	0.303762489311572	-1.36148837263095e-05
0.209824007476643	0.209854546795771	0.279499323142856	0.279469193538232	-3.01296046238964e-05
0.211241343695487	0.211288516338241	0.383919859059414	0.383930008610878	1.0149551464278e-05
0.244995465934506	0.245029331182461	0.342221800463975	0.34216744163958	-5.43588243945292e-05
0.212406899088952	0.212453555999703	0.324653368016391	0.324663887406005	1.05193896140499e-05
0.296152762230786	0.296213689850787	0.412730472893574	0.412730002622361	-4.70271212804629e-07
0.206031280547657	0.206055043873662	0.286827253460397	0.28679560546494	-3.16479954573512e-05
0.192919142990522	0.192961654577931	0.340349651115775	0.340378383072566	2.87319567900957e-05
0.217268529894743	0.217303621423391	0.368799706554374	0.368778507469568	-2.11990848059118e-05
0.268961936374793	0.269028703273476	0.364476340200711	0.364491698088815	1.53578881040839e-05
0.202543594000953	0.202572486071899	0.236151733613559	0.236130257664229	-2.14759493295524e-05
0.232028090770477	0.232067847297921	0.24092683226158	0.240918609943232	-8.22231834821108e-06
0.256829553013413	0.25688898997342	0.279460861486918	0.279488781235127	2.79197482087046e-05
0.211465873314549	0.211499344028824	0.307188606072213	0.307151198218378	-3.74078538352141e-05
0.193986060572579	0.194027111093438	0.233934824560764	0.233945859063731	1.10345029669112e-05
0.217372388602555	0.217410883474873	0.315237320301329	0.315255422379782	1.81020784537078e-05
0.179934712193924	0.179968891251751	0.224288964474718	0.224288958862522	-5.61219556938219e-09
0.166129126384747	0.16615605127366	0.177367080306322	0.177358536356391	-8.54394993043961e-06
0.183414410032738	0.183447539931049	0.357109990525493	0.357093172668399	-1.68178570942312e-05
