Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_livestock_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_livestock_R	Univariate_LR_delta_R2_livestock_R
0.501156897729927	0.000214861291531783	0.504747196006315	0.120832160689638	-0.383915035316677
0.157329486545172	0.000060354923543843	0.116260839895008	0.0938652648128935	-0.0223955750821147
0.315069315823578	0.000159743466468196	0.171460156214606	0.147943810095668	-0.0235163461189383
0.176009721470819	0.000168642034148849	0.184103749778326	0.417589861896913	0.233486112118587
0.0800901575744007	-0.000000798572522277504	0.0152654247136953	0.00000743648510068156	-0.0152579882285946
0.153037678473847	0.0000555930266878898	0.184209767323393	0.166736422552455	-0.0174733447709381
0.348914525027822	0.000125138111884455	0.392957858872661	0.307181670287638	-0.0857761885850234
0.248288835254325	0.000112293736848292	0.333869705760653	0.139047627636378	-0.194822078124275
0.19930190752817	0.0000656523416667534	0.127859540886459	0.0944817298664449	-0.0333778110200138
0.283136239915263	0.000148251758079771	0.40132378456889	0.526023892706252	0.124700108137362
0.366063245609966	0.000157217884785609	0.624217085192176	0.368623650491082	-0.255593434701094
0.283589697448926	0.0000537937910161107	0.0843422273393643	0.0133930994471231	-0.0709491278922412
0.197488491887541	0.0000642580097003235	0.15622999876948	0.0655883553819635	-0.0906416433875167
0.246282500717424	0.0000932789676698333	0.213465450274872	0.12559039245556	-0.0878750578193125
0.228716114162637	0.0000692494266735445	0.155626882627737	0.0441848006351984	-0.111442081992539
0.0324646383289867	0.00000552437255155727	0.00220636834254407	0.000328781063019938	-0.00187758727952414
0.325541255326029	0.000138482003129696	0.474919952073835	0.535101530481836	0.0601815784080016
0.277331174129655	0.00010172513319905	0.852010937819747	0.682796256870525	-0.169214680949222
0.356080614262532	0.000112099474244993	0.727852385070605	0.592088965330635	-0.13576341973997
0.0653347861954178	0.0000226655995627406	0.0269593270883041	0.0110327724722388	-0.0159265546160653
0.313723228291105	0.000116161149202545	0.35139349138896	0.135181100453132	-0.216212390935828
0.287675192226792	0.000114906041353262	0.570973876532829	0.498654104744831	-0.0723197717879984
0.418748142387677	0.000176722546434739	0.488703486572187	0.205560967072213	-0.283142519499973
0.149069041944543	0.0000538671203919591	0.277835978466671	0.193360798167474	-0.084475180299197
0.536852653545413	0.000207054759807994	0.349855699420234	0.116180792619886	-0.233674906800348
0.532350643706609	0.000157113240203547	0.474401068708889	0.175755692382504	-0.298645376326384
