Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_R	Univariate_LR_delta_R2_elevation_R
0.500384782454601	0.000776300178315649	0.529724608852601	0.215092872339379	-0.314631736513223
0.598734101977677	0.00114097173922732	0.310465847319546	0.195164787540769	-0.115301059778776
0.397733803848193	0.000536189687587334	0.362807603232674	0.128544190392426	-0.234263412840248
0.379702274638744	0.000453101068065257	0.39258871916929	0.0901204961280496	-0.30246822304124
0.475676014185618	0.000705993497899795	0.475778044516905	0.207970043853735	-0.26780800066317
0.481567273429568	0.000764042410659763	0.362777139823593	0.18700733027153	-0.175769809552062
0.426731519872568	0.000632898751715044	0.456431413562904	0.148275662711033	-0.308155750851871
0.402994589428909	0.000576482865486275	0.375760211549618	0.111547051261009	-0.264213160288609
0.556105674539595	0.000745432814391246	0.543590561639994	0.152778285151902	-0.390812276488092
0.485652799017552	0.000678167250222095	0.532394677901439	0.142114391128197	-0.390280286773242
0.389239481185579	0.000556525294017161	0.420633095893462	0.184597875774751	-0.236035220118711
0.406869850896763	0.000742956992984049	0.523663905674913	0.214101948851413	-0.3095619568235
0.724099687231873	0.0011024799995048	0.439337421967761	0.160115578281175	-0.279221843686586
0.69184430446921	0.00135150552150171	0.441242287796801	0.205362734826894	-0.235879552969907
0.406754153301763	0.000609059805929519	0.338779133681712	0.103158834098314	-0.235620299583398
0.622013404250828	0.000537775930177016	0.386967759624676	0.0500126763249892	-0.336955083299686
0.4644906836007	0.000809860142646859	0.616330709938815	0.177540989529061	-0.438789720409754
0.474161031452312	0.000942455180226559	0.365748978641581	0.196003516946862	-0.169745461694718
0.484134689476405	0.000700926184071632	0.404365580607366	0.162606979302924	-0.241758601304442
0.406192443450864	0.000617016675813323	0.410402333426672	0.148885975313201	-0.261516358113472
0.431673433897665	0.000493383670915241	0.481153094265713	0.083210184747506	-0.397942909518207
0.435906408808703	0.000822240407127216	0.578256834263428	0.286417045022218	-0.29183978924121
0.482186160281811	0.000692282384865359	0.463957806884237	0.190376952692038	-0.273580854192199
0.35047244626973	0.000647864932838339	0.450195550687902	0.245125465965295	-0.205070084722607
0.456026497921207	0.000818567182842032	0.411078775608758	0.191774653523389	-0.219304122085368
0.498496156873473	0.00109966428446031	0.368703749461164	0.184988487126556	-0.183715262334608
0.429520856533532	0.000712810901905371	0.469670388365547	0.173306034134303	-0.296364354231244
0.549097979092012	0.000720897929518493	0.458935834449754	0.106610552190029	-0.352325282259725
0.393824641263865	0.00049427384957436	0.336190937411826	0.0915287034395942	-0.244662233972232
0.363273053838869	0.000518060982771357	0.432840580789488	0.137282824676157	-0.295557756113331
0.40823964259397	0.000660396753558654	0.421260825303892	0.175297334547689	-0.245963490756203
0.362557138031507	0.000511997959147672	0.39535641686789	0.15230797515591	-0.24304844171198
0.350429342803703	0.000535358638412802	0.408250401668753	0.139901346089712	-0.268349055579041
0.38654895135973	0.000769538632353984	0.468821021312595	0.27498581586031	-0.193835205452285
0.350262757682986	0.000452928391865124	0.426564492835173	0.15167021584563	-0.274894276989543
0.384003525015585	0.000531142463539933	0.460603493204345	0.1563932895734	-0.304210203630946
0.782976204893794	0.000754468736846604	0.517983684916841	0.0889493566634494	-0.429034328253392
0.429921587824571	0.000805759090035877	0.42763785839022	0.208019159591737	-0.219618698798483
0.601550419709332	0.000739536836654663	0.271673010477295	0.0432172605132577	-0.228455749964038
0.437938487407643	0.000668579670069421	0.350973545675491	0.0724491874195013	-0.27852435825599
0.463057526076243	0.00071219251631411	0.49810171486629	0.233699345819965	-0.264402369046325
0.570633711838618	0.000958191502896003	0.367523319253551	0.16199881312137	-0.205524506132182
0.471344825821115	0.000915231268538981	0.504167203690353	0.220199871373459	-0.283967332316893
0.291484590419602	0.000455620983900524	0.278041608887947	0.0934037885095439	-0.184637820378403
0.349076385844539	0.000417961888405213	0.328629981761808	0.07876585502899	-0.249864126732818
0.352169866054658	0.000568495601967221	0.423838106044178	0.206866486821979	-0.2169716192222
0.637857495274072	0.000802443289273366	0.306167313362339	0.0802317546132735	-0.225935558749066
0.518247310515415	0.00095961572752811	0.408857281480034	0.231237459204584	-0.17761982227545
0.458480056801202	0.0010395393744041	0.344433985112679	0.185679860499725	-0.158754124612954
0.595715418574304	0.00073234371560141	0.466525849208692	0.119077209579268	-0.347448639629424
0.425908958064217	0.000715727848461678	0.492623525085882	0.180906511186145	-0.311717013899737
0.365895239883394	0.00050044202608717	0.436113431006194	0.160062663849248	-0.276050767156947
0.523599875767326	0.00120204242581405	0.371771529138599	0.286912006962938	-0.0848595221756609
0.592195918894034	0.00050099168151767	0.48605633152856	0.0563367584671777	-0.429719573061382
0.433339764031122	0.000646597773171467	0.295232197681011	0.13830832811152	-0.156923869569491
0.41790951774112	0.000561318121180767	0.528077663948426	0.169393683315474	-0.358683980632952
0.425658940868453	0.000549586177088844	0.32385053316737	0.0774760355977417	-0.246374497569628
0.5183700882234	0.000817796381834371	0.443814065198077	0.162723011571823	-0.281091053626254
0.614880193416137	0.000908916883748751	0.431971863847771	0.178371883875432	-0.253599979972339
0.624781515668878	0.000800282337980033	0.328097817182146	0.0853709759554573	-0.242726841226689
0.492453529719684	0.000796211962877488	0.544958969249247	0.219535651245401	-0.325423318003846
0.638426167714997	0.000437432387737207	0.464959786668546	0.046964317960455	-0.417995468708091
0.513830948050231	0.000688764345160279	0.544148933071556	0.169992485765981	-0.374156447305575
0.421179212400409	0.000573396481333253	0.234546411804383	0.0695483057016931	-0.16499810610269
0.539746120624576	0.000829916253887499	0.503260395367419	0.20905253239892	-0.294207862968499
0.34639660261548	0.000683780326647183	0.387718135533337	0.179212900711849	-0.208505234821488
0.359748207175915	0.00061044795584755	0.422808190547482	0.203194844580737	-0.219613345966745
0.529668199950621	0.000872085032196644	0.393083571618718	0.196060204250326	-0.197023367368392
0.503836443891332	0.000850029877238707	0.349344634254206	0.182840261719774	-0.166504372534432
0.445307776366745	0.000945046440789337	0.357470915775356	0.201193196084795	-0.156277719690561
0.50884391058068	0.00109103962449353	0.523446213188807	0.268294516274149	-0.255151696914658
0.67850646384122	0.00151508754156153	0.378321932931629	0.282694719194172	-0.0956272137374571
0.334359137556116	0.000435593432493359	0.360191090554627	0.122794700129954	-0.237396390424673
0.472803191465967	0.000699804304524836	0.441837458465318	0.125532075854662	-0.316305382610657
0.50236130566053	0.000862894025654819	0.603832337228195	0.213453538366584	-0.390378798861611
0.460086833679272	0.000748374916194179	0.551333522374054	0.238762056873276	-0.312571465500779
0.391380053180398	0.000518892503587134	0.428815700396346	0.174255745184444	-0.254559955211903
0.342679472505684	0.000465112075990078	0.334598880793557	0.107605213197952	-0.226993667595605
0.5275852124373	0.000946029077820842	0.417158343587525	0.188183436942213	-0.228974906645312
0.455251986664696	0.000557623527033195	0.285588959479963	0.0632596561877692	-0.222329303292194
0.584060532421462	0.00081892605817141	0.355745791257498	0.082234762591817	-0.273511028665681
0.389236929323781	0.000610719901147711	0.420850774510451	0.175274092606863	-0.245576681903588
0.420039594786873	0.000529483501273876	0.47948357380304	0.147816190849899	-0.331667382953142
0.488550608495617	0.000711924213648756	0.466594559314174	0.128710771493384	-0.33788378782079
0.453982331995129	0.000765111554714271	0.441314082723752	0.156145408516343	-0.285168674207409
0.462943053530376	0.000615037049089276	0.328487144577526	0.107943133701985	-0.220544010875541
0.567516528937125	0.000912337969190607	0.406199501875677	0.160780619889228	-0.245418881986449
0.42945382695097	0.000750535825967367	0.528035352090369	0.276196107665705	-0.251839244424664
0.714851037671424	0.00123301316272359	0.453218623797789	0.293428200226346	-0.159790423571443
0.435837006556497	0.000552295654502979	0.364510317224136	0.100525527633886	-0.26398478959025
0.582217382621851	0.000547218566730909	0.495971217759493	0.0525697376416433	-0.44340148011785
0.468916651913795	0.000800635283678036	0.516147330898754	0.246913708934043	-0.269233621964711
0.52092728559492	0.000938142128494897	0.410231074621023	0.274022395433803	-0.136208679187221
0.583621869673265	0.00109372883062888	0.406204166113235	0.166259484790498	-0.239944681322738
