Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_R	Univariate_LR_delta_R2_Shrubs_R
0.151037596253434	0.0910974410238323	0.388325426211782	0.364362738491594	-0.023962687720188
0.142351138918963	0.085547157376749	0.436539917974483	0.468791827153362	0.0322519091788798
0.15061894103494	0.086605836124177	0.331484844169957	0.296626585374087	-0.0348582587958705
0.149109501396845	0.0858718666666148	0.391100929521009	0.349458727352842	-0.0416422021681676
0.138266030192787	0.0826603684897503	0.356658123281561	0.336911508542954	-0.0197466147386076
0.134413272461843	0.0847589691349057	0.330923808029505	0.331532864544902	0.000609056515397388
0.155307271787103	0.0829819534938576	0.310004758301913	0.221586393464299	-0.0884183648376145
0.119355114818103	0.0675405120035662	0.400810233416745	0.330112393395574	-0.0706978400211711
0.174478796573689	0.0992756111152058	0.381230953168027	0.33274042715508	-0.0484905260129468
0.141288382665203	0.0839485702223633	0.460137053713518	0.380115515688267	-0.0800215380252512
0.124977933278092	0.0661685787301687	0.312145938476485	0.237045408980597	-0.075100529495888
0.185951839082199	0.0979670555613104	0.451731478046589	0.348865324511741	-0.102866153534848
0.168564799701209	0.0987819954289691	0.377600859698911	0.345118753667769	-0.0324821060311422
0.14135447652732	0.0758733324684205	0.413702606823832	0.312576080334035	-0.101126526489797
0.134935570076318	0.072322141204795	0.419738184440104	0.324580692046507	-0.0951574923935974
0.130515677604834	0.0770794957137214	0.397665040346926	0.350843572599117	-0.0468214677478085
0.118385804491202	0.0823463861891793	0.339165400049451	0.316618860533209	-0.022546539516242
0.127284746478565	0.0785053003334018	0.476114711898614	0.414784154270539	-0.061330557628075
0.131660802094227	0.0712032485082419	0.384057067358761	0.247511759934724	-0.136545307424037
0.111963322227191	0.0581476882630846	0.3062869797441	0.231791815735356	-0.0744951640087442
0.149408681848003	0.0876842129513115	0.447118584520673	0.385940229823981	-0.0611783546966925
0.13640914292868	0.0828454745272934	0.456014578378146	0.409832410639695	-0.0461821677384511
0.143259365536412	0.0853858854558944	0.33308702249657	0.300947599450199	-0.0321394230463709
0.0889051014579	0.0560637301706317	0.266434951177938	0.239597379375215	-0.0268375718027227
0.131796710628302	0.074575716242144	0.412682574149289	0.313614760518355	-0.099067813630934
0.115786231625102	0.0764526994262965	0.410285761144215	0.364168129133727	-0.0461176320104885
0.163143613161208	0.0924673184578343	0.473531814679412	0.396019970231072	-0.0775118444483403
0.13198902519245	0.0671958338654681	0.313350476519462	0.205475378653832	-0.10787509786563
0.164516550807871	0.0859444924376224	0.398229545449678	0.284768940272261	-0.113460605177417
0.128529485068277	0.0815701155376151	0.308367486609988	0.336032014267092	0.0276645276571038
0.116678355444994	0.06203473164819	0.24522814058283	0.170171356410534	-0.075056784172296
0.138825719796921	0.0866665527175711	0.389492704390551	0.386395529705228	-0.00309717468532228
0.147276902921486	0.084388373366257	0.431945154610262	0.368064872399899	-0.0638802822103631
0.130123660943006	0.0683265737415199	0.377802715056061	0.290781261627692	-0.0870214534283686
0.128381053985146	0.0645229118540349	0.418256084433854	0.263947023073014	-0.15430906136084
0.129341129764886	0.078144829111676	0.443109278248909	0.381523457082577	-0.061585821166332
0.140733327238492	0.0782728849787178	0.556004129907417	0.451798941389512	-0.104205188517905
0.129607834256173	0.0680111522283225	0.409368574888041	0.303471750760486	-0.105896824127555
0.137703504654396	0.0775156430312252	0.410167750547781	0.337339506792743	-0.0728282437550384
0.104801394527245	0.0495732705618634	0.287285254424253	0.25289941203197	-0.0343858423922836
0.167174317588601	0.0897500698791663	0.341025919299594	0.255043595419862	-0.085982323879732
0.12730027966483	0.0822231243513009	0.334713137238643	0.315154566777055	-0.0195585704615882
0.1081132237092	0.0568128462274012	0.340713748996775	0.252315422729878	-0.0883983262668969
0.109772319157903	0.0787394292332833	0.344956972434441	0.354160157261709	0.00920318482726745
0.10200738123783	0.054124639190771	0.303232283563617	0.222536675345375	-0.0806956082182421
0.115063078355839	0.0894549990175546	0.325618866620299	0.35633374134839	0.030714874728091
0.16098771583314	0.102896802884005	0.3925870828435	0.431784157926993	0.0391970750834931
0.168508375632228	0.0907825721876132	0.369860938295555	0.285196976529005	-0.0846639617665491
0.115524921683664	0.0599740270320431	0.283221313477317	0.192925450791023	-0.0902958626862939
0.113222392683958	0.0647564714864903	0.363338257183709	0.304647486336532	-0.0586907708471767
0.160074317167777	0.101478502119832	0.446458916200413	0.435159438021562	-0.0112994781788505
0.134538909177353	0.0811552886115095	0.398434881653583	0.34670634500677	-0.0517285366468132
0.154685758255744	0.0922988413353832	0.407572357341492	0.360561128084582	-0.0470112292569102
0.131499871809474	0.0822737282199958	0.350865285964987	0.299464312109064	-0.0514009738559231
0.179245833509231	0.107561186076168	0.523698251731677	0.484227691676424	-0.0394705600552526
0.1416152926257	0.0851245324465405	0.408746925156795	0.344160706467993	-0.0645862186888015
0.115175501740913	0.0660817826523249	0.438280052686114	0.316815462338423	-0.12146459034769
0.117677233389475	0.0743933766193104	0.404352475520988	0.380677820802088	-0.0236746547188997
0.0871678636773959	0.0453377479887977	0.256518043789323	0.166227366016092	-0.0902906777732306
0.132578063690766	0.077562860169757	0.393876286843974	0.284746422408582	-0.109129864435392
0.148361908571459	0.0845424481920137	0.442696501892419	0.381631271292274	-0.061065230600145
0.133059345339793	0.0762879673318517	0.381137641209691	0.309003547095271	-0.0721340941144207
0.115280887922619	0.0656490221094069	0.351437997110314	0.267558011719358	-0.0838799853909559
0.183696425724865	0.105216525736314	0.499796538519041	0.431942159892155	-0.0678543786268859
0.16586862579374	0.0918364726021785	0.430358054294178	0.381050767743427	-0.0493072865507508
0.113283955565216	0.0693029717319367	0.410592867716501	0.359542824854467	-0.051050042862034
0.15224562042628	0.0791392101495531	0.345274607851177	0.247855511233289	-0.0974190966178874
0.137794486054924	0.0862391854653253	0.352482759955608	0.316440793371353	-0.0360419665842547
0.123095216636265	0.0645403380780167	0.331659504291989	0.232484429665279	-0.0991750746267096
0.133637220100116	0.0685820358269675	0.332481498990924	0.215834978801072	-0.116646520189852
0.122242128033875	0.0593743708331595	0.318689215192691	0.198506658780804	-0.120182556411887
0.120496163244956	0.0618374819253417	0.335753214759489	0.21323766504945	-0.122515549710039
0.13722257444532	0.0746450844549588	0.452798218821597	0.305163531821171	-0.147634687000426
0.178711881713771	0.0959024723622276	0.475542436232579	0.367927881833011	-0.107614554399568
0.123322246070839	0.0737725140360681	0.346661925621143	0.289094247534587	-0.0575676780865561
0.124279681786005	0.0709702969170637	0.406775454353056	0.30711426845464	-0.0996611858984167
0.135830654159284	0.0781048789529428	0.425985651287653	0.376881607384593	-0.0491040439030598
0.131345193517456	0.07494517377529	0.52595737351059	0.416898488525134	-0.109058884985456
0.112318909188853	0.0695414438870972	0.330360925357459	0.299338586215743	-0.0310223391417161
0.121992474558882	0.0682748248868359	0.381669225304199	0.267263152190236	-0.114406073113963
0.138838712084905	0.0837044813745166	0.397113191528455	0.35589171622311	-0.0412214753053448
0.13149849526972	0.0653679840190032	0.33125081696619	0.225133019093335	-0.106117797872854
0.110580113107625	0.0603250730636501	0.327437118781315	0.237376997793171	-0.0900601209881439
0.125707223790639	0.0768484230120857	0.410386671888949	0.315110839097551	-0.0952758327913986
0.139297485914638	0.0835272744634901	0.442613717073891	0.411362822841241	-0.0312508942326499
0.128207177271483	0.0772770493418466	0.386081536053489	0.337734394232327	-0.0483471418211616
0.138352393681899	0.0798506631090258	0.437551084124623	0.383305034998772	-0.0542460491258507
0.156306206832949	0.0894198685198779	0.496619678050381	0.403248148157952	-0.0933715298924287
0.152830980422082	0.0873616808165392	0.493925520665032	0.396554317671273	-0.0973712029937582
0.117340594295432	0.0755595596097041	0.413595109744601	0.356809964226451	-0.0567851455181496
0.134922878221597	0.0736041739311069	0.408494849188798	0.320931854905048	-0.0875629942837501
0.11333203008771	0.0663742319940132	0.42794490438022	0.317609813329961	-0.110335091050259
0.133849213473766	0.0811192501486964	0.372434416577617	0.290149916397229	-0.0822845001803879
0.129178672334723	0.075734864793929	0.4537475173009	0.378746122101996	-0.0750013951989039
0.130917784590757	0.0716771787521642	0.338579693797105	0.239584894719597	-0.0989947990775079
0.126325944070198	0.077853167097097	0.409724282244662	0.382988089472332	-0.02673619277233
0.14417257915046	0.0937855615284079	0.332801844040762	0.319609419900991	-0.0131924241397719
0.139695654442077	0.0751714797178943	0.375935626385541	0.259884400045688	-0.116051226339853
0.136832968951474	0.0853085425840206	0.410132866658084	0.374952027018204	-0.0351808396398794
0.142736534443259	0.0828027408620945	0.438231626330301	0.34511986799844	-0.0931117583318615
