time	diffusion_coefficient	number_of_branches
1947.94365184292	67.4952321663932	0
1948.70668803972	NA	0
1949.46972423652	NA	0
1950.23276043332	NA	0
1950.99579663013	NA	0
1951.75883282693	32.7804465856743	0
1952.52186902373	1.75852263634672	0
1953.28490522053	12.8589147621206	0
1954.04794141733	NA	0
1954.81097761413	NA	0
1955.57401381093	NA	0
1956.33705000774	22.8800599629912	0
1957.10008620454	NA	0
1957.86312240134	NA	0
1958.62615859814	8.26809213153826	0
1959.38919479494	46.6204536946217	0
1960.15223099174	NA	0
1960.91526718854	NA	0
1961.67830338535	NA	0
1962.44133958215	NA	0
1963.20437577895	NA	0
1963.96741197575	NA	0
1964.73044817255	45.7366257826826	0
1965.49348436935	NA	0
1966.25652056615	65.1258630028831	0
1967.01955676296	51.6934703022416	0
1967.78259295976	84.4889129192536	0
1968.54562915656	31.155341393989	0
1969.30866535336	NA	0
1970.07170155016	NA	0
1970.83473774696	122.543895906532	0
1971.59777394376	64.5086894268367	0
1972.36081014057	113.664546979776	0
1973.12384633737	88.7276350358267	0
1973.88688253417	27.0136248635703	0
1974.64991873097	35.0213664689346	0
1975.41295492777	45.3552942326515	0
1976.17599112457	56.6876905956438	0
1976.93902732137	101.835658417128	0
1977.70206351818	110.250234157437	0
1978.46509971498	143.039449811496	0
1979.22813591178	42.7220375637757	0
1979.99117210858	60.4115972618804	0
1980.75420830538	224.788790128126	0
1981.51724450218	84.1540713365574	0
1982.28028069898	25.7209804623788	0
1983.04331689578	101.347605029731	0
1983.80635309259	55.8435412200933	0
1984.56938928939	176.478122623205	0
1985.33242548619	358.297686191979	0
1986.09546168299	46.5390715022998	0
1986.85849787979	226.354229076563	0
1987.62153407659	191.209190642878	0
1988.38457027339	135.887531805918	0
1989.1476064702	233.949438003331	0
1989.910642667	300.772285824027	0
1990.6736788638	149.517133135561	0
1991.4367150606	367.188730714691	0
1992.1997512574	633.537628326676	0
1992.9627874542	575.046460387675	0
1993.725823651	712.597993498461	0
1994.48885984781	505.246130842106	0
1995.25189604461	1022.67143507362	0
1996.01493224141	1145.76913218448	0
1996.77796843821	830.723054768211	0
1997.54100463501	984.121707809143	0
1998.30404083181	1296.52812114509	3
1999.06707702861	1801.46855550333	3
1999.83011322542	3413.03406111969	7
2000.59314942222	3514.11756462232	7
2001.35618561902	2824.72737413795	7
2002.11922181582	2564.52777644666	8
2002.88225801262	1978.92004060553	7
2003.64529420942	1476.5636453918	5
2004.40833040622	1216.96074623132	4
2005.17136660303	1502.43120539859	5.5
2005.93440279983	1345.13850358224	5
2006.69743899663	2238.17997192278	8
2007.46047519343	5418.69948912323	11
2008.22351139023	9144.86658943605	16.5
2008.98654758703	13243.7591672813	20
2009.74958378383	16982.9322489241	27
2010.51261998064	27941.117410443	32
2011.27565617744	29751.8645772706	33
2012.03869237424	21788.1847853651	34
2012.80172857104	14926.2316633568	30
2013.56476476784	11221.8652052723	27
2014.32780096464	11287.090163078	29
2015.09083716144	11795.8314154619	31
2015.85387335825	16739.9682913561	41.5
2016.61690955505	23536.2150471818	45.5
2017.37994575185	24594.7028126567	47
2018.14298194865	23564.7395258746	42
2018.90601814545	12160.5991295215	35
2019.66905434225	8293.26757311029	19
2020.43209053905	4377.33343133862	15
2021.19512673585	2209.66800505735	9
2021.95816293266	382.034988823462	5
2022.72119912946	1504.88949229145	9
2023.48423532626	934.663661908366	8
