Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_C	Univariate_LR_delta_R2_Deciduous_broad_C
0.151037596253434	0.385217255463418	0.388325426211782	0.119134062199376	-0.269191364012406
0.142351138918963	0.705860119339965	0.436539917974483	0.280208509584638	-0.156331408389845
0.15061894103494	0.724838130838615	0.331484844169957	0.195787746535762	-0.135697097634195
0.149109501396845	0.73608782105567	0.391100929521009	0.245266349398393	-0.145834580122616
0.138266030192787	0.322015305049789	0.356658123281561	0.0979003248781055	-0.258757798403456
0.134413272461843	0.442873729154865	0.330923808029505	0.137337178903269	-0.193586629126236
0.155307271787103	0.279130229442875	0.310004758301913	0.0356720825016404	-0.274332675800273
0.119355114818103	0.398505500899991	0.400810233416745	0.14454575570473	-0.256264477712015
0.174478796573689	0.422019127830334	0.381230953168027	0.0979265346137572	-0.283304418554269
0.141288382665203	0.47710019104622	0.460137053713518	0.14062507392823	-0.319511979785288
0.124977933278092	0.240646557912696	0.312145938476485	0.0680661900788855	-0.2440797483976
0.185951839082199	0.655414980961069	0.451731478046589	0.151051329791868	-0.300680148254721
0.168564799701209	0.774731758413564	0.377600859698911	0.20031332903776	-0.17728753066115
0.14135447652732	0.586546372464198	0.413702606823832	0.202761604092411	-0.210941002731421
0.134935570076318	0.483909337068231	0.419738184440104	0.153611524049297	-0.266126660390808
0.130515677604834	0.517100899410299	0.397665040346926	0.181843207974775	-0.215821832372151
0.118385804491202	0.196396495032408	0.339165400049451	0.0496513841660543	-0.289514015883397
0.127284746478565	0.560092215455296	0.476114711898614	0.23109570241068	-0.245019009487934
0.131660802094227	0.274630761697123	0.384057067358761	0.0635355971217461	-0.320521470237015
0.111963322227191	0.264786433344654	0.3062869797441	0.084970565739745	-0.221316414004355
0.149408681848003	0.775271635713943	0.447118584520673	0.246092281420903	-0.20102630309977
0.13640914292868	0.562462488097911	0.456014578378146	0.2584972323384	-0.197517346039746
0.143259365536412	0.462426757379353	0.33308702249657	0.119194219089282	-0.213892803407288
0.0889051014579	0.559078393471259	0.266434951177938	0.199313644838628	-0.06712130633931
0.131796710628302	0.365849009846817	0.412682574149289	0.151798868085108	-0.260883706064181
0.115786231625102	0.294609516602897	0.410285761144215	0.0893083305504448	-0.32097743059377
0.163143613161208	0.543761009452162	0.473531814679412	0.150034274794	-0.323497539885412
0.13198902519245	0.550423569049768	0.313350476519462	0.121955814530942	-0.191394661988519
0.164516550807871	0.520745705430248	0.398229545449678	0.122579633226514	-0.275649912223164
0.128529485068277	0.719538885617073	0.308367486609988	0.246334232239448	-0.0620332543705399
0.116678355444994	0.298575966985824	0.24522814058283	0.0997799419178081	-0.145448198665022
0.138825719796921	0.582983490176854	0.389492704390551	0.203050976647418	-0.186441727743132
