Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_flood_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_flood_veg_C	Univariate_LR_delta_R2_flood_veg_C
0.151037596253434	0.159853613386528	0.388325426211782	0.40317351306156	0.014848086849778
0.142351138918963	0.148119169235226	0.436539917974483	0.434055978135735	-0.00248393983874778
0.15061894103494	0.158531520206267	0.331484844169957	0.332058055869893	0.000573211699935516
0.149109501396845	0.156495140984546	0.391100929521009	0.401030296941818	0.00992936742080835
0.138266030192787	0.147894796931709	0.356658123281561	0.367249636080752	0.0105915127991905
0.134413272461843	0.141124123185987	0.330923808029505	0.33958583641864	0.00866202838913471
0.155307271787103	0.162999539709608	0.310004758301913	0.318078965554512	0.00807420725259939
0.119355114818103	0.123751154933115	0.400810233416745	0.400817598558627	7.3651418827092e-06
0.174478796573689	0.183180378032491	0.381230953168027	0.389783632624775	0.00855267945674854
0.141288382665203	0.147444641821591	0.460137053713518	0.466355460324181	0.00621840661066281
0.124977933278092	0.132063473128307	0.312145938476485	0.320283889674988	0.00813795119850286
0.185951839082199	0.19372975489377	0.451731478046589	0.458095501333986	0.00636402328739699
0.168564799701209	0.175944271650218	0.377600859698911	0.388667959732725	0.0110671000338141
0.14135447652732	0.148865193369372	0.413702606823832	0.417647766649396	0.00394515982556393
0.134935570076318	0.138327492923458	0.419738184440104	0.423051778780496	0.00331359434039147
0.130515677604834	0.138176076241663	0.397665040346926	0.406341821382066	0.00867678103514025
0.118385804491202	0.124485847471523	0.339165400049451	0.345072294401533	0.00590689435208247
0.127284746478565	0.132768460772872	0.476114711898614	0.467366728668354	-0.00874798323025938
0.131660802094227	0.139653713081574	0.384057067358761	0.385062495115186	0.00100542775642426
0.111963322227191	0.117787066027989	0.3062869797441	0.305837535533072	-0.000449444211027994
0.149408681848003	0.155472219272024	0.447118584520673	0.45738257109897	0.0102639865782967
0.13640914292868	0.141675557222712	0.456014578378146	0.465237015142043	0.0092224367638965
0.143259365536412	0.146276613903244	0.33308702249657	0.325403477805911	-0.00768354469065885
0.0889051014579	0.0920417779034254	0.266434951177938	0.258104726772533	-0.00833022440540454
0.131796710628302	0.1351530014771	0.412682574149289	0.405387938180508	-0.0072946359687816
0.115786231625102	0.126841230216488	0.410285761144215	0.428561170981487	0.0182754098372719
0.163143613161208	0.169829589964662	0.473531814679412	0.486195906251153	0.0126640915717411
0.13198902519245	0.137706707550566	0.313350476519462	0.319578331628313	0.0062278551088516
0.164516550807871	0.173556956080628	0.398229545449678	0.409570968733286	0.0113414232836076
0.128529485068277	0.138926683200148	0.308367486609988	0.326011114296407	0.0176436276864188
0.116678355444994	0.125660934329583	0.24522814058283	0.250225131580192	0.00499699099736209
0.138825719796921	0.14442038526595	0.389492704390551	0.377152321017434	-0.0123403833731164
0.147276902921486	0.155170975208521	0.431945154610262	0.449728685473666	0.0177835308634043
0.130123660943006	0.133752881852083	0.377802715056061	0.371081197661928	-0.0067215173941329
0.128381053985146	0.134708055924333	0.418256084433854	0.420968697651642	0.00271261321778848
0.129341129764886	0.138508223257583	0.443109278248909	0.461834082597435	0.0187248043485262
0.140733327238492	0.145126527180999	0.556004129907417	0.553401379533265	-0.00260275037415214
0.129607834256173	0.135900539919988	0.409368574888041	0.414364385639322	0.00499581075128158
0.137703504654396	0.142096587164781	0.410167750547781	0.409679802069668	-0.000487948478113398
0.104801394527245	0.112818108466383	0.287285254424253	0.296299344523077	0.00901409009882381
0.167174317588601	0.181488129248893	0.341025919299594	0.352758448805505	0.0117325295059114
0.12730027966483	0.133924876867939	0.334713137238643	0.336520277297885	0.00180714005924193
0.1081132237092	0.111749214912923	0.340713748996775	0.346549877898345	0.00583612890157043
0.109772319157903	0.112090706757522	0.344956972434441	0.330122440713013	-0.0148345317214278
0.10200738123783	0.108133252805879	0.303232283563617	0.306882024155862	0.0036497405922446
0.115063078355839	0.117793376004502	0.325618866620299	0.322668759765373	-0.00295010685492547
0.16098771583314	0.168913878335324	0.3925870828435	0.401177691725389	0.00859060888188917
0.168508375632228	0.173083536654238	0.369860938295555	0.375806810097417	0.00594587180186223
0.115524921683664	0.123149109022079	0.283221313477317	0.293443820429209	0.0102225069518924
0.113222392683958	0.120790255719544	0.363338257183709	0.368257129796303	0.00491887261259361
0.160074317167777	0.16836325032154	0.446458916200413	0.441362704596972	-0.00509621160344081
0.134538909177353	0.139541087850175	0.398434881653583	0.404616748016784	0.00618186636320112
