Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_open_water_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_open_water_C	Univariate_LR_delta_R2_open_water_C
0.222819522244156	0.325203713441398	0.225790609005007	0.150861596571401	-0.0749290124336058
0.30323869358435	0.511842244360037	0.251825580364646	0.241060292338678	-0.0107652880259675
0.205667273279815	0.393997801175308	0.348586858615999	0.357026319265389	0.00843946064939016
0.198107318385253	0.378112969427726	0.343317142018877	0.333787402213053	-0.0095297398058245
0.266017256220056	0.401480462872707	0.373164257482372	0.293094975717459	-0.0800692817649127
0.223004802734047	0.350474762564957	0.452085105192932	0.334497347604311	-0.117587757588621
0.325693178625149	0.451751363557783	0.469895501528423	0.29817708408641	-0.171718417442013
0.312788566151232	0.428491652001974	0.400137607691373	0.20389163741957	-0.196245970271803
0.263360018296483	0.436302936476063	0.388001255005143	0.350018287665806	-0.0379829673393368
0.253337589858094	0.368960076371972	0.305782178200249	0.202173722605546	-0.103608455594703
0.276411448712494	0.331076163024954	0.300161468778702	0.151007770772193	-0.149153698006508
0.163793104152798	0.281503118032941	0.340544575615153	0.312741572359058	-0.0278030032560951
0.21068708672015	0.263554032326936	0.382997249662793	0.225113625535409	-0.157883624127384
0.205096837255184	0.360909397858254	0.161117493075028	0.133259454783526	-0.0278580382915024
0.201199870827006	0.305988422058815	0.394514784874963	0.302014794033176	-0.0924999908417873
0.260538936296584	0.489134686372535	0.353927097924863	0.383984196117792	0.0300570981929295
0.190867574689895	0.303811857411102	0.333128451153511	0.289086275081717	-0.0440421760717936
0.180410147012328	0.280209353627764	0.219906921992264	0.13739002549611	-0.0825168964961539
0.255426355962294	0.382020328228018	0.298627472054518	0.242546949255883	-0.0560805227986352
0.197287392065138	0.292192518526935	0.225581198976633	0.146312504606187	-0.0792686943704466
0.201639024924044	0.335670339418716	0.338053924833599	0.279195246893604	-0.0588586779399952
0.180680129653145	0.257032466273099	0.222518713436317	0.134813175392522	-0.0877055380437957
0.246080598351616	0.360794058521571	0.472562044388236	0.338392759405932	-0.134169284982304
0.200178833629194	0.247950966113431	0.235506045078312	0.146111873646271	-0.0893941714320415
0.269880938946026	0.383823746521972	0.383265300094942	0.235425935695975	-0.147839364398967
0.180139242829934	0.32366993623859	0.171586484100425	0.14739423547675	-0.0241922486236746
0.243953345727508	0.35183906893181	0.291358036734729	0.24054571093452	-0.0508123258002099
0.247983374684704	0.415604613631836	0.271182892971096	0.246981012087332	-0.0242018808837648
0.25902912312164	0.410175527088018	0.385862743673191	0.299352638301286	-0.0865101053719041
0.258190676386045	0.369735657613589	0.303776104195299	0.219945718708233	-0.0838303854870654
