Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_open_water_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_open_water_R	Univariate_LR_delta_R2_open_water_R
0.151037596253434	0.0174560854643331	0.388325426211782	0.0653504694424581	-0.322974956769324
0.142351138918963	0.00900144733955714	0.436539917974483	0.0450164117658769	-0.391523506208606
0.15061894103494	0.0385125804121182	0.331484844169957	0.109692464045935	-0.221792380124023
0.149109501396845	0.03714989944881	0.391100929521009	0.143516732700324	-0.247584196820685
0.138266030192787	0.00381422364378564	0.356658123281561	0.0194612843989987	-0.337196838882563
0.134413272461843	0.00854295239105344	0.330923808029505	0.0232341329523947	-0.30768967507711
0.155307271787103	0.00832157369154338	0.310004758301913	0.0228023087684012	-0.287202449533512
0.119355114818103	0.0183987294194831	0.400810233416745	0.101689874784606	-0.299120358632139
0.174478796573689	0.0360069766979574	0.381230953168027	0.109498176199752	-0.271732776968275
0.141288382665203	0.0108743776445054	0.460137053713518	0.0375691318704506	-0.422567921843067
0.124977933278092	0.00303367954732671	0.312145938476485	0.0134938981033487	-0.298652040373136
0.185951839082199	0.0496262215193631	0.451731478046589	0.157125967897733	-0.294605510148856
0.168564799701209	0.0200276975776806	0.377600859698911	0.0514809853592593	-0.326119874339651
0.14135447652732	0.0429879529085383	0.413702606823832	0.208924178418682	-0.20477842840515
0.134935570076318	0.0388480203547507	0.419738184440104	0.183864561599374	-0.23587362284073
0.130515677604834	0.0165917005761214	0.397665040346926	0.0841187522183989	-0.313546288128527
0.118385804491202	0.000568542017746054	0.339165400049451	0.00124215728410684	-0.337923242765344
0.127284746478565	0.0396955165419931	0.476114711898614	0.209000753598979	-0.267113958299635
0.131660802094227	0.00270117615314025	0.384057067358761	0.00693264373642156	-0.37712442362234
0.111963322227191	0.00326556152493336	0.3062869797441	0.0183886120691902	-0.28789836767491
0.149408681848003	0.0391918594149949	0.447118584520673	0.150992968544577	-0.296125615976096
0.13640914292868	0.024249576219493	0.456014578378146	0.13638509272269	-0.319629485655456
0.143259365536412	0.0108345713946338	0.33308702249657	0.0312264742410879	-0.301860548255482
0.0889051014579	0.0325371055611947	0.266434951177938	0.172639732946325	-0.0937952182316125
0.131796710628302	0.0083385261012502	0.412682574149289	0.127052400659308	-0.285630173489981
0.115786231625102	0.00418399004955571	0.410285761144215	0.0159140269933122	-0.394371734150903
0.163143613161208	0.00165231492399088	0.473531814679412	0.00299353186258964	-0.470538282816822
0.13198902519245	0.0303844303263771	0.313350476519462	0.104756278120503	-0.208594198398959
0.164516550807871	0.0289053297534038	0.398229545449678	0.0859280814013126	-0.312301464048365
0.128529485068277	0.0297554127507487	0.308367486609988	0.0845789512874704	-0.223788535322518
0.116678355444994	0.0044572444471728	0.24522814058283	0.0588513995451018	-0.186376741037728
0.138825719796921	0.0172322704616821	0.389492704390551	0.0469377926598956	-0.342554911730655
0.147276902921486	0.0204392815425745	0.431945154610262	0.0752147933487478	-0.356730361261514
0.130123660943006	0.0118085600272779	0.377802715056061	0.0445494375227982	-0.333253277533263
0.128381053985146	0.00896348084715125	0.418256084433854	0.0557311515545411	-0.362524932879313
0.129341129764886	0.00620238681509815	0.443109278248909	0.023616502224364	-0.419492776024545
0.140733327238492	0.0251583878302479	0.556004129907417	0.10910771857068	-0.446896411336738
0.129607834256173	0.027499989526064	0.409368574888041	0.093809683090615	-0.315558891797426
0.137703504654396	0.0475126146981094	0.410167750547781	0.280886399230055	-0.129281351317726
0.104801394527245	0.0360905205196938	0.287285254424253	0.154122275381837	-0.133162979042416
0.167174317588601	0.00406461529614251	0.341025919299594	0.0271968068432141	-0.31382911245638
0.12730027966483	0.011452763664542	0.334713137238643	0.0735744124261033	-0.26113872481254
0.1081132237092	0.0213471898376164	0.340713748996775	0.0859745251598167	-0.254739223836958
0.109772319157903	0.0332909911874677	0.344956972434441	0.140207147662635	-0.204749824771806
