Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_popcount_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_popcount_R	Univariate_LR_delta_R2_popcount_R
0.501440255364829	0.00000364985714545347	0.536260814059169	0.0975263664371402	-0.438734447622029
0.608963056053445	0.00000494780567868054	0.313304769996292	0.0617290297711104	-0.251575740225181
0.399659416913668	0.00000316756459687086	0.368999657131079	0.0965057336733881	-0.272493923457691
0.348537703605178	0.00000254963543832465	0.347832605938028	0.0693055237820187	-0.27852708215601
0.479628375364755	0.00000387818909636822	0.467566072793139	0.115143247355078	-0.352422825438061
0.469099487300989	0.00000275233998560557	0.336558788986999	0.0593406248871929	-0.277218164099806
0.335136360271572	0.00000309656614829174	0.403371748369464	0.140224173457771	-0.263147574911693
0.401079518049107	0.00000492460400629085	0.386693792529712	0.205408256665366	-0.181285535864346
0.543245715821007	0.00000515428467881497	0.520564350021818	0.158148298236074	-0.362416051785743
0.5103161140962	0.00000538284357732339	0.564167022650557	0.209864512838227	-0.35430250981233
0.384414941929163	0.00000329477549698527	0.425111322261476	0.111768701342186	-0.31334262091929
0.433281514837207	0.0000029447145532764	0.530880036464085	0.0836204817605215	-0.447259554703564
0.7224109384193	0.00000560384914886315	0.436375844509399	0.080553664858732	-0.355822179650667
0.692797375132313	0.00000403793841493495	0.42410047410217	0.0578732944768401	-0.366227179625329
0.406562168996288	0.0000043340525533309	0.343202294032134	0.135513557577068	-0.207688736455067
0.651488721707921	0.00000632130564072513	0.402596653988787	0.13900065245779	-0.263596001530997
0.464627640975047	0.00000432062786647682	0.619146711697472	0.105699412226588	-0.513447299470884
0.487703353963209	0.00000443560866192563	0.383945326561799	0.107347771953065	-0.276597554608734
0.496763794123287	0.00000403903772921242	0.415778116835679	0.104852118911434	-0.310925997924245
0.408479856519822	0.00000308488720575557	0.411140547217998	0.100736849960272	-0.310403697257726
0.430686222326124	0.00000306036579858582	0.434961566442061	0.0898156571363178	-0.345145909305744
0.44394132339122	0.00000367398141058104	0.589973822493757	0.126244397984318	-0.463729424509439
0.486322637008758	0.00000440350391967782	0.466870405341157	0.128271155224154	-0.338599250117003
0.34271881759751	0.00000334926909363515	0.451723320946193	0.144750681329486	-0.306972639616707
0.445242879183115	0.00000388795441285992	0.378366272130017	0.104020297439056	-0.274345974690961
0.476845728271789	0.00000691125630385206	0.375517118437922	0.296098392558599	-0.0794187258793229
0.426985276498891	0.0000039185841411449	0.48114149742497	0.132150200705024	-0.348991296719947
0.536700066474258	0.00000583329497702956	0.454233363329821	0.158829375006237	-0.295403988323584
0.405462033044333	0.00000396000836954342	0.35711102438878	0.133879172011042	-0.223231852377738
0.354642867958865	0.00000315510392114804	0.450434326825047	0.11824261746158	-0.332191709363467
0.394576350770769	0.00000329544019082264	0.430739218128374	0.140649421975899	-0.290089796152475
0.344545897747689	0.00000334470895660339	0.368476203043985	0.15450726287384	-0.213968940170145
0.326224055138802	0.00000292186628965418	0.38998453270896	0.0981834004908204	-0.29180113221814
0.369495524569509	0.00000322689464141634	0.483703182305924	0.12778072843108	-0.355922453874844
0.351867204073039	0.00000307131357425139	0.450060721510312	0.160163871801048	-0.289896849709264
0.350177316392279	0.00000245148995773336	0.434824192822063	0.0829146753757269	-0.351909517446337
0.325880836025038	0.00000260641480052765	0.338017219007897	0.111142257313028	-0.226874961694869
0.444674192359695	0.00000384037244976121	0.450068509471044	0.126039166088395	-0.32402934338265
0.558232306288551	0.00000809039591464499	0.250049545160676	0.209944878930454	-0.0401046662302216
0.451838988499403	0.00000534580314003758	0.30295324033197	0.173011092038042	-0.129942148293928
0.466416839172759	0.00000450373379284462	0.501936915261092	0.182930797618114	-0.319006117642978
0.570804641225108	0.00000519131034141512	0.351687242935934	0.119295024822882	-0.232392218113052
0.474964885428798	0.00000520870175962384	0.511384714785302	0.189658328921087	-0.321726385864215
0.245680870064477	0.00000262376512451412	0.235575484971775	0.0921495835516461	-0.143425901420129
0.332845163446271	0.00000290523162114372	0.33447287895164	0.102389060894711	-0.23208381805693
0.318213094294484	0.00000312872632707031	0.380316948633208	0.136234230994324	-0.244082717638884
0.665747261161255	0.00000633090988571355	0.301270300522878	0.10770118956031	-0.193569110962568
0.518905312121643	0.00000433746468495565	0.413037890559007	0.109020217482733	-0.304017673076274
0.471787021027444	0.00000453108018158084	0.352537183396339	0.111872587172699	-0.24066459622364
0.616494651925883	0.00000549254644605616	0.480308164925062	0.172602615389401	-0.30770554953566
0.410860046647006	0.00000416684986132456	0.499808172507937	0.16901344935074	-0.330794723157197
0.351736985221575	0.00000339055653657242	0.41615676123426	0.151341333652437	-0.264815427581824
0.588650224433084	0.00000441244150780782	0.40004378258441	0.0852422938006004	-0.314801488783809
0.352950629367934	0.00000240008030303589	0.446361419013546	0.0835288210119765	-0.36283259800157
0.433312529687321	0.00000305143028617646	0.284052004724085	0.0493434732528309	-0.234708531471254
0.423826168077549	0.00000360287470837135	0.523475140669841	0.145082891221399	-0.378392249448442
0.428239929635934	0.00000586695245958804	0.328732394233296	0.221361960405664	-0.107370433827632
0.501295547029474	0.00000604463131795276	0.430321321169578	0.214019029742493	-0.216302291427084
0.652058675506019	0.00000543157734837006	0.452590420068244	0.127650831727739	-0.324939588340506
0.612857656621407	0.00000657477848008876	0.325293230962925	0.155670034473818	-0.169623196489107
0.467213566548385	0.00000415985145345444	0.535475618440335	0.126860325357323	-0.408615293083013
0.642630842870389	0.00000669299761333215	0.457962068267387	0.19245854060266	-0.265503527664728
0.317266019473297	0.00000187830245751706	0.294989853649959	0.0533294338563457	-0.241660419793613
0.408985406565671	0.00000340649596574371	0.225284320899599	0.0651266163590175	-0.160157704540581
0.540189074527558	0.0000050523131920428	0.504624544062526	0.112884146581117	-0.391740397481409
0.332806690795232	0.00000318014627905097	0.404705234009421	0.120397923366002	-0.284307310643419
0.363842226612701	0.00000266123225015004	0.431899548931339	0.103761631804295	-0.328137917127044
0.545245383032482	0.0000043272818718187	0.404255911754474	0.0952258534332561	-0.309030058321218
0.49823590349385	0.00000432821129127417	0.342404543936873	0.110810066932859	-0.231594477004013
0.443321150216403	0.00000384363074293018	0.358837546205642	0.109628869131813	-0.249208677073829
0.527603340938627	0.00000409696081697955	0.546241727093197	0.101827599259083	-0.444414127834114
0.685445098282916	0.00000492973107813271	0.381693122669761	0.0662860214641653	-0.315407101205596
0.321926060372983	0.00000291987941643317	0.365893949385336	0.0972954522367549	-0.268598497148581
0.516801847427503	0.00000491775181990136	0.445395814052319	0.12347032072421	-0.321925493328109
0.362616963636396	0.00000277904576493708	0.435502889499799	0.100030470195271	-0.335472419304528
0.455421963146905	0.00000451868310615547	0.546224476887524	0.184670804126741	-0.361553672760783
0.383665978116819	0.00000350708829782244	0.428312449813235	0.140096993385308	-0.288215456427927
0.337902761387958	0.00000371123128769683	0.334143257819189	0.148416370683675	-0.185726887135514
0.524646515448694	0.00000470023765854079	0.416090065343385	0.10789896638209	-0.308191098961295
0.468403992794785	0.00000591283940624975	0.291271486924947	0.165362606629102	-0.125908880295845
0.587141819376981	0.00000677557808588958	0.364853087369694	0.154793405164502	-0.210059682205193
0.396129943710728	0.00000256788254071754	0.420986380746477	0.0667647818443967	-0.35422159890208
0.429150738262446	0.00000314934224708843	0.514456945120884	0.109070180442993	-0.405386764677891
0.49490923725286	0.0000041099938680404	0.465565953395903	0.119013610250378	-0.346552343145525
0.465725372905751	0.00000555666329198783	0.448401166033463	0.242915458791991	-0.205485707241472
0.448878120207949	0.0000054924766324471	0.309147572546129	0.162803984285666	-0.146343588260463
0.575175056634521	0.00000546055846332134	0.414371895461619	0.135632823859257	-0.278739071602362
0.434159119815058	0.00000373440981128188	0.558475656107446	0.132410825245844	-0.426064830861602
0.743755727572779	0.00000396380203182074	0.47063683176158	0.0548732384671664	-0.415763593294414
0.419764830589982	0.00000411397705082197	0.360863813228249	0.134942096281759	-0.225921716946491
0.339830142680611	0.00000239364668921774	0.388483736743917	0.0884287856541406	-0.300054951089777
0.46085421918925	0.00000337529201696958	0.502927689765874	0.108555992304781	-0.394371697461093
0.504104718336941	0.0000040678887275142	0.403390672644866	0.0926570929694287	-0.310733579675438
0.596964149914441	0.00000449988036761607	0.419209719109471	0.0893046927759239	-0.329905026333547
0.428105912512869	0.0000046280546978716	0.368299202745092	0.172006906958282	-0.19629229578681
0.524014467396626	0.00000469560127932672	0.522861115068722	0.112859934655373	-0.410001180413349
0.534437297350639	0.000004325052848378	0.499386677621096	0.12725660109236	-0.372130076528736
0.570568615160648	0.00000411751835902941	0.423719119893866	0.0917664890494236	-0.331952630844443
0.348844573636208	0.00000378447792832777	0.44510913756239	0.170091234856639	-0.275017902705752
0.361943519305441	0.00000317621123310245	0.459641380444343	0.132634986422584	-0.32700639402176
