Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_GDP_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_GDP_R	Univariate_LR_delta_R2_GDP_R
0.240689419384641	0.00000000000988725373647955	0.284869387417053	0.000181757365489709	-0.284687630051563
0.398870501642753	0.000000000301409613512867	0.319262959193912	0.0231325824897522	-0.29613037670416
0.316130235648724	0.0000000000139456016626565	0.50633780616852	0.000169105019974212	-0.506168701148546
0.245385842053492	0.000000000348571489502568	0.370050153990863	0.0820790128408235	-0.28797114115004
0.325824054599033	0.000000000184181588092806	0.431188821272471	0.020328251669473	-0.410860569602998
0.263771632653906	0.000000000205573778797066	0.507992469341984	0.0429919969857064	-0.465000472356278
0.335009435940947	0.000000000141614692775051	0.471451396924853	0.0148664229022693	-0.456584974022584
0.447604795628998	0.0000000000876134168035351	0.588998799715609	0.00508168638858306	-0.583917113327026
0.336149615494529	0.000000000150623127142922	0.410109595139257	0.0109052635807427	-0.399204331558515
0.34092095537605	0.0000000000211588792830086	0.388054566795338	0.000130725598075848	-0.387923841197262
0.255645874218606	0.000000000280901604091726	0.36662896105112	0.0417205924665048	-0.324908368584615
0.219930831389602	0.000000000223044928352819	0.414295995994158	0.0444256504093408	-0.369870345584817
0.264852703338652	0.000000000156717745676674	0.463821948672625	0.0227918853978699	-0.441030063274755
0.273746334653074	0.000000000238456807859539	0.209443512756601	0.0176632564415333	-0.191780256315067
0.247973467507907	0.000000000192873434250546	0.447325553488112	0.0350335903331665	-0.412291963154946
0.34334238411912	0.000000000141905859026389	0.430802649944768	0.0146604346575975	-0.416142215287171
0.251017372127702	0.000000000058493564187372	0.415566021935946	0.00826228053253265	-0.407303741403414
0.242823714997079	-0.0000000000188033588826782	0.260018479600946	0.000541417829051436	-0.259477061771895
0.318575601111562	0.000000000136760900950945	0.35298907124943	0.00574449488833667	-0.347244576361094
0.272176914719582	0.000000000225465178602745	0.420731833937785	0.0373987653539477	-0.383333068583837
0.274907752837228	0.000000000277550962418861	0.423420578721493	0.0403974385098923	-0.383023140211601
0.246929247138982	0.000000000291540030335867	0.287812446474608	0.0440964662983167	-0.243715980176291
0.271644865417096	0.000000000208030626728023	0.535030228442303	0.0251535953575484	-0.509876633084754
0.206615403903446	0.0000000000226421227116256	0.209802540289943	0.000387560993765877	-0.209414979296177
0.364337444388731	0.000000000153600504017392	0.491992118772084	0.00996860763513686	-0.482023511136947
0.281572060399415	0.000000000197727926105616	0.245165945994978	0.0190678073699731	-0.226098138625005
0.319305212965061	0.0000000000304777581646873	0.333294741730368	0.000391444952301372	-0.332903296778066
0.355969991657094	0.000000000101918826857398	0.343696654116306	0.00327980156365974	-0.340416852552646
0.341378314614797	0.000000000148606629708171	0.480621305885043	0.0117035239924855	-0.468917781892557
0.339709440732507	0.000000000296918904023759	0.345635694765855	0.0410260600616077	-0.304609634704248
0.251846516204586	0.000000000226950546990042	0.307506546938189	0.0231250085633743	-0.284381538374815
0.217182960222837	0.000000000108642543081734	0.387951231322301	0.00861435896015067	-0.37933687236215
0.308028430347807	0.000000000034289341257035	0.402173207083233	0.000819902942818386	-0.401353304140415
0.209602081915138	0.0000000000480965393944138	0.346072239277803	0.00720890805894	-0.338863331218863
0.406800613182265	0.000000000132555920147442	0.529780345164116	0.0086089032666479	-0.521171441897468
0.256468933932066	0.0000000000242391081490601	0.348812979158146	0.000609473606886606	-0.34820350555126
0.216961169407345	0.0000000001151207083879	0.360480277218029	0.0131841379195028	-0.347296139298526
0.285266519392374	0.00000000024991263250064	0.458392986532127	0.0343285992061622	-0.424064387325965
0.322995076939259	0.000000000125352903970351	0.450821771068133	0.00989639447783034	-0.440925376590302
0.321719202950761	0.000000000170369322516147	0.346441522946335	0.0126341983404661	-0.333807324605869
0.288319887563894	0.000000000502103213947306	0.298628019665652	0.0774463714224839	-0.221181648243168
0.317254853198672	0.000000000225202957234502	0.321269009332923	0.0181611690151533	-0.30310784031777
0.295796883264261	0.000000000137577821228288	0.377973484493373	0.00812382153412748	-0.369849662959245
0.252430341949766	-0.0000000000231090806861467	0.275101977119733	0.00101168978602273	-0.27409028733371
0.301517432506411	0.0000000000246721431152726	0.404218439087608	0.000410524362835517	-0.403807914724772
0.223953173040093	0.000000000215077069467857	0.244957039509878	0.0226741821854272	-0.222282857324451
0.192718935971034	0.000000000196030674734886	0.19886516241443	0.0189334544024683	-0.179931708011961
0.244323252613348	0.000000000077361487144315	0.507768979717241	0.0119929585637492	-0.495776021153492
0.292370021167917	0.000000000126994057285449	0.34639427074303	0.00936991683580306	-0.337024353907227
0.273201101218662	0.000000000233100005317941	0.60099016995881	0.039347077505164	-0.561643092453646
0.273110378083322	0.000000000256698563397917	0.491814965327979	0.0604130039879862	-0.431401961339993
0.301174960526964	0.0000000000305831427753586	0.404507138824926	0.00112414131581119	-0.403382997509115
0.358651531544339	0.000000000249750069374332	0.568095140046087	0.0170841638727216	-0.551010976173366
0.490748546047868	0.000000000128974507045811	0.558295012997618	0.00392267170350739	-0.554372341294111
0.334185769828579	0.0000000000903998537096066	0.362450964325901	0.00500112017708974	-0.357449844148811
0.297074321683749	0.000000000199282815656249	0.280987882827919	0.0101946716801675	-0.270793211147751
0.282322303487703	0.000000000101026678218795	0.387535987564344	0.00724480291639221	-0.380291184647952
0.297538719164643	0.000000000114751398325833	0.450995827716452	0.0111952741191082	-0.439800553597344
0.243947614045598	0.000000000129025406648047	0.404997965117102	0.0106733348670073	-0.394324630250095
0.370712850092209	0.0000000000412657133730393	0.492218984213411	0.000967071372400098	-0.491251912841011
0.378288853312653	0.000000000114228774254626	0.36376583573455	0.00538205273373004	-0.35838378300082
0.227158529198152	0.0000000001498342527616	0.352269924052409	0.0202168630834317	-0.332053060968977
0.403045224094726	0.000000000296207950095623	0.386234533194467	0.0189184430026692	-0.367316090191797
0.259484687422127	0.000000000205713389834904	0.437723828736161	0.0296411244065886	-0.408082704329572
0.324281262236932	0.000000000115720239645938	0.521257662991391	0.00921189331102952	-0.512045769680362
0.335353699088521	0.000000000322562584285706	0.490505089380643	0.0481948871929872	-0.442310202187656
0.175428622471087	0.000000000153816632812496	0.221401571681035	0.0225488443432726	-0.198852727337762
0.296370485817386	0.000000000260978568976792	0.351956117767384	0.0274313961613763	-0.324524721606008
0.200078885404892	0.0000000000891985825343964	0.160347593630592	0.00582999056596599	-0.154517603064626
0.26656822071726	0.000000000230694926434182	0.304955446560841	0.0267239216924522	-0.278231524868389
0.236973689912582	0.000000000141940825459142	0.343677142160293	0.0116887664223875	-0.331988375737906
0.241755779561798	0.0000000000132151950415431	0.379805496044181	0.000377532520882481	-0.379427963523299
0.390262135152008	-0.00000000000447923757889621	0.342235133273714	0.0000148439325598647	-0.342220289341154
0.306062183911973	0.000000000089392172363305	0.373150792835743	0.00585319050137517	-0.367297602334368
0.300447632888408	0.000000000065184960920087	0.444328599918904	0.0033628802319946	-0.440965719686909
0.271888042577025	0.00000000020788959367431	0.441194765326188	0.0315435585438468	-0.409651206782342
0.34444302498727	0.0000000000266782595814849	0.514332663533141	0.00113777518168413	-0.513194888351456
0.283505819174533	0.00000000000209373019946094	0.37902621467122	0.00000578284493996907	-0.37902043182628
0.256419853430253	0.0000000000828309298299341	0.572586914061156	0.00459203090362954	-0.567994883157526
0.29799240218478	0.000000000259866457652867	0.443051564219995	0.0359695920176891	-0.407081972202306
0.257757160412113	0.000000000251833765677335	0.369862551861732	0.0352776770622649	-0.334584874799467
0.399292453062956	0.0000000000450072913655459	0.323224369583863	0.000683150958695097	-0.322541218625168
0.333257888752039	0.000000000217158324305437	0.355300520482601	0.0175095462128639	-0.337790974269737
0.200209924046902	0.000000000131687232945803	0.324118123354715	0.0133353544417169	-0.310782768912998
0.208835574300928	0.000000000197356778654149	0.342622655431794	0.0426408122900745	-0.29998184314172
0.313313757566954	0.000000000591306253311894	0.409945760978977	0.13865337606297	-0.271292384916007
0.26215979468798	0.0000000000456521423616159	0.449852680904152	0.00440408585285896	-0.445448595051294
0.240523548175512	0.00000000002228610282867	0.318052803227104	0.00104309025502283	-0.317009712972082
0.331719178804105	0.000000000193601152368615	0.370432464720513	0.0162468184679302	-0.354185646252583
0.189828331219272	0.00000000014552138747896	0.451940488159555	0.0289288052740076	-0.423011682885547
0.268102834352168	0.000000000211908605734587	0.480490754893348	0.0259633102247003	-0.454527444668648
0.256511823323514	0.0000000000462690833189297	0.183351905451717	0.000987971708735684	-0.182363933742982
0.2737929851128	0.000000000120932306380779	0.385531054944507	0.00922173376902609	-0.37630932117548
0.260154862121385	0.000000000250042400583951	0.342441468047545	0.038476612669977	-0.303964855377568
0.284469096195254	-0.0000000000220203215757104	0.389278340878047	0.000883361581808538	-0.388394979296238
0.348989329108842	0.000000000266477761947781	0.517982596635732	0.0283519149884647	-0.489630681647267
0.284843263217519	0.000000000140629692120978	0.481886477142483	0.0142854772332321	-0.467600999909251
0.267238487399333	0.000000000193687769491118	0.417545669452511	0.0192458478125383	-0.398299821639972
0.272348249494776	0.000000000103017780966054	0.307440486455798	0.00702510467569095	-0.300415381780107
0.282889310584493	0.000000000284310229927984	0.402188338580515	0.0274247765143254	-0.374763562066189
