Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_C	Univariate_LR_delta_R2_Flyway_Ans_C
0.222819522244156	0.311427331343664	0.225790609005007	0.301981676359267	0.0761910673542602
0.30323869358435	0.391357901746646	0.251825580364646	0.315066870362511	0.0632412899978653
0.205667273279815	0.27958929321907	0.348586858615999	0.449360247646507	0.100773389030508
0.198107318385253	0.246860298540792	0.343317142018877	0.401454829328135	0.0581376873092578
0.266017256220056	0.328364168205404	0.373164257482372	0.443026567723244	0.0698623102408726
0.223004802734047	0.257660508653015	0.452085105192932	0.4899489067014	0.0378638015084685
0.325693178625149	0.37124728295003	0.469895501528423	0.528345217360338	0.0584497158319149
0.312788566151232	0.371222780467122	0.400137607691373	0.463986284574189	0.0638486768828163
0.263360018296483	0.313916757813856	0.388001255005143	0.442319580701738	0.0543183256965948
0.253337589858094	0.333509351543695	0.305782178200249	0.393305866947271	0.0875236887470223
0.276411448712494	0.329899105276331	0.300161468778702	0.342693991656976	0.042532522878274
0.163793104152798	0.206542824395961	0.340544575615153	0.405975230864324	0.0654306552491715
0.21068708672015	0.261185657873368	0.382997249662793	0.442143386156416	0.0591461364936234
0.205096837255184	0.261868418078942	0.161117493075028	0.19411876357929	0.0330012705042613
0.201199870827006	0.241394545803838	0.394514784874963	0.448769348497692	0.054254563622729
0.260538936296584	0.331377539885081	0.353927097924863	0.430902852026386	0.0769757541015232
0.190867574689895	0.238985268477252	0.333128451153511	0.393998804979038	0.0608703538255272
0.180410147012328	0.234170134918623	0.219906921992264	0.258182477311978	0.038275555319714
0.255426355962294	0.314526332332738	0.298627472054518	0.358506263251221	0.059878791196703
0.197287392065138	0.250407866155961	0.225581198976633	0.276910655953413	0.0513294569767791
0.201639024924044	0.254681012773509	0.338053924833599	0.401264899089109	0.0632109742555098
0.180680129653145	0.228653881055214	0.222518713436317	0.262439379533928	0.0399206660976111
0.246080598351616	0.28509166491074	0.472562044388236	0.52893005426506	0.0563680098768241
0.200178833629194	0.235194363710956	0.235506045078312	0.262844549944888	0.0273385048665756
0.269880938946026	0.348568285873587	0.383265300094942	0.47888037712911	0.0956150770341678
0.180139242829934	0.254040570671376	0.171586484100425	0.226879971771451	0.0552934876710263
0.243953345727508	0.311182046666843	0.291358036734729	0.363259819126411	0.0719017823916816
0.247983374684704	0.33400613454726	0.271182892971096	0.352847262495169	0.0816643695240721
0.25902912312164	0.330336945800925	0.385862743673191	0.475165208695523	0.0893024650223325
0.258190676386045	0.310851523789382	0.303776104195299	0.345457759037016	0.0416816548417175
0.209824007476643	0.242303606532437	0.279499323142856	0.299989523637187	0.0204902004943308
0.211241343695487	0.233065037881523	0.383919859059414	0.413695419584242	0.0297755605248286
0.244995465934506	0.321172343112649	0.342221800463975	0.435314517283243	0.093092716819268
0.212406899088952	0.255501093851633	0.324653368016391	0.374996749331731	0.0503433813153401
0.296152762230786	0.38523590208514	0.412730472893574	0.500919161801993	0.0881886889084199
