Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_R	Univariate_LR_delta_R2_her_veg_R
0.222819522244156	0.060075278259788	0.225790609005007	0.095159514342615	-0.130631094662392
0.30323869358435	0.0954910025850213	0.251825580364646	0.0840230535914857	-0.16780252677316
0.205667273279815	0.10141851145437	0.348586858615999	0.206285817574244	-0.142301041041755
0.198107318385253	0.0665170158505226	0.343317142018877	0.0815884621586141	-0.261728679860263
0.266017256220056	0.0715070157560577	0.373164257482372	0.0778190099429475	-0.295345247539424
0.223004802734047	0.0702010008307155	0.452085105192932	0.111275802000678	-0.340809303192253
0.325693178625149	0.121591745741235	0.469895501528423	0.152578065654472	-0.317317435873951
0.312788566151232	0.0773833455576631	0.400137607691373	0.101163284862304	-0.298974322829069
0.263360018296483	0.0792244974082041	0.388001255005143	0.112719756613725	-0.275281498391418
0.253337589858094	0.0698125900331341	0.305782178200249	0.0771933597105367	-0.228588818489712
0.276411448712494	0.0875149901784877	0.300161468778702	0.0773198846363783	-0.222841584142323
0.163793104152798	0.0288250201066297	0.340544575615153	0.0414426358209374	-0.299101939794215
0.21068708672015	0.045343496935106	0.382997249662793	0.0681672905964206	-0.314829959066372
0.205096837255184	0.0786922200750591	0.161117493075028	0.0593930377710114	-0.101724455304017
0.201199870827006	0.0936129775640203	0.394514784874963	0.169106966389046	-0.225407818485917
0.260538936296584	0.0581312135642468	0.353927097924863	0.060334884775915	-0.293592213148948
0.190867574689895	0.0640654189653209	0.333128451153511	0.102699892771822	-0.230428558381689
0.180410147012328	0.0603375466414563	0.219906921992264	0.0716758105257103	-0.148231111466554
0.255426355962294	0.071250943748679	0.298627472054518	0.0773379273363094	-0.221289544718208
0.197287392065138	0.0706653357214953	0.225581198976633	0.0580043406559574	-0.167576858320676
0.201639024924044	0.0811445329148507	0.338053924833599	0.109136350877449	-0.228917573956149
