Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpri_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpri_C	Univariate_LR_delta_R2_gpri_C
0.509348634063282	0.537787722074456	0.501592752472326	0.525499984460289	0.0239072319879629
0.161277939848129	0.162670100636962	0.128795083744666	0.130109140159446	0.0013140564147798
0.315069315823578	0.319608514901676	0.171460156214606	0.165512110566879	-0.00594804564772691
0.181228010384823	0.190755259144487	0.194462916269028	0.20184935443851	0.00738643816948156
0.0807262044704342	0.0738223127222426	0.0155085973033488	0.0127919289693693	-0.00271666833397947
0.264527871520785	0.270241977103645	0.335467567228521	0.342057612783261	0.00659004555473947
0.351783052979205	0.358575941947219	0.392980579391446	0.394179990255393	0.00119941086394731
0.266439706225198	0.286403414921217	0.307177978213235	0.322889008728502	0.0157110305152667
0.200535996575834	0.187940990210423	0.129583487887477	0.105141947489941	-0.0244415403975356
0.285993986073786	0.267843182126795	0.414382956180605	0.321948704829228	-0.0924342513513767
0.389843653990515	0.398086025673487	0.233513714640596	0.228576699727522	-0.00493701491307347
0.28978942822516	0.300847887464423	0.0860889049763043	0.0843673735023221	-0.00172153147398214
0.203299055438912	0.210397901563391	0.160772201373582	0.163940005654363	0.00316780428078092
0.246282500717424	0.248432237620094	0.213465450274872	0.2138788747875	0.000413424512627547
0.228643762567207	0.228078944973048	0.156573133785999	0.155629306082272	-0.000943827703727695
0.0951818943085608	0.0885891690986304	0.0173173966451589	0.0143696108497066	-0.00294778579545236
0.325869211709431	0.322503648378011	0.477480433085215	0.372690457011341	-0.104789976073874
0.329931354673836	0.349060978036312	0.263121542323268	0.268362166728579	0.00524062440531042
0.357355679266791	0.3710544593498	0.72968425213064	0.725136324037336	-0.0045479280933034
0.0595397877392208	0.0606735445921584	0.0182528021468278	0.0179625873559329	-0.000290214790894906
0.258026002031862	0.266848128724685	0.144083455553165	0.140437393237084	-0.00364606231608078
0.287675192226792	0.31427781403262	0.570973876532829	0.527943107325169	-0.0430307692076596
0.458449070804559	0.46992000432753	0.548233437375058	0.557794951799615	0.00956151442455666
0.216714014042273	0.21986533147254	0.159776713300561	0.160843464923486	0.00106675162292508
0.543467409014854	0.574483121707678	0.353862621749971	0.364991631254729	0.0111290095047574
0.532350643706609	0.541798513741754	0.474401068708889	0.477152458012702	0.00275138930381325
0.0956356568589826	0.0957195750318293	0.0352525975724388	0.034427855372071	-0.00082474220036783
0.410587611235948	0.412751976624452	0.460330754989065	0.424985556532995	-0.03534519845607
0.45643201535401	0.464428258786974	0.347806990861149	0.347962230016559	0.000155239155410047
0.2267030072019	0.231681655692957	0.152422384347048	0.152002332685013	-0.000420051662034654
0.272262424192691	0.277595558591002	0.179146411499781	0.179467880571493	0.000321469071711933
0.169519492866542	0.177322161139398	0.0629110608516909	0.0634784464891758	0.000567385637484957
0.205512425829247	0.205444899566681	0.0271402170780602	0.026792064359766	-0.000348152718294172
0.411730807170089	0.422506607913178	0.573260957959234	0.578620531991579	0.00535957403234477
0.742662107165122	0.750806803082697	0.632117567918354	0.637828977750126	0.00571140983177176
0.253939159458204	0.260514934190621	0.0630191665679134	0.0639757869703403	0.00095662040242693
0.205016294734511	0.20757052552043	0.112754797957632	0.113561543927048	0.00080674596941642
0.288165709335759	0.298222667851093	0.179372333072955	0.184283676200223	0.00491134312726829
0.318677493092491	0.339142692072521	0.345777667103719	0.359098327474039	0.01332066037032
0.337823212762906	0.342504709207965	0.194656666488565	0.192995496750375	-0.0016611697381898
0.512546259455603	0.48545663528078	0.236034445797476	0.205435239977176	-0.0305992058203002
0.465287785152358	0.478381782934306	0.474044921078902	0.483694533667799	0.00964961258889679
0.179382993457596	0.163543946094913	0.0586173811693954	0.0469563041181962	-0.0116610770511991
0.527047809155911	0.526755005556265	0.366630750289874	0.351007472737625	-0.0156232775522491
0.257420569318673	0.266112558817598	0.297651367200353	0.305358578353895	0.00770721115354228
0.288293723783326	0.287102926399482	0.0828206745148953	0.0798559007546818	-0.00296477376021344
0.28465415537388	0.286363667801316	0.11248343066316	0.111569272592368	-0.000914158070791954
0.125700427714017	0.128394186336684	0.065873302570368	0.066654174516685	0.000780871946317027
0.292531297135728	0.2854977640392	0.389610179216604	0.303484045967485	-0.0861261332491193
0.459422156617499	0.461438316219032	0.43399152296117	0.432889065732839	-0.0011024572283308
0.250925461615483	0.233423797924877	0.274639844389712	0.211074422277807	-0.0635654221119055
0.218539362889769	0.219914077137741	0.11329977928515	0.112548540154758	-0.000751239130392878
0.379183007871704	0.373085575645004	0.45503270320628	0.419870434069552	-0.0351622691367277
0.312295425742977	0.326750250844251	0.278578059648626	0.275054096527753	-0.00352396312087244
0.187279851952955	0.179042968330512	0.248456006330683	0.211389875515435	-0.0370661308152481
0.386742593527444	0.388840012727575	0.559847042504585	0.535338460245325	-0.0245085822592602
0.0816354334142884	0.0807082712064796	0.0372522299117817	0.0360476668531554	-0.00120456305862629
0.205162809255206	0.205222477164447	0.127003939374187	0.12293088059815	-0.00407305877603627
0.534877697540481	0.536188310947148	0.475234948018741	0.423359930561834	-0.0518750174569062
0.524443344329959	0.536503036963049	0.315890628503158	0.320862092903641	0.00497146440048229
0.182624165442694	0.197270437438793	0.293236689272095	0.304852096163951	0.0116154068918554
0.46536389790376	0.475586450144389	0.704730259953136	0.704097476189879	-0.000632783763257261
0.21080898835795	0.213668941271251	0.117591289382853	0.11859876193135	0.00100747254849712
0.351155648161095	0.335053077106417	0.286401072327671	0.251887308027157	-0.0345137643005139
0.327571675694138	0.324431875251755	0.533307636713373	0.483939289833706	-0.0493683468796663
0.233200568765292	0.212033315658561	0.133963699615823	0.107946147389068	-0.0260175522267548
0.482422767048615	0.48872206119383	0.534947914747182	0.539329816607148	0.00438190185996623
0.116453351562414	0.116027241180142	0.0207045032528459	0.0201761562814222	-0.000528346971423739
0.315935447005173	0.301813676783965	0.169484117342249	0.149475471704281	-0.0200086456379677
0.512148254079097	0.541868931334507	0.117654359147752	0.12205337492376	0.00439901577600865
0.38496430993838	0.385674180159942	0.158953400262828	0.150742465311049	-0.00821093495177927
0.0745262257121674	0.0765725557344521	0.0336399952140643	0.0342725226460456	0.000632527431981306
0.208847155635344	0.21251748946851	0.450123714677371	0.453564930063961	0.00344121538659015
0.091711883034598	0.0910305697729912	0.0182531492605099	0.0176873251460145	-0.000565824114495472
0.266412811878833	0.274670218331569	0.148019450137879	0.151423128390097	0.0034036782522183
0.150080250375363	0.142520624908361	0.0932652839737941	0.0818516631523234	-0.0114136208214707
0.797757940743428	0.807989001968606	0.585990322100777	0.588786132241409	0.00279581014063146
0.179726118098721	0.175716494103757	0.162659229382207	0.147476102514083	-0.0151831268681242
0.139250232655665	0.144707038530005	0.129568073407926	0.132358159365846	0.00279008595792002
0.349366857097869	0.353035429924392	0.43853509312949	0.437987468123044	-0.000547625006446006
0.548151276506386	0.541203091305417	0.308077163963569	0.283503226066224	-0.0245739378973454
0.205476477101373	0.210168152086972	0.0815720134127531	0.0817314737869827	0.000159460374229523
0.284496549234635	0.292492692417506	0.144164848573463	0.144347810710368	0.000182962136905412
0.444600130039371	0.461699064561788	0.105055517649688	0.107511022779459	0.00245550512977151
0.297562065011571	0.299262280307794	0.270657402677992	0.271469786798507	0.000812384120515597
0.185649911898132	0.189170898134579	0.227488978116421	0.226924839102857	-0.000564139013563669
0.0695383293671997	0.0674298583685949	0.0108048581581946	0.009980395764718	-0.000824462393476579
0.272103874215064	0.258467379365601	0.245951519491312	0.203835396274272	-0.0421161232170394
0.179020812311324	0.181396681102341	0.0687441199386095	0.0690839880162636	0.000339868077654112
0.292483304093323	0.299319122274913	0.310364118465681	0.312633596585107	0.00226947811942624
0.0723397597188497	0.0721128002975222	0.023930926219807	0.0232100349159204	-0.000720891303886632
0.452441005660505	0.489005432980552	0.11312837263029	0.121379104361436	0.00825073173114571
0.200560304435114	0.212011589862073	0.208301946091325	0.210974145311372	0.00267219922004758
0.256869819384707	0.254410431791239	0.11461938815483	0.107952913597278	-0.00666647455755139
0.207897321498185	0.197423421121095	0.13102481403694	0.111425975118268	-0.0195988389186716
0.33624397018646	0.346775596557023	0.401306824480411	0.411471155935514	0.0101643314551039
0.589060614184412	0.613713341313981	0.448338841216864	0.46568404932712	0.017345208110256
0.146729605269791	0.149683927786643	0.0438009509916143	0.0439902507047753	0.000189299713161013
0.291677921082665	0.273047891229552	0.217103056643822	0.176039188314983	-0.0410638683288388
0.257026795131185	0.261405448676124	0.155204793592837	0.155778217442625	0.00057342384978859
