Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_R	Univariate_LR_delta_R2_wetland_new_R
0.174278406315761	0.158977866988776	0.23578264680649	0.219618881591414	-0.0161637652150756
0.313383104481205	0.284192434240612	0.263360349133337	0.241006494524078	-0.0223538546092592
0.203540869488578	0.185617230988887	0.348526941095379	0.322362329615875	-0.0261646114795042
0.184540661095175	0.167616981081609	0.307660868716894	0.283842866043191	-0.0238180026737037
0.267448491095447	0.244987084370274	0.390857261598422	0.363116695298934	-0.0277405662994876
0.225450702591245	0.210064658850642	0.462358664092889	0.441144427729677	-0.0212142363632116
0.267203241765314	0.24364182264059	0.383292177737688	0.353443046589303	-0.0298491311483852
0.324909302879181	0.285371757126772	0.444068313892913	0.398609741429328	-0.0454585724635848
0.264655630462643	0.243193448718315	0.359297093286329	0.335083507721177	-0.0242135855651525
0.246173845750191	0.22633805416111	0.29675099714819	0.298112096958147	0.00136109980995752
0.275883875157994	0.254595514715078	0.312573362738416	0.298674701903247	-0.0138986608351694
0.163793104152798	0.151243505675592	0.340544575615153	0.322777212993944	-0.0177673626212088
0.208144477834966	0.191734808456391	0.383820282024755	0.359023900022557	-0.0247963820021985
0.207926536943208	0.190752541586975	0.173191149071746	0.161942055705398	-0.0112490933663479
0.193213527121642	0.178219209501784	0.373013324749051	0.349268182541162	-0.023745142207889
0.260538936296584	0.237749353591241	0.353927097924863	0.329006747271353	-0.0249203506535099
0.185989422946046	0.171528278039703	0.332389365562499	0.311014016397379	-0.0213753491651203
0.178630949247512	0.163460373694825	0.216385991607938	0.201826267669599	-0.0145597239383384
0.260855484566512	0.241454975273401	0.305846211210564	0.285994286564357	-0.0198519246462068
0.184580399069579	0.169408395097101	0.319038799506289	0.297682875130797	-0.0213559243754921
0.201639024924044	0.185461302156378	0.338053924833599	0.315002068950255	-0.0230518558833436
0.182031117844595	0.16690330101249	0.237746915508915	0.222795414607173	-0.014951500901742
0.244211604702117	0.230304860270277	0.485781779502396	0.467025948414788	-0.0187558310876084
0.174931249248346	0.16249818899805	0.203839710405449	0.193251191860372	-0.0105885185450768
0.263036692463512	0.140859672165829	0.373614350643307	0.213465509856717	-0.160148840786589
0.180139242829934	0.162385290437723	0.171586484100425	0.156185223936519	-0.0154012601639051
0.240160290796541	0.21752509691531	0.26979226509675	0.247437117355262	-0.0223551477414886
0.247983374684704	0.226203061514014	0.271182892971096	0.250366321891643	-0.0208165710794533
0.244811492123088	0.222779490333973	0.366233454479359	0.33580387152778	-0.0304295829515786
0.249653014846944	0.224231299505026	0.287396020800208	0.265862151680185	-0.0215338691200229
0.213557325563101	0.198482510709088	0.284124429651815	0.268582335323566	-0.0155420943282496
0.20410850369939	0.195500090557623	0.385317199246418	0.374815308096836	-0.0105018911495823
0.244995465934506	0.225849704318358	0.342221800463975	0.319213999396425	-0.0230078010675498
0.168399864994787	0.155417125374911	0.316394877838179	0.299928034477744	-0.0164668433604357
0.299605763723697	0.274634627673137	0.415492520043977	0.38967710315226	-0.0258154168917166
0.205905931023755	0.18917763098331	0.305161126454151	0.285177637615651	-0.0199834888384996
0.215722519430916	0.216002161839186	0.357132089536471	0.358551173087959	0.00141908355148729
0.220580115817796	0.20449931388056	0.374892883368025	0.353907343742086	-0.0209855396259391
0.266032083259292	0.246139028623323	0.392375022697028	0.369713610493022	-0.0226614122040057
0.209245055750278	0.189746619488636	0.246382102176012	0.226422100128215	-0.0199600020477972
0.234984311210682	0.216381555278532	0.244831429211284	0.22861236537216	-0.0162190638391238
0.25065157059199	0.222981799829334	0.278069310101539	0.263984901633601	-0.0140844084679382
0.220897990461352	0.201836872568188	0.310798975823312	0.287475638394151	-0.0233233374291607
0.192331485469021	0.175396757777586	0.231272517281634	0.213595002448911	-0.0176775148327227
0.220929807007275	0.202700025994499	0.320912880959907	0.299785108685862	-0.021127772274045
0.174116699119554	0.160689653244782	0.212039025990349	0.199452976744996	-0.0125860492453521
0.171856000729893	0.161554718788642	0.198822342094204	0.193631708094575	-0.00519063399962807
0.163525266027681	0.14913399300271	0.355843643077181	0.333438011287526	-0.0224056317896544
0.21342930850433	0.189477404860087	0.282661137908508	0.255081850170783	-0.0275792877377253
0.223872479406152	0.208229139114162	0.518206519086549	0.486758591425711	-0.0314479276608374
0.210282170845304	0.191713402737838	0.410547895447519	0.385292356708561	-0.0252555387389583
0.233337623005543	0.216189371206243	0.333720817413073	0.312299918054508	-0.0214208993585644
0.276601727664921	0.258228525346968	0.468869465847453	0.441422611900468	-0.0274468539469849
0.369579029632908	0.339464208426388	0.434700487391832	0.406373094029038	-0.0283273933627933
0.254196223723593	0.23150063824053	0.316041682135289	0.292728122405587	-0.0233135597297022
0.231350829501072	0.213365072624909	0.22817584415633	0.211737112277019	-0.0164387318793109
0.216597112559477	0.198092708232163	0.326808702367338	0.303757696470476	-0.0230510058968624
0.234197409425606	0.217819954011886	0.371410302089625	0.349717817553465	-0.0216924845361601
0.198160880065983	0.183451957817669	0.32952057913856	0.308123350689071	-0.021397228449489
0.263242306875425	0.23935264211981	0.376329659403796	0.345923677713366	-0.0304059816904306
0.284241477757269	0.240813910035347	0.291099757286582	0.24812141380877	-0.0429783434778121
0.167631506024873	0.154486299124261	0.288206642727109	0.269534856495925	-0.0186717862311848
0.316090910873927	0.29139813777181	0.312754204896005	0.290647666398486	-0.022106538497519
