Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_unifre_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_unifre_C	Univariate_LR_delta_R2_unifre_C
0.499249297289839	67.1982064262675	0.493103537283116	0.591911199700584	0.0988076624174677
0.151143449452087	55.5943314870906	0.113098264611377	0.109197462490943	-0.0039008021204341
0.198660695920549	61.9841487638773	0.0870582668443607	0.0698401201785738	-0.0172181466657869
0.175970948051616	17.7390202510766	0.182272231275364	0.0669748891595678	-0.115297342115797
0.0688733666609336	25.921056540304	0.0119232998997286	0.0125573324562013	0.000634032556472717
0.1276012584762	46.5704224568878	0.123735909540071	0.117268949111296	-0.00646696042877538
0.343812060605135	15.5513722868939	0.3826194374271	0.0749919793365356	-0.307627458090564
0.257839115541037	82.1450433826599	0.295570561000993	0.433030395920973	0.137459834919979
0.198456323515239	66.8910284713266	0.128584093420783	0.17440903732438	0.0458249439035968
0.283136239915263	73.3361854988906	0.40132378456889	0.673781942099453	0.272458157530563
0.397193275211659	80.4342123866059	0.254520867579979	0.222086004576412	-0.0324348630035672
0.279535549045052	49.43657492027	0.0808866686749168	0.0576649294471413	-0.0232217392277754
0.191285103408575	75.7145460977256	0.146759212150631	0.161858985763986	0.0150997736133551
0.241038501824675	93.0791099070923	0.206064539856768	0.33312612700917	0.127061587152402
0.232675548890831	67.8631068372443	0.157541279506603	0.132224618237959	-0.0253166612686443
0.0267276533903964	7.92729832230788	0.00148066200143147	0.00100693672931053	-0.000473725272120944
0.321533834694342	81.6718808528516	0.471633142353484	0.686179259850592	0.214546117497108
0.256316774891718	49.5278604699803	0.561412876269029	0.538688451818448	-0.0227244244505806
0.355941862361842	74.3907467224725	0.727118529004331	0.855857580301338	0.128739051297006
0.0479318281547467	12.1999380681375	0.0117829666989561	0.00798431782280031	-0.00379864887615582
0.267615884272231	47.3978706355979	0.151238892311265	0.0800589442992765	-0.0711799480119888
0.287952038311011	54.1745038032517	0.57991859353124	0.544582095718578	-0.0353364978126625
0.415518284476945	103.113234765346	0.480369888627288	0.41084516366763	-0.0695247249596572
0.207095260951768	113.059957997191	0.143501322323117	0.423447264117967	0.27994594179485
0.531858555695913	145.554636703444	0.34203824301785	0.387409323260026	0.0453710802421757
0.530607790608785	112.196931952818	0.47250662745738	0.486260918336118	0.0137542908787378
0.0836775401680548	28.6786742091295	0.0239391438875487	0.0209499991415487	-0.00298914474599999
0.42235774313627	133.599551480519	0.479822206001281	0.446554235797362	-0.0332679702039187
0.269935664044994	75.7852423266919	0.549845359509156	0.745248504017986	0.195403144508829
0.227124928256529	63.2264342573737	0.154489494268263	0.134757116066897	-0.0197323782013656
0.266355866351522	71.1393628605428	0.169279757658095	0.172618033932576	0.00333827627448152
0.185774349594296	49.1066828515396	0.0698568090808091	0.051499889646498	-0.0183569194343111
0.19195778796019	18.6193225348128	0.0228413139177896	0.00799056362705335	-0.0148507502907362
0.406551538636992	77.6630737042748	0.579305381305128	0.569685916312436	-0.00961946499269217
0.334364811231755	70.6694274569235	0.405706400550201	0.312605967621502	-0.093100432928699
0.263630779326213	75.181128444879	0.0687644556756786	0.0783892347614662	0.00962477908578767
0.238594218401783	77.2284060962107	0.11563956299295	0.102463958874305	-0.0131756041186457
0.221462132074268	79.9396867561927	0.504560132844633	0.500065329665002	-0.00449480317963136
0.322479435536493	99.5348020400968	0.344561190719113	0.296667102065002	-0.0478940886541115
0.348179089729779	130.235475909612	0.20955207269045	0.251804325088305	0.0422522523978554
0.528508264302729	11.8129499553661	0.256354769498221	0.0423658949353204	-0.213988874562901
0.469148680096951	109.135105190471	0.46863194840891	0.732021397660166	0.263389449251255
0.186732732193756	64.9836959555049	0.0649803937376395	0.0694464110402544	0.00446601730261491
0.573636761261113	85.601200492227	0.512367849775203	0.371540873058243	-0.14082697671696
0.252905630128787	94.9563772451723	0.290556967542704	0.280552020477818	-0.0100049470648855
