Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Needle_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Needle_R	Univariate_LR_delta_R2_Needle_R
0.509348634063282	0.188349268429702	0.501592752472326	0.160214571716777	-0.34137818075555
0.161277939848129	-0.00099212064095847	0.128795083744666	0.000154374786400028	-0.128640708958266
0.315069315823578	0.0665959717978482	0.171460156214606	0.0222280398251278	-0.149232116389478
0.181228010384823	0.00726330013413757	0.194462916269028	0.00248930333379625	-0.191973612935232
0.0807262044704342	-0.0184327738477575	0.0155085973033488	0.00703551482558452	-0.00847308247776428
0.264527871520785	0.0000145779541164351	0.335467567228521	0.0000000120493235311282	-0.335467555179198
0.351783052979205	0.0237342434230133	0.392980579391446	0.0174230074694227	-0.375557571922023
0.266439706225198	0.0523491942047055	0.307177978213235	0.0294019108908275	-0.277776067322408
0.200535996575834	0.015552646686383	0.129583487887477	0.0046372343017719	-0.124946253585705
0.285993986073786	0.0257024433998417	0.414382956180605	0.0224782859794031	-0.391904670201202
0.389843653990515	-0.0384559080140584	0.233513714640596	0.0139262595454538	-0.219587455095142
0.28978942822516	0.0265972483573469	0.0860889049763043	0.0046897686159634	-0.0813991363603409
0.203299055438912	0.055383294734844	0.160772201373582	0.0451917450230364	-0.115580456350545
0.246282500717424	-0.0133450833223558	0.213465450274872	0.0068796257143212	-0.206585824560551
0.228643762567207	0.102206478950207	0.156573133785999	0.132380371979119	-0.0241927618068801
0.0951818943085608	-0.0208446209241811	0.0173173966451589	0.0132592630335512	-0.00405813361160775
0.325869211709431	0.0277044828583613	0.477480433085215	0.0343186458703595	-0.443161787214856
0.329931354673836	0.0991299645602619	0.263121542323268	0.0609817365430931	-0.202139805780175
0.357355679266791	0.0346928374094567	0.72968425213064	0.0474504916341573	-0.682233760496482
0.0595397877392208	0.00046115844014721	0.0182528021468278	0.00000599969798677998	-0.018246802448841
0.258026002031862	-0.016864263008619	0.144083455553165	0.00327495173814802	-0.140808503815017
0.287675192226792	0.0838653276665821	0.570973876532829	0.279644579705549	-0.29132929682728
0.458449070804559	0.035866481004323	0.548233437375058	0.0219040111322188	-0.52632942624284
0.216714014042273	0.0381224971097311	0.159776713300561	0.0220039233622952	-0.137772789938265
0.543467409014854	0.0677398596140221	0.353862621749971	0.028304350821778	-0.325558270928193
0.532350643706609	0.0569728664724129	0.474401068708889	0.0240070789680832	-0.450393989740805
0.0956356568589826	0.01814969619481	0.0352525975724388	0.0101884724501735	-0.0250641251222653
0.410587611235948	0.0159908016370935	0.460330754989065	0.00393793138699314	-0.456392823602072
0.45643201535401	0.011008498308363	0.347806990861149	0.00221390204123829	-0.345593088819911
0.2267030072019	0.0114782368886986	0.152422384347048	0.00397830395525194	-0.148444080391796
0.272262424192691	0.0136885418006415	0.179146411499781	0.00484437971985529	-0.174302031779926
0.169519492866542	0.0182719983172918	0.0629110608516909	0.00356911175567173	-0.0593419490960191
0.205512425829247	-0.00514063103306229	0.0271402170780602	0.000308459576131281	-0.0268317575019289
0.411730807170089	0.0412839949322528	0.573260957959234	0.0269811495065694	-0.546279808452665
0.742662107165122	0.121590304224975	0.632117567918354	0.0759579268588719	-0.556159641059482
0.253939159458204	0.0257760534621946	0.0630191665679134	0.0074606123606228	-0.0555585542072906
0.205016294734511	0.0681020416423631	0.112754797957632	0.0674721419871784	-0.0452826559704534
0.288165709335759	0.0278398636866301	0.179372333072955	0.0124118944272441	-0.166960438645711
0.318677493092491	0.0507171297311777	0.345777667103719	0.019097216669506	-0.326680450434213
0.337823212762906	0.0427568470352609	0.194656666488565	0.026683098269129	-0.167973568219436
0.512546259455603	-0.00443301829217607	0.236034445797476	0.000208678116877883	-0.235825767680598
0.465287785152358	0.0723627317790434	0.474044921078902	0.10449450792767	-0.369550413151232
0.179382993457596	-0.00735723397765861	0.0586173811693954	0.00125840871593846	-0.0573589724534569
0.527047809155911	0.145006803999612	0.366630750289874	0.0901773233955454	-0.276453426894328
0.257420569318673	-0.00480037489675937	0.297651367200353	0.00207704529294572	-0.295574321907407
0.288293723783326	-0.0341385767581614	0.0828206745148953	0.0207512013350508	-0.0620694731798444
0.28465415537388	-0.0212805200418523	0.11248343066316	0.00753082763683642	-0.104952603026323
0.125700427714017	-0.00441869991653498	0.065873302570368	0.000495030359502984	-0.065378272210865
0.292531297135728	0.0624289554646238	0.389610179216604	0.0556048970300889	-0.334005282186515
