Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_livestock_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_livestock_R	Univariate_LR_delta_R2_livestock_R
0.501270318020897	0.0000890455461693869	0.546465372069829	0.187330365694275	-0.359135006375554
0.643249697247694	0.000130420282579312	0.326965860342747	0.108532192182069	-0.218433668160679
0.404273492552595	0.0000922596328879143	0.374301031498319	0.159108630411398	-0.215192401086921
0.333756302589197	0.0000792908807952747	0.351483551109755	0.186684292858353	-0.164799258251401
0.479326958293711	0.000102704481673043	0.46641802590816	0.209562511482547	-0.256855514425613
0.465843935810408	0.0000755268191176508	0.335251807589161	0.105399319785874	-0.229852487803286
0.326378078149881	0.0000289881304892646	0.401201536820335	0.0705322253576796	-0.330669311462656
0.372369417769135	0.000100668871012603	0.364211636777664	0.232203188672373	-0.13200844810529
0.537913140251519	0.000121864255313462	0.517463800908631	0.242606533122627	-0.274857267786004
0.506971585197561	0.000107286808703631	0.570760539502087	0.266931035295983	-0.303829504206104
0.381700039640587	0.0000880428989399508	0.42791590180643	0.206121083488185	-0.221794818318245
0.43674131544694	0.000107772494143795	0.537112106787049	0.249363759739065	-0.287748347047984
0.720031053686849	0.000150186161305351	0.435105556407048	0.147560280725533	-0.287545275681515
0.693270437518124	0.000167856654837076	0.423213313609172	0.207574346596715	-0.215638967012457
0.403036212509714	0.000104558065062171	0.344579651819672	0.199536875177716	-0.145042776641956
0.663513414825074	0.000176534536702569	0.40955437675731	0.275747461845703	-0.133806914911607
0.4600212387699	0.000128837518496604	0.615322903226274	0.250303597489208	-0.365019305737066
0.53090725436146	0.00014221630097377	0.379312737525307	0.185197103254879	-0.194115634270428
0.487018986884669	0.000117386703326253	0.410888832389536	0.243910745820649	-0.166978086568887
0.407070850014392	0.0000942134056373883	0.410650609813378	0.228568358748787	-0.182082251064591
0.419508371167152	0.000102207793016684	0.448841048343065	0.221377475964549	-0.227463572378516
0.440213132478143	0.000110925270498349	0.581715007082758	0.265619845964478	-0.316095161118279
0.486420096727542	0.000126491015418917	0.47534904115637	0.243885717849273	-0.231463323307097
0.338268064004724	0.0000493103675962008	0.447620144914545	0.130411080778806	-0.31720906413574
0.464004139443553	0.000165799443397842	0.403525421764396	0.315748586535005	-0.0877768352293907
0.4792314336604	0.000120151015936109	0.378352174067478	0.19183205049839	-0.186520123569088
0.434532435581738	0.000142474147176777	0.497569485900868	0.291819403010366	-0.205750082890502
0.533255230583008	0.000156542485682823	0.454872465288819	0.311466688593232	-0.143405776695587
0.405038114393275	0.000105683292082635	0.357147383185613	0.219063752543474	-0.138083630642139
0.365111970316414	0.0000766949364472767	0.468002507285834	0.162928098487675	-0.305074408798159
0.373526658104463	0.0000863039588143286	0.407655210953438	0.217014168804503	-0.190641042148935
0.344229307714111	0.0000778809991549501	0.369164057342699	0.210424375286086	-0.158739682056613
0.312439063367974	0.0000519244480933918	0.379398107058127	0.103697523961303	-0.275700583096824
