Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_cul_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_cul_veg_R	Univariate_LR_delta_R2_cul_veg_R
0.222819522244156	0.00454383170117589	0.225790609005007	0.0317468425541668	-0.19404376645084
0.30323869358435	0.0111958007146403	0.251825580364646	0.119668988125832	-0.132156592238813
0.205667273279815	0.00947886641567414	0.348586858615999	0.202047622779917	-0.146539235836082
0.198107318385253	0.00998741217997566	0.343317142018877	0.243693802005505	-0.0996233400133721
0.266017256220056	0.0100298868305653	0.373164257482372	0.15428827783991	-0.218875979642461
0.223004802734047	0.00984252720053107	0.452085105192932	0.263377416591108	-0.188707688601824
0.325693178625149	0.0118209596318834	0.469895501528423	0.175110490874305	-0.294785010654118
0.312788566151232	0.0124675408658729	0.400137607691373	0.16886332659821	-0.231274281093162
0.263360018296483	0.0125670135474198	0.388001255005143	0.266628978778663	-0.12137227622648
0.253337589858094	0.00548568433660544	0.305782178200249	0.0364924276552972	-0.269289750544951
0.276411448712494	0.0111426537630603	0.300161468778702	0.131129525149701	-0.169031943629
0.163793104152798	0.00787205131542688	0.340544575615153	0.228238880825945	-0.112305694789208
0.21068708672015	0.00613274728267983	0.382997249662793	0.122722029800703	-0.260275219862089
0.205096837255184	0.00660144024654392	0.161117493075028	0.0352638369996621	-0.125853656075366
0.201199870827006	0.0106502205815531	0.394514784874963	0.240283832844373	-0.15423095203059
0.260538936296584	0.0114658428549184	0.353927097924863	0.259571184575164	-0.0943559133496985
0.190867574689895	0.00634450062757059	0.333128451153511	0.118627003522201	-0.214501447631309
0.180410147012328	0.00695966826794676	0.219906921992264	0.109414433477973	-0.110492488514291
0.255426355962294	0.0100312487556701	0.298627472054518	0.139690088428892	-0.158937383625626
0.197287392065138	0.00693138023826689	0.225581198976633	0.0829628785276132	-0.14261832044902
0.201639024924044	0.00922872531764819	0.338053924833599	0.214048804422565	-0.124005120411034
0.180680129653145	0.00632112291456528	0.222518713436317	0.081610330937439	-0.140908382498878
0.246080598351616	0.00861283710194126	0.472562044388236	0.16079172044518	-0.311770323943056
0.200178833629194	0.00585298032280258	0.235506045078312	0.0770571652204931	-0.158448879857819
0.269880938946026	0.00969604983795812	0.383265300094942	0.124898837177869	-0.258366462917074
0.180139242829934	0.00704355672541059	0.171586484100425	0.0766606152294582	-0.0949258688709664
0.243953345727508	0.00615714445397594	0.291358036734729	0.0628982782961793	-0.22845975843855
0.247983374684704	0.00816070248938818	0.271182892971096	0.100067597934529	-0.171115295036567
0.25902912312164	0.0109463327815753	0.385862743673191	0.182868911120588	-0.202993832552602
0.258190676386045	0.00948365282273858	0.303776104195299	0.120714776824605	-0.183061327370693
