Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpast_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpast_C	Univariate_LR_delta_R2_gpast_C
0.500384782454601	0.561798435036329	0.529724608852601	0.501604095652056	-0.0281205132005448
0.598734101977677	0.669451367705615	0.310465847319546	0.284889499762435	-0.0255763475571106
0.397733803848193	0.450649093756338	0.362807603232674	0.356562581967962	-0.00624502126471227
0.379702274638744	0.428263268840011	0.39258871916929	0.390378064070047	-0.0022106550992424
0.475676014185618	0.534642984504047	0.475778044516905	0.462834396151466	-0.0129436483654393
0.481567273429568	0.552174525259322	0.362777139823593	0.355130477659351	-0.00764666216424204
0.426731519872568	0.48806234794305	0.456431413562904	0.462010038063427	0.00557862450052271
0.402994589428909	0.454758833754634	0.375760211549618	0.371245799575123	-0.00451441197449531
0.556105674539595	0.633621830972125	0.543590561639994	0.535828346400267	-0.00776221523972764
0.485652799017552	0.548728420431933	0.532394677901439	0.528502281892817	-0.00389239600862179
0.389239481185579	0.44045667756972	0.420633095893462	0.405933470653461	-0.0146996252400008
0.406869850896763	0.464929432290285	0.523663905674913	0.509298756698459	-0.0143651489764549
0.724099687231873	0.815961900046125	0.439337421967761	0.408960293720047	-0.0303771282477138
0.69184430446921	0.778464984048546	0.441242287796801	0.425735804696609	-0.0155064831001924
0.406754153301763	0.46013927763724	0.338779133681712	0.337046311137061	-0.0017328225446514
0.622013404250828	0.691978511487346	0.386967759624676	0.365219692549749	-0.0217480670749264
0.4644906836007	0.531704611613559	0.616330709938815	0.596360819739376	-0.019969890199439
0.474161031452312	0.535811142609331	0.365748978641581	0.359171787976605	-0.00657719066497597
0.484134689476405	0.547377509493807	0.404365580607366	0.392620863689889	-0.0117447169174768
0.406192443450864	0.452315247354415	0.410402333426672	0.398838571692304	-0.0115637617343683
0.431673433897665	0.491056411714597	0.481153094265713	0.491607696735006	0.0104546024692934
0.435906408808703	0.491146663408879	0.578256834263428	0.549856935772202	-0.0283998984912258
0.482186160281811	0.545469082526121	0.463957806884237	0.447944491127547	-0.0160133157566898
0.35047244626973	0.400614707093102	0.450195550687902	0.445339991935102	-0.00485555875280008
0.456026497921207	0.509022293868794	0.411078775608758	0.401957318465102	-0.00912145714365575
0.498496156873473	0.561881741538345	0.368703749461164	0.364321689701281	-0.00438205975988309
0.429520856533532	0.48274808770869	0.469670388365547	0.464056487886329	-0.00561390047921728
0.549097979092012	0.615134117652185	0.458935834449754	0.455393843910414	-0.00354199053934046
0.393824641263865	0.453829566866763	0.336190937411826	0.338452302105401	0.0022613646935748
0.363273053838869	0.408129592746773	0.432840580789488	0.424212318033961	-0.00862826275552719
0.40823964259397	0.464804697797517	0.421260825303892	0.418541983132997	-0.00271884217089552
0.362557138031507	0.412751094691056	0.39535641686789	0.395518446336983	0.000162029469092995
0.350429342803703	0.389490110166073	0.408250401668753	0.404360969401823	-0.00388943226693028
0.38654895135973	0.43555725996977	0.468821021312595	0.461643693840793	-0.00717732747180228
0.350262757682986	0.40176392840896	0.426564492835173	0.424062085717845	-0.00250240711732813
0.384003525015585	0.436866707331744	0.460603493204345	0.460576499881498	-2.69933228479458e-05
0.782976204893794	0.894039994568557	0.517983684916841	0.520206175635527	0.00222249071868563
0.429921587824571	0.477753619924686	0.42763785839022	0.408881855423755	-0.0187560029664652
0.601550419709332	0.661960413877163	0.271673010477295	0.25594920872829	-0.0157238017490053
0.437938487407643	0.485961039197297	0.350973545675491	0.339213145344787	-0.0117604003307046
0.463057526076243	0.523273703384391	0.49810171486629	0.485544078654404	-0.0125576362118861
0.570633711838618	0.636307594132983	0.367523319253551	0.356563056311644	-0.0109602629419068
0.471344825821115	0.536446878915297	0.504167203690353	0.494604464817973	-0.00956273887237902
0.291484590419602	0.335145554159378	0.278041608887947	0.286358267467396	0.00831665857944908
0.349076385844539	0.397828825847596	0.328629981761808	0.331532800199292	0.00290281843748408
0.352169866054658	0.396286332288271	0.423838106044178	0.41511390331143	-0.00872420273274832
0.637857495274072	0.710449592402423	0.306167313362339	0.299337396123099	-0.00682991723924015
0.518247310515415	0.586685512739356	0.408857281480034	0.392997141149143	-0.0158601403308917
0.458480056801202	0.521912808472457	0.344433985112679	0.33994396145605	-0.00449002365662915
0.595715418574304	0.683726615732459	0.466525849208692	0.469229209707328	0.0027033604986364
0.425908958064217	0.487448729514471	0.492623525085882	0.488072745109288	-0.00455077997659481
0.365895239883394	0.416148174684083	0.436113431006194	0.433854238090656	-0.002259192915538
0.523599875767326	0.572706777660184	0.371771529138599	0.34218266614232	-0.0295888629962788
0.592195918894034	0.673654662349676	0.48605633152856	0.494249682223339	0.00819335069477911
0.433339764031122	0.491017073185733	0.295232197681011	0.280221323252541	-0.0150108744284706
0.41790951774112	0.466515813327337	0.528077663948426	0.517999322441505	-0.0100783415069212
0.425658940868453	0.477993082921641	0.32385053316737	0.320076675734475	-0.00377385743289477
0.5183700882234	0.586323628105285	0.443814065198077	0.435040803874965	-0.00877326132311174
0.614880193416137	0.688500680859944	0.431971863847771	0.415952982605514	-0.0160188812422571
0.624781515668878	0.697729507405589	0.328097817182146	0.316475091861396	-0.0116227253207501
0.492453529719684	0.555340495831988	0.544958969249247	0.521178064337075	-0.0237809049121718
0.638426167714997	0.709009515301011	0.464959786668546	0.453825512168624	-0.0111342744999217
0.513830948050231	0.583305164926212	0.544148933071556	0.539542519836366	-0.0046064132351904
0.421179212400409	0.479508252679006	0.234546411804383	0.231462493359707	-0.00308391844467568
0.539746120624576	0.607232242386438	0.503260395367419	0.474543615407572	-0.0287167799598478
0.34639660261548	0.397035945250851	0.387718135533337	0.381458737555458	-0.006259397977879
0.359748207175915	0.41065943998221	0.422808190547482	0.420162903156295	-0.00264528739118702
0.529668199950621	0.591394397372728	0.393083571618718	0.378193779687117	-0.0148897919316003
0.503836443891332	0.57021141430359	0.349344634254206	0.335366077362638	-0.013978556891568
0.445307776366745	0.498165307784843	0.357470915775356	0.34493596395437	-0.0125349518209862
0.50884391058068	0.571553528999582	0.523446213188807	0.493554977925289	-0.0298912352635181
0.67850646384122	0.751737761790743	0.378321932931629	0.349768062751397	-0.0285538701802321
0.334359137556116	0.376265643861623	0.360191090554627	0.35129503585229	-0.00889605470233656
0.472803191465967	0.52896770300102	0.441837458465318	0.430732810332791	-0.0111046481325275
0.50236130566053	0.566385526217778	0.603832337228195	0.592176102612592	-0.0116562346156033
0.460086833679272	0.524688952204033	0.551333522374054	0.5392920794662	-0.0120414429078547
0.391380053180398	0.440262513008287	0.428815700396346	0.422232069336224	-0.00658363106012239
0.342679472505684	0.39082869352933	0.334598880793557	0.338597281035575	0.00399840024201792
0.5275852124373	0.590694828851867	0.417158343587525	0.389770126076293	-0.0273882175112317
0.455251986664696	0.50296761716499	0.285588959479963	0.270643509340171	-0.0149454501397928
0.584060532421462	0.663925002333229	0.355745791257498	0.357656033543932	0.00191024228643444
0.389236929323781	0.437368701974721	0.420850774510451	0.408238401318917	-0.0126123731915338
0.420039594786873	0.480931424641485	0.47948357380304	0.476697402282731	-0.00278617152030919
0.488550608495617	0.549701208394862	0.466594559314174	0.460580676133267	-0.00601388318090684
0.453982331995129	0.5099603592456	0.441314082723752	0.435987849389484	-0.0053262333342684
0.462943053530376	0.518125742252672	0.328487144577526	0.31957019482736	-0.00891694975016649
0.567516528937125	0.646294967180363	0.406199501875677	0.404837219168773	-0.00136228270690464
0.42945382695097	0.489880834978441	0.528035352090369	0.514976117441736	-0.0130592346486332
0.714851037671424	0.797959705359954	0.453218623797789	0.428041980390387	-0.0251766434074021
0.435837006556497	0.487883198354354	0.364510317224136	0.355453265083364	-0.0090570521407719
0.582217382621851	0.658798285401817	0.495971217759493	0.504964154115732	0.00899293635623921
0.468916651913795	0.533618948458744	0.516147330898754	0.496514718160265	-0.0196326127384883
0.52092728559492	0.580938137724	0.410231074621023	0.384300220857621	-0.0259308537634026
