Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpri_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpri_R	Univariate_LR_delta_R2_gpri_R
0.509348634063282	0.508995035772366	0.501592752472326	0.5012689751042	-0.000323777368126388
0.161277939848129	0.161205497321611	0.128795083744666	0.128728511116387	-0.0000665726282793322
0.315069315823578	0.314508746933427	0.171460156214606	0.17139647634059	-0.0000636798740157873
0.181228010384823	0.179969932589496	0.194462916269028	0.193394726396715	-0.00106818987231366
0.0807262044704342	0.0816449619421862	0.0155085973033488	0.015883668384132	0.000375071080783244
0.264527871520785	0.259372195371142	0.335467567228521	0.329463726208319	-0.00600384102020279
0.351783052979205	0.347338302771752	0.392980579391446	0.392797354500889	-0.000183224890556222
0.266439706225198	0.266290956007777	0.307177978213235	0.306918657557449	-0.000259320655786599
0.200535996575834	0.200263574658247	0.129583487887477	0.130263658476152	0.000680170588675005
0.285993986073786	0.295996773733405	0.414382956180605	0.460877238906084	0.0464942827254786
0.389843653990515	0.389158643479595	0.233513714640596	0.233552809488635	0.0000390948480394615
0.28978942822516	0.289295178616638	0.0860889049763043	0.0861991796944101	0.000110274718105818
0.203299055438912	0.202246914630565	0.160772201373582	0.160229314734877	-0.000542886638704471
0.246282500717424	0.24501806637713	0.213465450274872	0.213063904572976	-0.000401545701896128
0.228643762567207	0.22863188218433	0.156573133785999	0.156542682105125	-0.0000304516808747601
0.0951818943085608	0.100674660394403	0.0173173966451589	0.0198429511711539	0.00252555452599493
0.325869211709431	0.325678163892718	0.477480433085215	0.505423766364352	0.0279433332791373
0.329931354673836	0.329202640627671	0.263121542323268	0.262678273603258	-0.000443268720010381
0.357355679266791	0.354808196604209	0.72968425213064	0.727834239119647	-0.0018500130109923
0.0595397877392208	0.0600601945228605	0.0182528021468278	0.0185899805242596	0.000337178377431805
0.258026002031862	0.257947340448834	0.144083455553165	0.144109094913386	0.0000256393602212357
0.287675192226792	0.271552773560952	0.570973876532829	0.580057549291545	0.00908367275871569
0.458449070804559	0.458292043966183	0.548233437375058	0.548069213267337	-0.000164224107720989
0.216714014042273	0.216369195050652	0.159776713300561	0.159749454996466	-0.0000272583040944463
0.543467409014854	0.543387228896909	0.353862621749971	0.353863570858616	0.000000949108644232588
0.532350643706609	0.52791243806243	0.474401068708889	0.471778184737131	-0.00262288397175775
0.0956356568589826	0.0964735281190216	0.0352525975724388	0.0358263897645324	0.000573792192093539
0.410587611235948	0.41147396148775	0.460330754989065	0.46282492214025	0.0024941671511845
0.45643201535401	0.457868235400421	0.347806990861149	0.352209806801065	0.00440281593991559
0.2267030072019	0.224397320095569	0.152422384347048	0.151994831671403	-0.000427552675645093
0.272262424192691	0.27171034335811	0.179146411499781	0.179543582287673	0.000397170787891976
0.169519492866542	0.168873563503671	0.0629110608516909	0.062872675439103	-0.0000383854125879241
0.205512425829247	0.204461524272868	0.0271402170780602	0.0273293723959304	0.000189155317870192
0.411730807170089	0.411478041063225	0.573260957959234	0.573027236678261	-0.00023372128097332
0.742662107165122	0.738278226156332	0.632117567918354	0.628967585703299	-0.0031499822150558
0.253939159458204	0.253747610084838	0.0630191665679134	0.0629965511031526	-0.0000226154647607196
0.205016294734511	0.204938124240935	0.112754797957632	0.112724184668823	-0.0000306132888085037
0.288165709335759	0.287964694819855	0.179372333072955	0.179264792701187	-0.000107540371767939
0.318677493092491	0.318604222018312	0.345777667103719	0.345771055282143	-0.00000661182157624118
0.337823212762906	0.33644843843716	0.194656666488565	0.196030069688723	0.00137340320015797
0.512546259455603	0.535168090986661	0.236034445797476	0.268136851839326	0.0321024060418502
0.465287785152358	0.456012178958218	0.474044921078902	0.466985776149813	-0.00705914492908977
0.179382993457596	0.195516426886602	0.0586173811693954	0.0705452630276719	0.0119278818582765
0.527047809155911	0.52488081078808	0.366630750289874	0.371874229376556	0.00524347908668249
0.257420569318673	0.253036688595465	0.297651367200353	0.293664192319318	-0.00398717488103428
0.288293723783326	0.288356111800483	0.0828206745148953	0.0829458440239186	0.00012516950902329
0.28465415537388	0.284650959319877	0.11248343066316	0.112534949068986	0.0000515184058263868
0.125700427714017	0.125589935865298	0.065873302570368	0.0658338317374698	-0.0000394708328982085
0.292531297135728	0.296340212597767	0.389610179216604	0.411366045809657	0.0217558665930533
0.459422156617499	0.458036590290834	0.43399152296117	0.434131947387455	0.000140424426284869
0.250925461615483	0.249881670349667	0.274639844389712	0.279924702121374	0.00528485773166226
0.218539362889769	0.217421592718849	0.11329977928515	0.113805968030499	0.000506188745348579
0.379183007871704	0.379401607929592	0.45503270320628	0.455542172479284	0.000509469273003826
0.312295425742977	0.313188035523297	0.278578059648626	0.28160655331673	0.0030284936681042
0.187279851952955	0.188227854619583	0.248456006330683	0.253059011930497	0.00460300559981353
0.386742593527444	0.386128060385632	0.559847042504585	0.568915717827545	0.00906867532296018
0.0816354334142884	0.0816720274572312	0.0372522299117817	0.0373033300722704	0.0000511001604886416
0.205162809255206	0.206486919158316	0.127003939374187	0.128949640004946	0.00194570063075974
