Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_meat_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_meat_C	Univariate_LR_delta_R2_meat_C
0.346611941887583	6.62993503256418	0.327096897778404	0.315947644813742	-0.0111492529646617
0.381152505368897	7.5024617850544	0.286580681829867	0.284098857092043	-0.00248182473782338
0.323614687160568	6.29574927056097	0.510469001274694	0.482098007169894	-0.0283709941048005
0.260287346859938	5.04543161203897	0.383223097629137	0.361067916683243	-0.0221551809458946
0.325021407391504	6.40571820308739	0.420742643015811	0.414229265976555	-0.00651337703925642
0.270714845542385	5.16607496002793	0.507631385811764	0.474697452567719	-0.032933933244045
0.387559889191987	7.59767703480428	0.509928292595083	0.491269174299132	-0.0186591182959511
0.439752233897074	8.41363358333089	0.550380465138913	0.611661305729141	0.0612808405902278
0.332876567296358	6.38139137155276	0.420341032080361	0.396611058439693	-0.0237299736406678
0.364209753281066	7.01402467214321	0.421274241119692	0.407245984392581	-0.0140282567271107
0.352215887150166	6.80741711441671	0.371900897314699	0.36345560282834	-0.00844529448635833
0.225214580160331	4.39932936655227	0.414866737383518	0.402874974812874	-0.0119917625706443
0.272604379432384	5.38741090794404	0.477416991896605	0.475182798397674	-0.00223419349893128
0.276574972410576	5.36233195637071	0.195272854786813	0.197660282779138	0.00238742799232416
0.245082236015661	4.74821147164786	0.436563915347436	0.416203811177	-0.020360104170436
0.34476316416241	6.6506534879525	0.448121399251949	0.422922603141301	-0.0251987961106482
0.268649434390359	5.28060751222084	0.436354922476712	0.437234726799571	0.000879804322859334
0.21456652318819	4.1686935133153	0.272647928432225	0.258898021059535	-0.0137499073726905
0.313676257252252	6.15217258004912	0.341182477690012	0.332063427099549	-0.00911905059046303
0.269838651760042	5.15491082058551	0.42548248973519	0.409074351807021	-0.0164081379281692
0.269065623152656	5.13407802039702	0.413590724756734	0.391394119892032	-0.022196604864702
0.242542332215747	4.64906463928945	0.276121663263598	0.258258789386079	-0.0178628738775198
0.296565448879609	5.75125963892243	0.534409420040445	0.519305091952596	-0.0151043280878488
0.20060047366868	3.93989529957989	0.19908134775801	0.194943087935973	-0.00413825982203678
0.355127993632352	7.14551173613084	0.470069460975472	0.50018704327359	0.0301175822981182
0.277516554353988	5.37302792622034	0.231941342796824	0.226777491839504	-0.00516385095731986
0.304713731145907	5.90189056673047	0.323706554932725	0.317517080516125	-0.00618947441659978
0.356820847402027	6.94108597555949	0.363826351192416	0.356266044408075	-0.00756030678434122
0.366287443207546	7.06978378976622	0.528998672397843	0.506468698010746	-0.0225299743870968
0.356203908744226	6.9143920917749	0.334650386736082	0.316853758864015	-0.0177966278720674
0.250985917264538	4.86854557064201	0.321734695341154	0.315750274270712	-0.00598442107044245
0.211370942885258	4.1496779698361	0.381149624842392	0.369789346423665	-0.0113602784187267
0.29715411531723	5.75883179165883	0.385857286318613	0.367538218798356	-0.0183190675202569
0.233864664062394	4.63796013338367	0.356903971711932	0.344650448660475	-0.0122535230514571
0.424489437509876	7.99667702407495	0.52707212297476	0.518584599763642	-0.0084875232111179
0.26144402561016	4.75477006627394	0.342299682565977	0.318891430888923	-0.0234082516770543
0.225546549834605	4.32324716051411	0.365838097183126	0.350063165916442	-0.0157749312666833
0.270191372717532	5.19113950601557	0.423715977373641	0.409884150102606	-0.0138318272710343
0.333471935949272	6.49482399278656	0.43668356812552	0.418932571839006	-0.0177509962865139
0.230893975175272	4.39422507649615	0.211687711871986	0.202555223069641	-0.0091324888023458
0.287105992513998	5.6334994486491	0.31969837229779	0.307706047352757	-0.0119923249450334
0.3344632933424	6.55045289421807	0.356206866047695	0.357716865700532	0.0015099996528371
0.293796132397595	5.64851711780487	0.387004276956883	0.369971862499985	-0.0170324144568984
0.272225533824467	5.26763384943369	0.292389049627028	0.284887754007378	-0.00750129561965007
0.311199388106674	6.23060444026516	0.41277033381506	0.412365324268251	-0.000405009546808777
0.228494003767087	4.38765858938527	0.254830602580231	0.242679592642619	-0.0121510099376121
0.180713864489359	3.44511427478273	0.153555324094065	0.142288979615669	-0.0112663444783958
0.256727136275009	4.79055906245021	0.456974893478361	0.473530839477857	0.0165559459994965
0.289172075595188	5.46122072843299	0.341680098776381	0.313307798903125	-0.028372299873256
0.278912047876229	5.4937767677468	0.614865208526624	0.60698122727364	-0.00788398125298373
0.272306313818514	5.27144604542911	0.472137632511737	0.449707191884449	-0.0224304406272879
0.304884000158471	5.8856920893264	0.398530999243607	0.378106857155791	-0.0204241420878154
0.376186429263681	7.38647761929501	0.599741547926422	0.585415229958722	-0.0143263179676997
0.49205198387678	9.50629285942153	0.53677941802657	0.565919329278609	0.029139911252039
0.331692055721032	6.36965443202357	0.381035313833961	0.360815479182062	-0.0202198346518991
0.285209341452877	5.66593997435856	0.27003292673986	0.275403594272451	0.00537066753259119
0.293266438999808	5.73781311568837	0.39780316674279	0.384442934386677	-0.0133602323561137
0.310949716628553	5.94643417276522	0.462374630905788	0.453923314734965	-0.00845131617082368
0.263368529806414	4.73042095678843	0.404792194801954	0.345719210827642	-0.0590729839743126
0.371372544708753	7.29233952928328	0.489899930581447	0.476757133517994	-0.0131427970634524
0.367481891532084	7.08389362432138	0.351955851899385	0.342456659745418	-0.00949919215396772
0.237481326242865	4.60277437178857	0.350574908842734	0.346640354155674	-0.0039345546870595
0.384051644641945	7.59015300230393	0.347755325858662	0.349640143782071	0.00188481792340917
0.262244158115532	5.10765969504559	0.447887341572572	0.439147802612204	-0.00873953896036822
0.329424906147696	6.42790963997449	0.524055503449045	0.556126097265291	0.0320705938162457
0.314550165468126	6.25227041869268	0.463115692750645	0.472017218984883	0.00890152623423823
0.170308627437058	3.22211874928986	0.202319702802683	0.187364400104568	-0.0149553026981145
0.249329205280092	4.86637091799979	0.403917597366348	0.408105785658995	0.00418818829264744
0.221464156570921	4.13292718887914	0.16312532548432	0.146153822053691	-0.0169715034306285
0.237397219601059	4.70872896949524	0.258211469222609	0.260120874914721	0.00190940569211184
0.252822888747898	4.94071119089644	0.368789023636137	0.357559133091612	-0.0112298905445253
0.247473848662905	4.87984445592253	0.421817038993794	0.411659742553014	-0.0101572964407792
0.380479470443741	7.71013390652221	0.3391973633271	0.352993449688684	0.0137960863615847
0.310712214180842	6.14417896799221	0.354344415609404	0.356123225456446	0.00177880984704248
0.298988015427191	5.8795342526342	0.437976644060775	0.425343182709075	-0.0126334613516998
0.267345390689427	5.28933084659872	0.433198474638576	0.437814409195379	0.00461593455680387
0.350741536185485	6.79536554848533	0.505287945479096	0.490624317120865	-0.0146636283582306
0.278111429007917	5.48286061664312	0.382970644196461	0.371302494517945	-0.0116681496785162
0.262087910305745	5.13119509635258	0.576974486568237	0.55993164360267	-0.0170428429655666
0.304124335413163	5.90430827190785	0.470845210698148	0.454162210164168	-0.0166830005339806
0.26692556817201	5.17120925515737	0.380102217185966	0.378762044887521	-0.00134017229844458
0.401660215394133	7.68125429583937	0.315757146010503	0.285093204866199	-0.0306639411443034
0.32588452605844	6.30055864448541	0.359660377101355	0.346270645397336	-0.0133897317040197
0.196294771657254	3.6856793905734	0.300446294311194	0.276137652723279	-0.0243086415879154
0.249576724773144	4.91697338222574	0.386564223855617	0.383961641043593	-0.0026025828120238
0.322155378539188	6.24082980969941	0.421784003702107	0.398025729567523	-0.0237582741345834
0.272324153152448	5.41678768515889	0.502102956467896	0.495107850957606	-0.00699510551029053
0.252022463170609	4.8452238427771	0.309953696399631	0.301912322194246	-0.00804137420538481
0.32573729859858	6.3095521673909	0.362839078918357	0.352396295642839	-0.010442783275518
0.210480612320872	4.12606286619615	0.455613870733381	0.450487335811531	-0.00512653492184961
0.270643460675934	5.17031734031604	0.478181707981693	0.456539908910753	-0.0216417990709407
0.267348415698836	5.04361560234264	0.173629556510744	0.159343042419653	-0.0142865140910914
0.255279514501242	5.14145017746982	0.363601861659133	0.371507428571566	0.00790556691243338
0.269411190168636	5.0702286604919	0.342087367039257	0.319539820827536	-0.022547546211721
0.295039506004624	5.6866071131943	0.39423920330265	0.385460796200154	-0.008778407102496
0.36530824841802	7.11489919112998	0.552368540710721	0.533163618466061	-0.01920492224466
0.285766371150613	5.65845471215565	0.465120277436344	0.45528767724334	-0.00983260019300447
0.29630158667067	5.45161149605069	0.461432471914873	0.414526863746088	-0.0469056081687855
0.281039256804562	5.48423478633315	0.324370172155565	0.319906252172673	-0.00446391998289192
0.290134066952977	5.64260596135544	0.424344059236217	0.404763567679206	-0.0195804915570109
