Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpast_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpast_R	Univariate_LR_delta_R2_gpast_R
0.509348634063282	0.472093234021357	0.501592752472326	0.487944857647889	-0.0136478948244373
0.161277939848129	0.151613949175667	0.128795083744666	0.130763257439178	0.00196817369451166
0.315069315823578	0.298332379744118	0.171460156214606	0.176676877943358	0.00521672172875215
0.181228010384823	0.167334662979378	0.194462916269028	0.200650884218198	0.00618796794917006
0.0807262044704342	0.0764301555728745	0.0155085973033488	0.0162441778069544	0.000735580503605613
0.264527871520785	0.247688523536971	0.335467567228521	0.324810843277925	-0.0106567239505964
0.351783052979205	0.318894861460114	0.392980579391446	0.387400709750692	-0.00557986964075335
0.266439706225198	0.244335562424404	0.307177978213235	0.300877426012277	-0.0063005522009581
0.200535996575834	0.182797624638079	0.129583487887477	0.12788627808491	-0.0016972098025663
0.285993986073786	0.271477871953063	0.414382956180605	0.428226793100293	0.0138438369196879
0.389843653990515	0.357940368803258	0.233513714640596	0.226568416136508	-0.00694529850408751
0.28978942822516	0.268660560860349	0.0860889049763043	0.087090274778764	0.00100136980245977
0.203299055438912	0.196085671300384	0.160772201373582	0.168541762730611	0.00776956135702975
0.246282500717424	0.229795321272634	0.213465450274872	0.22057162329966	0.00710617302478828
0.228643762567207	0.211855757506726	0.156573133785999	0.158478910830786	0.00190577704478678
0.0951818943085608	0.0830271331301313	0.0173173966451589	0.0149570738954865	-0.00236032274967245
0.325869211709431	0.300757009928368	0.477480433085215	0.483243362503738	0.00576292941852324
0.329931354673836	0.30594832970411	0.263121542323268	0.259147479006895	-0.00397406331637323
0.357355679266791	0.336327366352327	0.72968425213064	0.714822410578722	-0.0148618415519178
0.0595397877392208	0.0536926439222072	0.0182528021468278	0.0183137178546757	0.0000609157078478792
0.258026002031862	0.239656751594893	0.144083455553165	0.144483080570351	0.000399625017186211
0.287675192226792	0.268910679916997	0.570973876532829	0.573178957164859	0.00220508063203018
0.458449070804559	0.419237668183613	0.548233437375058	0.551380146174819	0.00314670879976098
0.216714014042273	0.192785235454822	0.159776713300561	0.151867494676485	-0.00790921862407518
0.543467409014854	0.507944238809077	0.353862621749971	0.35250504256908	-0.0013575791808918
0.532350643706609	0.497402017877851	0.474401068708889	0.495119829357526	0.0207187606486375
0.0956356568589826	0.0884402391101548	0.0352525975724388	0.034779706032456	-0.000472891539982818
0.410587611235948	0.383370494095816	0.460330754989065	0.4645132108503	0.00418245586123417
0.45643201535401	0.423593395086958	0.347806990861149	0.360531701787572	0.012724710926423
0.2267030072019	0.213999347468906	0.152422384347048	0.159790258613248	0.00736787426619964
0.272262424192691	0.257669396916792	0.179146411499781	0.188555186767224	0.00940877526744341
0.169519492866542	0.153614711854074	0.0629110608516909	0.0612275202527267	-0.00168354059896417
0.205512425829247	0.179706973586667	0.0271402170780602	0.0256630219081542	-0.00147719516990603
0.411730807170089	0.383731063263281	0.573260957959234	0.591279863815595	0.0180189058563608
0.742662107165122	0.679823228067389	0.632117567918354	0.646404614921034	0.0142870470026795
0.253939159458204	0.244444761758581	0.0630191665679134	0.0678037658818821	0.00478459931396873
0.205016294734511	0.187108022791737	0.112754797957632	0.111809277929274	-0.000945520028358127
0.288165709335759	0.270941761032081	0.179372333072955	0.181118769018517	0.00174643594556245
0.318677493092491	0.296347277186276	0.345777667103719	0.354573357235617	0.00879569013189824
0.337823212762906	0.309773205432792	0.194656666488565	0.19591061875109	0.00125395226252525
0.512546259455603	0.458220868117021	0.236034445797476	0.226270686102654	-0.00976375969482215
0.465287785152358	0.438065109973115	0.474044921078902	0.487725015750123	0.0136800946712206
0.179382993457596	0.15857860534959	0.0586173811693954	0.0520660633122545	-0.00655131785714082
0.527047809155911	0.467376120909427	0.366630750289874	0.350410559800221	-0.0162201904896527
0.257420569318673	0.242050046281349	0.297651367200353	0.310386596014345	0.0127352288139925
0.288293723783326	0.275060261314497	0.0828206745148953	0.0846110923863156	0.00179041787142033
0.28465415537388	0.259601794280374	0.11248343066316	0.111706109040017	-0.000777321623142924
0.125700427714017	0.114624139585005	0.065873302570368	0.0618890511101891	-0.00398425146017882
0.292531297135728	0.271645147076926	0.389610179216604	0.389847698660844	0.000237519444240331
0.459422156617499	0.421779618137174	0.43399152296117	0.445732500903006	0.011740977941836
0.250925461615483	0.222620538495035	0.274639844389712	0.263880529820003	-0.0107593145697089
0.218539362889769	0.20768634887089	0.11329977928515	0.11646632666576	0.00316654738060917
0.379183007871704	0.345510485268707	0.45503270320628	0.44514173878746	-0.00989096441882059
0.312295425742977	0.288338170665083	0.278578059648626	0.282402447861322	0.00382438821269604
0.187279851952955	0.175868227372055	0.248456006330683	0.25577826510141	0.00732225877072673
0.386742593527444	0.356687981149569	0.559847042504585	0.568231292843174	0.00838425033858925
0.0816354334142884	0.0735642840743861	0.0372522299117817	0.0340905993586733	-0.0031616305531084
0.205162809255206	0.186584727734113	0.127003939374187	0.127769628580301	0.000765689206114833
0.534877697540481	0.505003110964377	0.475234948018741	0.468197737969709	-0.00703721004903135
0.524443344329959	0.492199288700493	0.315890628503158	0.335856275727046	0.0199656472238878
0.182624165442694	0.167128167012608	0.293236689272095	0.293023607859065	-0.000213081413030225
0.46536389790376	0.429956841751168	0.704730259953136	0.693718801779229	-0.0110114581739066
0.21080898835795	0.201451979918953	0.117591289382853	0.124958135380098	0.00736684599724546
0.351155648161095	0.33035640233544	0.286401072327671	0.299920713490203	0.0135196411625327
0.327571675694138	0.302940542493192	0.533307636713373	0.535405930602388	0.00209829388901528
0.233200568765292	0.212493211331465	0.133963699615823	0.128091114942509	-0.00587258467331384
0.482422767048615	0.455486618322458	0.534947914747182	0.564737141856084	0.029789227108902
0.116453351562414	0.10742526939974	0.0207045032528459	0.0207846382483794	0.0000801349955334429
0.315935447005173	0.286834610688284	0.169484117342249	0.166790860650666	-0.0026932566915831
0.512148254079097	0.477691683572252	0.117654359147752	0.119778979146683	0.00212461999893084
0.38496430993838	0.376175600368958	0.158953400262828	0.181445847115934	0.0224924468531058
0.0745262257121674	0.0707158370947331	0.0336399952140643	0.0356163330032839	0.00197633778921967
0.208847155635344	0.193563005464933	0.450123714677371	0.455331050220721	0.00520733554335062
0.091711883034598	0.0887499295691287	0.0182531492605099	0.0199049172183995	0.00165176795788952
0.266412811878833	0.243075548721948	0.148019450137879	0.147520364961023	-0.000499085176856068
0.150080250375363	0.142431638392333	0.0932652839737941	0.0961376829879091	0.00287239901411503
0.797757940743428	0.720771769317419	0.585990322100777	0.564261773385556	-0.0217285487152211
0.179726118098721	0.166249456995077	0.162659229382207	0.161777520633276	-0.000881708748931315
0.139250232655665	0.128246860173701	0.129568073407926	0.128078431779695	-0.00148964162823051
0.349366857097869	0.327975677370564	0.43853509312949	0.425366748717183	-0.0131683444123069
0.548151276506386	0.507445797403311	0.308077163963569	0.3045989413223	-0.0034782226412689
0.205476477101373	0.198615957088218	0.0815720134127531	0.0891601255977517	0.00758811218499857
0.284496549234635	0.259144087915833	0.144164848573463	0.139693322628612	-0.00447152594485059
0.444600130039371	0.422718470903062	0.105055517649688	0.113983154729853	0.00892763708016482
0.297562065011571	0.289111403908996	0.270657402677992	0.296038084361087	0.0253806816830954
0.185649911898132	0.175178056180141	0.227488978116421	0.235199402922623	0.00771042480620274
0.0695383293671997	0.077318541743396	0.0108048581581946	0.0155262594646053	0.00472140130641069
0.272103874215064	0.25349512596098	0.245951519491312	0.24042466118084	-0.00552685831047195
0.179020812311324	0.173269153233324	0.0687441199386095	0.0735116484877782	0.00476752854916866
0.292483304093323	0.280334460112029	0.310364118465681	0.323720982258389	0.0133568637927077
0.0723397597188497	0.0673869850366647	0.023930926219807	0.0240194823026241	0.0000885560828171213
0.452441005660505	0.402766989537104	0.11312837263029	0.109243144205749	-0.00388522842454148
0.200560304435114	0.190141267234697	0.208301946091325	0.216701984618333	0.00840003852700824
0.256869819384707	0.225001006709523	0.11461938815483	0.107329337931119	-0.00729005022371008
0.207897321498185	0.189872161854684	0.13102481403694	0.131683026437762	0.000658212400822089
0.33624397018646	0.318963471732208	0.401306824480411	0.404782661893194	0.00347583741278373
0.589060614184412	0.540798883818178	0.448338841216864	0.442699671547826	-0.00563916966903782
0.146729605269791	0.128278506106285	0.0438009509916143	0.0383361849596319	-0.00546476603198238
0.291677921082665	0.252653511180316	0.217103056643822	0.196302050360714	-0.0208010062831079
0.257026795131185	0.249299066509205	0.155204793592837	0.167511056381092	0.0123062627882555
