Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_livestock_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_livestock_C	Univariate_LR_delta_R2_livestock_C
0.148802698870237	424.154752106889	0.375621711038683	0.234755461317181	-0.140866249721502
0.143593909798947	314.929190177403	0.423430126884949	0.153869705228051	-0.269560421656898
0.154800868816597	548.942468954803	0.324502146643717	0.278767156819192	-0.0457349898245252
0.149199647682995	337.98534773116	0.383218465199329	0.136045173931955	-0.247173291267374
0.136401569212955	401.195365514179	0.357528677260502	0.193853661550196	-0.163675015710307
0.142400007698675	292.257358823474	0.344323554655852	0.112602669881178	-0.231720884774673
0.154520460036645	355.350761310731	0.294610580905592	0.131386408335106	-0.163224172570486
0.118731900775531	281.370581752685	0.414342897458967	0.134899381380319	-0.279443516078648
0.171958137613562	447.163693783554	0.371847331958319	0.210294187323786	-0.161553144634533
0.140972515347768	409.308933515496	0.457758620280468	0.29775395605313	-0.160004664227339
0.12185448603428	355.681010649106	0.291249638497486	0.142644826961043	-0.148604811536443
0.184557091518595	510.537899408465	0.445021377801348	0.298326052306408	-0.14669532549494
0.16877559817113	404.415045860717	0.370699803511284	0.150855221598326	-0.219844581912958
0.131673008498407	340.947490186009	0.339601313457181	0.210191599136389	-0.129409714320793
0.135460344707399	343.78684332668	0.412083100925598	0.22816011005476	-0.183922990870838
0.132149073526607	367.604516339152	0.38087269821506	0.199105619920571	-0.181767078294488
0.121375750059948	342.644781574487	0.347885769836382	0.165490861701097	-0.182394908135285
0.122330426886167	266.183065246201	0.463307192456798	0.181190462777694	-0.282116729679105
0.130064054004673	397.552399081475	0.376337778374672	0.230979209176899	-0.145358569197774
0.09308818862467	202.241209624255	0.237200277279606	0.0914276022623946	-0.145772675017212
0.153007680066116	405.136087049723	0.445278754607008	0.208900789469947	-0.236377965137061
0.137255168769387	309.10656365752	0.451957800165176	0.169543255861888	-0.282414544303287
0.142107573305221	322.389494684012	0.330098858733147	0.159006822175813	-0.171092036557334
0.0885026493210563	208.519210770703	0.248689705308718	0.101123963786474	-0.147565741522244
0.123036771798049	298.046462195924	0.358596889626511	0.156621853448482	-0.201975036178029
0.115355544743026	396.528955011885	0.408643860461073	0.231059145509667	-0.177584714951406
0.164462831673758	428.543996143299	0.478858295513728	0.236678482836638	-0.24217981267709
0.131006808855112	376.082483621141	0.30696036153858	0.163358891076611	-0.143601470461969
0.164311306989961	362.743991747492	0.389823065970057	0.161685113902734	-0.228137952067322
0.127834190818011	274.761750920748	0.304547092367896	0.106934322858396	-0.1976127695095
0.108430688072253	253.073283107332	0.253158436728872	0.0966408956564628	-0.156517541072409
0.13988862906077	446.161495356463	0.403362324437484	0.239660871238594	-0.16370145319889
0.151550607383748	354.343895146672	0.43513748031046	0.17322762394162	-0.26190985636884
0.127887786146586	307.659792920981	0.365664042768995	0.146136187799993	-0.219527854969001
0.129556232439301	272.224716532033	0.408863725656468	0.130572104626088	-0.27829162103038
0.135787786153781	339.308011812098	0.476262426393731	0.205239509972851	-0.27102291642088
0.141820530936264	372.271509528025	0.564354810288391	0.256712405308118	-0.307642404980273
0.129826352811582	297.097663446593	0.410976040771729	0.155851792865551	-0.255124247906177
0.133190825962429	306.613101291189	0.414287609168802	0.1816416140678	-0.232645995101002
0.104568926252857	241.279870673263	0.276699563178689	0.101113562464167	-0.175586000714522
0.194696156329604	412.039523962793	0.347063920800137	0.14929925162788	-0.197764669172257
0.125229697681299	325.997585206143	0.317099396634416	0.156104197849526	-0.160995198784891
0.107007905889504	256.227658107428	0.337319216577526	0.144742775715124	-0.192576440862402
0.109303281449091	402.756097600309	0.333448693729977	0.244846848559825	-0.0886018451701523
0.0880102993557107	254.057997754693	0.222006382735384	0.117441990131835	-0.104564392603549
0.0992900906364064	224.280734218233	0.326451403628761	0.103677344279704	-0.222774059349057
0.16167411389264	386.884861749152	0.3885753279518	0.154178305235903	-0.234397022715897
0.170000141858478	456.702109731624	0.362226908234635	0.202783937433743	-0.159442970800892
0.11082735887724	277.500485320194	0.275202527851895	0.116980636333056	-0.158221891518839
0.11593014382985	272.913190171154	0.364043047201788	0.132552357802736	-0.231490689399052
0.167150258214366	416.290178034195	0.448748873696486	0.226425702442525	-0.222323171253962
0.13314775025399	342.636417298112	0.392777647222991	0.20339727739541	-0.189380369827581
0.167672792905717	552.396975910508	0.404509972434094	0.315646082103196	-0.0888638903308978
0.129699280221307	442.563610499402	0.344560824373908	0.258760630629004	-0.0858001937449044
0.176916223653909	377.354292282986	0.516521901741567	0.188631890967473	-0.327890010774094
0.145201160571887	364.636557774976	0.420418982535756	0.173881850418407	-0.246537132117349
0.114635862297846	378.874249005826	0.431523045166993	0.25794703679239	-0.173576008374603
0.117143793815877	359.483265190712	0.396585005870972	0.213358952888128	-0.183226052982845
0.0870625063374534	247.028190392109	0.257718271886878	0.111054510512638	-0.14666376137424
0.135108104602073	357.940471780879	0.378987912988676	0.199817686918585	-0.179170226070092
0.146639359363019	324.201734946124	0.436648256075214	0.170997228057575	-0.265651028017639
0.130476185523928	288.835707388613	0.370767940333651	0.178580769117963	-0.192187171215688
0.116306417155587	286.188779930951	0.343461800556391	0.151140712552119	-0.192321088004272
0.183945690487554	528.299227981321	0.496368538805253	0.283354317204646	-0.213014221600608
0.164721949805859	413.907528920865	0.423955448388715	0.192497980690143	-0.231457467698571
0.119600213666797	288.243259404844	0.43133546117367	0.153733081697737	-0.277602379475933
0.151833001313039	391.617285958305	0.340274846088486	0.187505919898248	-0.152768926190238
0.136403500858624	473.084817337375	0.348641642649928	0.238347615797839	-0.110294026852089
0.124327349024726	309.330137931688	0.336166688423441	0.1463875598387	-0.189779128584741
0.133658570275105	300.091698562078	0.338975152182006	0.141305408027446	-0.19766974415456
0.123487921406983	311.668469543907	0.3215678137205	0.15387266782365	-0.16769514589685
0.121252384667388	373.909848596696	0.325263058382188	0.179307703867394	-0.145955354514794
0.107972413309189	217.934175081415	0.30923539760129	0.102034685389084	-0.207200712212206
0.181471733620032	392.142750785628	0.475122128049267	0.174696093496579	-0.300426034552688
0.128669935216084	363.423864822745	0.339655162518084	0.201351300031988	-0.138303862486096
0.125621871072381	319.436112430709	0.39653923494137	0.182070910010489	-0.214468324930881
0.152346285315827	341.850585133617	0.426006367053557	0.199103194059287	-0.22690317299427
0.13337577904612	372.09324397119	0.525314504310223	0.253115395185136	-0.272199109125087
0.110921681684574	299.68802928744	0.320539986614553	0.169146059168992	-0.151393927445561
0.121858424335987	374.090080977794	0.373159555344266	0.208984615565144	-0.164174939779122
0.138685400897895	258.145304979202	0.392712456250276	0.101109105347059	-0.291603350903216
0.132024449623663	257.21868976484	0.325445237787266	0.119357006466391	-0.206088231320876
0.113625817065911	243.790854969675	0.332670855908199	0.11671561587416	-0.215955240034039
0.125687827460263	362.20497001662	0.410342341499858	0.20177350697907	-0.208568834520788
0.138462875882502	390.912518561107	0.437437292537476	0.255388041108949	-0.182049251428527
0.131226355430483	345.43414705178	0.379820608259846	0.180901546889669	-0.198919061370177
0.137800698400502	298.263317910714	0.4375015323781	0.15748537908671	-0.28001615329139
0.155535394705359	455.275046605614	0.49296307481235	0.300162266973462	-0.192800807838888
0.152237761572859	388.296209649406	0.491360179691364	0.248053447407729	-0.243306732283635
0.116582560003466	367.409983614914	0.417031646838128	0.227552360218979	-0.18947928661915
0.127958896704205	259.311447955852	0.359036306361122	0.116522546657733	-0.242513759703389
0.113936709889543	292.088553220415	0.433361389374577	0.188805151366155	-0.244556238008421
0.135476171534611	395.845590403337	0.379699593699088	0.210781623602379	-0.168917970096709
0.128712336465155	358.873911840628	0.452730997369627	0.198332875651268	-0.254398121718359
0.13243545005763	317.880034920172	0.333471373346278	0.182190777580474	-0.151280595765804
0.127159206067	294.278747522532	0.393265342773198	0.16325330505307	-0.230012037720128
0.146437519152071	445.74782473323	0.323240179001803	0.204082405522968	-0.119157773478835
0.138927646530654	301.240963384656	0.341457867577443	0.110953273093593	-0.23050459448385
0.138023904922354	419.905751023176	0.403113427741999	0.188857128566635	-0.214256299175365
0.142793317506704	367.797219275246	0.434057314961103	0.253163389604223	-0.18089392535688
