Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_duck_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_duck_R	Univariate_LR_delta_R2_duck_R
0.501156897729927	-0.000438232038107459	0.504747196006315	0.0124776352254017	-0.492269560780913
0.157329486545172	0.000120903733809573	0.116260839895008	0.00925861701032831	-0.10700222288468
0.315069315823578	-0.0000438809791933656	0.171460156214606	0.000146922194006042	-0.1713132340206
0.176009721470819	0.000189508636970782	0.184103749778326	0.023338210493703	-0.160765539284623
0.0800901575744007	-0.000225313891378498	0.0152654247136953	0.0201181786065093	0.00485275389281402
0.153037678473847	-0.00000631991705991935	0.184209767323393	0.0000582436529629588	-0.18415152367043
0.348914525027822	-0.0000965179494545564	0.392957858872661	0.00362502329929518	-0.389332835573366
0.248288835254325	-0.0000472370912920916	0.333869705760653	0.000556619653007657	-0.333313086107646
0.19930190752817	-0.0000717181200410626	0.127859540886459	0.000985278681906358	-0.126874262204552
0.283136239915263	-0.0000333602912032519	0.40132378456889	0.000284271975254748	-0.401039512593635
0.366063245609966	-0.000112987831522206	0.624217085192176	0.0042041666637812	-0.620012918528394
0.283589697448926	0.0000655804034162306	0.0843422273393643	0.000466884104195818	-0.0838753432351685
0.197488491887541	-0.0000192494315397176	0.15622999876948	0.000122869583192963	-0.156107129186287
0.246282500717424	-0.000076593266684424	0.213465450274872	0.00220813473443422	-0.211257315540438
0.228716114162637	0.0000497683091358551	0.155626882627737	0.000541551204260514	-0.155085331423477
0.0324646383289867	0.0000302494590654316	0.00220636834254407	0.000299745029982421	-0.00190662331256165
0.325541255326029	-0.00024877730286908	0.474919952073835	0.0119165047278797	-0.463003447345955
0.277331174129655	0.000950422513431617	0.852010937819747	0.32263191588972	-0.529379021930028
0.356080614262532	0.0000430220984801975	0.727852385070605	0.000587309317366774	-0.727265075753239
0.0653347861954178	0.000014759706243785	0.0269593270883041	0.0000700223696084677	-0.0268893047186956
0.313723228291105	-0.000397122870605533	0.35139349138896	0.0342802947213803	-0.31711319666758
0.287675192226792	0.000141272804501961	0.570973876532829	0.00914958328563877	-0.56182429324719
0.418748142387677	-0.00000014721223567368	0.488703486572187	0.00000000265603250474571	-0.488703483916154
0.149069041944543	-0.000266801815853952	0.277835978466671	0.0462777118447303	-0.231558266621941
0.536852653545413	-0.000565426555657099	0.349855699420234	0.0138848826063087	-0.335970816813925
0.532350643706609	-0.0000102073942949514	0.474401068708889	0.0000138425822091864	-0.474387226126679
0.0956356568589826	-0.000140732957422809	0.0352525975724388	0.00940616104150967	-0.0258464365309291
0.410587611235948	0.000443254791737705	0.460330754989065	0.0452310989924211	-0.415099655996644
0.446156184659295	0.00107607160111613	0.34217999252413	0.240778485930069	-0.101401506594061
0.2267030072019	0.00049484755265684	0.152422384347048	0.0581700866672845	-0.0942522976797635
0.272262424192691	-0.000205309679437845	0.179146411499781	0.00860562179770928	-0.170540789702072
0.168888646160384	-0.00043360202523523	0.0628750269085144	0.0214411893971541	-0.0414338375113602
0.191626736941344	-0.000431419358536887	0.0242792859295745	0.0223596764659132	-0.00191960946366139
0.404511499921814	-0.000079049727313945	0.566175758342531	0.00159366171608844	-0.564582096626442
0.337089331473337	0.000361668569647685	0.415938471639318	0.0242938156822836	-0.391644655957035
0.248189765645797	-0.000499465956820236	0.062298427622718	0.0296919025903035	-0.0326065250324146
0.201982433296538	0.000272366133108709	0.109490908685783	0.00642284645550344	-0.10306806223028
0.282053076602077	-0.000175772530520605	0.176066336490886	0.00674610055300814	-0.169320235937878
0.317044286984878	-0.000156849881779754	0.345866831311503	0.00536857414187721	-0.340498257169626
0.336418772213593	-0.000313636445590873	0.196174789629491	0.0103438137798926	-0.185830975849599
0.536749690487128	-0.0000309722329288977	0.270010600016909	0.000167461817477231	-0.269843138199431
0.469148680096951	-0.000215075318398478	0.46863194840891	0.00956123291081441	-0.459070715498096
0.199673015927008	-0.000129463186467429	0.0727957228104563	0.00282118838419048	-0.0699745344262658
0.45269000833374	0.000143178018264088	0.50627520657511	0.008999966408618	-0.497275240166492
0.25668429020201	0.0000111056159110786	0.294356865424027	0.0000698224093036406	-0.294287043014724
0.239299485538319	-0.000264197699369975	0.0557004284968266	0.0105160715060077	-0.0451843569908189
0.32024838092107	-0.000224652132045989	0.144555096255654	0.0152471376823281	-0.129307958573326
0.151711054736116	-0.000019193121736438	0.388756589191325	0.000470369848454656	-0.388286219342871
0.289894739849803	0.000207600971293967	0.365660757140382	0.00647556999262467	-0.359185187147758
0.459422156617499	-0.000226781664604516	0.43399152296117	0.0099075413178258	-0.424083981643344
0.25398426522095	0.0000951512135679805	0.275236048861812	0.00257048333037736	-0.272665565531435
0.217070144825144	0.0000407997824381896	0.127122819733635	0.000530827169626813	-0.126591992564009
0.393190424082084	0.000136671566995867	0.509900576968159	0.00686994059396822	-0.503030636374191
0.312295425742977	0.000204025472586183	0.278578059648626	0.0103565461772963	-0.26822151347133
0.187279851952955	0.0000901339397198019	0.248456006330683	0.0040615035735645	-0.244394502757119
0.39512317490518	-0.0000849438967657234	0.577863387611918	0.00221930199911845	-0.5756440856128
0.0907067875950869	0.000148579114808508	0.0897594896038555	0.0471495783567807	-0.0426099112470748
0.211100538302174	-0.000150930754155547	0.146825052776406	0.00308243166454028	-0.143742621111866
0.645948213885682	-0.0000178969605560682	0.442122539090486	0.0000344215984710468	-0.442088117492015
0.517279179948932	0.00104428691179619	0.312614170483699	0.445646424784677	0.133032254300978
0.180254203551049	-0.000250930539706004	0.293413522336033	0.0515659667129393	-0.241847555623094
0.374992835257135	-0.000134492457418132	0.532989227438533	0.00693107643165664	-0.526058151006876
0.242759004360408	-0.000139941412661494	0.0983783130091108	0.0069213183465286	-0.0914569946625822
0.352529762843326	0.00106444510547835	0.275594616482134	0.173758909607118	-0.101835706875017
0.327571675694138	0.000436710524461535	0.533307636713373	0.0702899719528722	-0.463017664760501
0.240116446327108	0.000099608616435595	0.142519458963008	0.00301968404339869	-0.139499774919609
0.479126460671394	-0.000515035461943855	0.532662798194769	0.0251579346585801	-0.507504863536189
0.116870887619808	-0.000339813075335045	0.0213445850728735	0.0163454111287681	-0.00499917394410538
0.315935447005173	0.0000173755357855902	0.169484117342249	0.0000549479155028723	-0.169429169426746
0.569746757243045	-0.0000234043269200335	0.179280395013883	0.000015989992128769	-0.179264405021754
0.38496430993838	0.000389454594695792	0.158953400262828	0.0111484907925907	-0.147804909470238
0.072312679759086	-0.0000651171669477267	0.032993487906395	0.00455532646473374	-0.0284381614416612
0.207227589900439	0.000201893936035378	0.448332808836377	0.0257669928731761	-0.422565815963201
0.084933958640276	-0.0000151056405541349	0.0153560934388594	0.0000505685956698784	-0.0153055248431895
0.263223992607344	-0.000179341142341262	0.141935884615107	0.00861866688179557	-0.133317217733312
0.150080250375363	-0.000105070402053178	0.0932652839737941	0.00223748450565507	-0.091027799468139
0.385245052610054	0.000288937796462116	0.431562221660442	0.277967746772138	-0.153594474888303
0.198104373632002	-0.000296251596059798	0.2140909948096	0.0156636236057453	-0.198427371203855
0.153328851625575	0.000178750572190758	0.299656912758819	0.0270285436272202	-0.272628369131598
0.245558321761633	0.000193822877826383	0.348022656055397	0.0228594260601154	-0.325163229995282
0.548151276506386	0.000228599990047122	0.308077163963569	0.00306218084866478	-0.305014983114905
0.20018067381511	-0.000191741705608507	0.0811364207478476	0.00745677423761518	-0.0736796465102324
0.37020286204947	-0.000285335339851802	0.167372694874008	0.00585964989568196	-0.161513044978326
0.442382555279091	0.00102826318618828	0.106032430244307	0.0492677566636558	-0.0567646735806513
0.297562065011571	0.000324219103981734	0.270657402677992	0.0300910888467128	-0.240566313831279
0.199590168620423	0.000149301013755112	0.24769721728419	0.0201955131142382	-0.227501704169952
0.0695383293671997	0.000460305451511875	0.0108048581581946	0.12606980984929	0.115264951691095
0.167952021589926	0.000281557962026618	0.27542570407309	0.144078176345349	-0.131347527727741
0.177203867932131	0.000163249607099848	0.0684062064075424	0.0036790717626652	-0.0647271346448772
0.284343574728804	-0.000176324005359336	0.307332893724278	0.0174340905281736	-0.289898803196104
0.0997630006699381	-0.000152995209575412	0.173958778188008	0.0476528368672246	-0.126305941320783
0.448806504702208	-0.000865808083848546	0.112613959438182	0.0258023010748108	-0.0868116583633714
0.200560304435114	0.000842913650390913	0.208301946091325	0.375036211704112	0.166734265612788
0.277388647588602	-0.000266822893968476	0.274366212899549	0.0125487837372182	-0.261817429162331
0.215145180789631	-0.000129097955998738	0.138575436126546	0.00569068087667594	-0.13288475524987
0.328280497059318	-0.000293331139988414	0.392824859980711	0.020439364642546	-0.372385495338165
0.573496963700285	-0.00037426759081564	0.437339848344692	0.0209735850906889	-0.416366263254004
0.174266410191397	0.00000418570107481248	0.523758990196217	0.0000416031318100852	-0.523717387064406
0.26414680362819	0.000223588737489569	0.248261712081124	0.0147030638738868	-0.233558648207237
0.258458481890797	-0.0000114696101386781	0.158920308264421	0.0000575498821159569	-0.158862758382305
