Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_C	Univariate_LR_delta_R2_Shrubs_C
0.222819522244156	0.140740168327673	0.225790609005007	0.0718902567728136	-0.153900352232194
0.30323869358435	0.279302131370985	0.251825580364646	0.155427745927682	-0.0963978344369638
0.205667273279815	0.197981568321098	0.348586858615999	0.237823437282356	-0.110763421333643
0.198107318385253	0.186962481194953	0.343317142018877	0.225848053870561	-0.117469088148316
0.266017256220056	0.231715824109236	0.373164257482372	0.207298357061796	-0.165865900420575
0.223004802734047	0.220184431499287	0.452085105192932	0.31257148008691	-0.139513625106021
0.325693178625149	0.302988594173275	0.469895501528423	0.251457444063163	-0.21843805746526
0.312788566151232	0.294520410626116	0.400137607691373	0.246855974416554	-0.153281633274819
0.263360018296483	0.263831100601926	0.388001255005143	0.278388646474283	-0.10961260853086
0.253337589858094	0.146055381487788	0.305782178200249	0.0748482616641685	-0.23093391653608
0.276411448712494	0.232621397985583	0.300161468778702	0.158224756469521	-0.141936712309181
0.163793104152798	0.143879696331067	0.340544575615153	0.197346927416191	-0.143197648198962
0.21068708672015	0.170491356424939	0.382997249662793	0.194648511793627	-0.188348737869166
0.205096837255184	0.166919206588748	0.161117493075028	0.0761166608385954	-0.0850008322364329
0.201199870827006	0.196242671514646	0.394514784874963	0.258689398804565	-0.135825386070399
0.260538936296584	0.254372020802092	0.353927097924863	0.26168558943701	-0.092241508487853
0.190867574689895	0.144056852794071	0.333128451153511	0.14946718898776	-0.18366126216575
0.180410147012328	0.158068096582607	0.219906921992264	0.13962443776707	-0.0802824842251936
0.255426355962294	0.206759882535534	0.298627472054518	0.149264512034833	-0.149362960019685
0.197287392065138	0.172941926808358	0.225581198976633	0.138401226980252	-0.0871799719963818
0.201639024924044	0.173597999172304	0.338053924833599	0.19670839191552	-0.141345532918079
0.180680129653145	0.149924081498432	0.222518713436317	0.124552295320872	-0.0979664181154454
0.246080598351616	0.21618174358068	0.472562044388236	0.248744847859029	-0.223817196529207
0.200178833629194	0.164821343872637	0.235506045078312	0.128918466679688	-0.106587578398624
0.269880938946026	0.223119680838163	0.383265300094942	0.201235390735091	-0.182029909359851
0.180139242829934	0.132519042372178	0.171586484100425	0.0766536764023055	-0.0949328076981191
0.243953345727508	0.169043867466591	0.291358036734729	0.106184209407011	-0.185173827327718
0.247983374684704	0.176676924786302	0.271182892971096	0.109114407194863	-0.162068485776234
0.25902912312164	0.198663070323073	0.385862743673191	0.168801512347047	-0.217061231326144
0.258190676386045	0.238904698996587	0.303776104195299	0.206534400365147	-0.0972417038301518
0.209824007476643	0.183988268895712	0.279499323142856	0.156889596078687	-0.12260972706417
0.211241343695487	0.22623083266337	0.383919859059414	0.302088014540024	-0.0818318445193899
0.244995465934506	0.156593525524163	0.342221800463975	0.100351744591397	-0.241870055872578
0.212406899088952	0.187714878056825	0.324653368016391	0.190875884317572	-0.133777483698819
0.296152762230786	0.255450699802737	0.412730472893574	0.22406834571411	-0.188662127179464
0.206031280547657	0.168290064155951	0.286827253460397	0.159940939483522	-0.126886313976875
0.192919142990522	0.174331008630112	0.340349651115775	0.20683849309833	-0.133511158017445
0.217268529894743	0.183150772372435	0.368799706554374	0.191635611763854	-0.17716409479052
0.268961936374793	0.203144641428743	0.364476340200711	0.148935653302081	-0.21554068689863
0.202543594000953	0.166409108593861	0.236151733613559	0.125667652183487	-0.110484081430072
0.232028090770477	0.194544456944099	0.24092683226158	0.126712448653223	-0.114214383608357
0.256829553013413	0.230911387081965	0.279460861486918	0.169784472591228	-0.10967638889569
0.211465873314549	0.154918340012455	0.307188606072213	0.11688462702746	-0.190303979044753
0.193986060572579	0.136122684420577	0.233934824560764	0.0972248550647887	-0.136709969495975
0.217372388602555	0.169045934052504	0.315237320301329	0.152280029037432	-0.162957291263897
