Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gcrop_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gcrop_C	Univariate_LR_delta_R2_gcrop_C
0.500384782454601	0.681551377342734	0.529724608852601	0.538063155225	0.00833854637239928
0.598734101977677	0.805218131504389	0.310465847319546	0.320086634756147	0.00962078743660139
0.397733803848193	0.536411201283526	0.362807603232674	0.361193211207265	-0.0016143920254087
0.379702274638744	0.507366206214349	0.39258871916929	0.385972077972925	-0.00661664119636474
0.475676014185618	0.649455308864309	0.475778044516905	0.492153437521377	0.0163753930044714
0.481567273429568	0.662194111953123	0.362777139823593	0.370938190506668	0.00816105068307538
0.426731519872568	0.58561364505797	0.456431413562904	0.473316808583953	0.0168853950210491
0.402994589428909	0.526805100265483	0.375760211549618	0.359353154847728	-0.0164070567018897
0.556105674539595	0.737550654125861	0.543590561639994	0.535017420534302	-0.00857314110569252
0.485652799017552	0.640291363087423	0.532394677901439	0.513846905888951	-0.018547772012488
0.389239481185579	0.530961667393784	0.420633095893462	0.426099045197366	0.00546594930390437
0.406869850896763	0.539780417044735	0.523663905674913	0.519835132414986	-0.00382877325992703
0.724099687231873	0.970249180524208	0.439337421967761	0.448627592280441	0.00929017031268053
0.69184430446921	0.946347154845849	0.441242287796801	0.452785690404397	0.0115434026075961
0.406754153301763	0.549218721330157	0.338779133681712	0.340501947770149	0.00172281408843711
0.622013404250828	0.819210826335539	0.386967759624676	0.362841435861624	-0.0241263237630515
0.4644906836007	0.630995283249991	0.616330709938815	0.634013351139339	0.0176826412005243
0.474161031452312	0.640430776539019	0.365748978641581	0.377438965893049	0.0116899872514686
0.484134689476405	0.647926257297622	0.404365580607366	0.41288688625434	0.00852130564697368
0.406192443450864	0.549729260315118	0.410402333426672	0.410599365817356	0.000197032390683416
0.431673433897665	0.581801805367589	0.481153094265713	0.490494869342911	0.00934177507719869
0.435906408808703	0.605592247994471	0.578256834263428	0.57994015737858	0.00168332311515207
0.482186160281811	0.643360145335241	0.463957806884237	0.478918503732791	0.0149606968485537
0.35047244626973	0.478664220287885	0.450195550687902	0.467990956150983	0.0177954054630809
0.456026497921207	0.637657080945287	0.411078775608758	0.429016181001057	0.017937405392299
0.498496156873473	0.701720431523932	0.368703749461164	0.39572246916498	0.0270187197038157
0.429520856533532	0.578818617521213	0.469670388365547	0.465824525019345	-0.00384586334620124
0.549097979092012	0.758974372874042	0.458935834449754	0.476755252108661	0.017819417658907
0.393824641263865	0.523542240869936	0.336190937411826	0.320803676915371	-0.0153872604964556
0.363273053838869	0.473553239595139	0.432840580789488	0.410961218760373	-0.0218793620291152
0.40823964259397	0.541553954575616	0.421260825303892	0.417869635403771	-0.00339118990012183
0.362557138031507	0.480514254700639	0.39535641686789	0.384812189983935	-0.0105442268839543
0.350429342803703	0.465087995928284	0.408250401668753	0.411945869395644	0.00369546772689067
0.38654895135973	0.524733675865197	0.468821021312595	0.473802346350265	0.00498132503767057
0.350262757682986	0.456656483418549	0.426564492835173	0.413612292023976	-0.0129522008111976
0.384003525015585	0.51661431238659	0.460603493204345	0.476682842341447	0.0160793491371014
0.782976204893794	1.02390284943879	0.517983684916841	0.534052511104083	0.0160688261872416
0.429921587824571	0.575210022085169	0.42763785839022	0.440782189630905	0.0131443312406845
0.601550419709332	0.807856579133252	0.271673010477295	0.264030001239505	-0.00764300923779071
0.437938487407643	0.57894271852467	0.350973545675491	0.349943166732797	-0.00103037894269453
0.463057526076243	0.626438245327476	0.49810171486629	0.511068877856241	0.0129671629899514
0.570633711838618	0.763058567556317	0.367523319253551	0.370653219263461	0.00312990000991015
0.471344825821115	0.635030523288602	0.504167203690353	0.511925531036856	0.0077583273465035
0.291484590419602	0.386417687177404	0.278041608887947	0.272982255906853	-0.00505935298109444
0.349076385844539	0.45479970303385	0.328629981761808	0.323511567805874	-0.00511841395593321
0.352169866054658	0.469672968558289	0.423838106044178	0.432206845336737	0.00836873929255894
0.637857495274072	0.841948979379357	0.306167313362339	0.308302835889706	0.00213552252736698
0.518247310515415	0.711155175477721	0.408857281480034	0.431918899607254	0.0230616181272198
0.458480056801202	0.638738265375735	0.344433985112679	0.351061256220296	0.00662727110761663
0.595715418574304	0.784551542785498	0.466525849208692	0.471641956879034	0.00511610767034171
0.425908958064217	0.576679969739091	0.492623525085882	0.500517241932922	0.00789371684703999
0.365895239883394	0.489949869392765	0.436113431006194	0.440272709759626	0.00415927875343181
0.523599875767326	0.716138007699298	0.371771529138599	0.385448709450042	0.0136771803114432
0.592195918894034	0.81570745877203	0.48605633152856	0.534032631905611	0.0479763003770508
0.433339764031122	0.58414343349464	0.295232197681011	0.297743892249368	0.00251169456835698
0.41790951774112	0.563370051413108	0.528077663948426	0.517779403130901	-0.0102982608175253
0.425658940868453	0.579823008677096	0.32385053316737	0.317630317430444	-0.00622021573692572
0.5183700882234	0.693083410309208	0.443814065198077	0.447241594808676	0.00342752961059922
0.614880193416137	0.812526579100182	0.431971863847771	0.432213778898868	0.000241915051097275
0.624781515668878	0.790603949631632	0.328097817182146	0.297233428172577	-0.0308643890095687
0.492453529719684	0.650501313397122	0.544958969249247	0.553208862577045	0.00824989332779857
0.638426167714997	0.851312904787121	0.464959786668546	0.438925244358536	-0.0260345423100091
0.513830948050231	0.687142382269365	0.544148933071556	0.555280151577993	0.0111312185064365
0.421179212400409	0.568323371101345	0.234546411804383	0.229522093215876	-0.00502431858850694
