Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_R	Univariate_LR_delta_R2_gflsu_R
0.500384782454601	0.50037249960484	0.529724608852601	0.529720272748251	-0.00000433610435035536
0.598734101977677	0.598723531288614	0.310465847319546	0.310465507508677	-0.00000033981086877688
0.397733803848193	0.39772496202072	0.362807603232674	0.362808105271706	0.000000502039032568291
0.379702274638744	0.37969242762256	0.39258871916929	0.392584551563394	-0.00000416760589605492
0.475676014185618	0.475671915021868	0.475778044516905	0.475787646667365	0.00000960215045986423
0.481567273429568	0.481559430093267	0.362777139823593	0.362784072817098	0.00000693299350507104
0.426731519872568	0.426725060259378	0.456431413562904	0.456441393449026	0.00000997988612183587
0.402994589428909	0.402993555507453	0.375760211549618	0.375771629243154	0.0000114176935361865
0.556105674539595	0.556090634612033	0.543590561639994	0.543587565232439	-0.00000299640755518915
0.485652799017552	0.485643800331898	0.532394677901439	0.532403248363203	0.00000857046176416798
0.389239481185579	0.389236659770026	0.420633095893462	0.420639287428244	0.0000061915347819852
0.406869850896763	0.406864220635493	0.523663905674913	0.523670623326395	0.00000671765148130277
0.724099687231873	0.724088785200445	0.439337421967761	0.439337881485618	0.000000459517857209768
0.69184430446921	0.691828489859365	0.441242287796801	0.441244707092886	0.00000241929608513214
0.406754153301763	0.406752989029128	0.338779133681712	0.338794111089167	0.0000149774074552078
0.622013404250828	0.622004880280447	0.386967759624676	0.386976230717046	0.00000847109237017696
0.4644906836007	0.464484373279308	0.616330709938815	0.616331595899009	0.000000885960194207946
0.474161031452312	0.474150616151225	0.365748978641581	0.365754795014939	0.00000581637335811402
0.484134689476405	0.484126061806822	0.404365580607366	0.404368256350103	0.00000267574273721261
0.406192443450864	0.406186591419188	0.410402333426672	0.410406213826876	0.00000388040020421476
0.431673433897665	0.43166689002667	0.481153094265713	0.48115496091275	0.00000186664703760719
0.435906408808703	0.435898308966695	0.578256834263428	0.578260361298477	0.00000352703504968854
