Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_C	Univariate_LR_delta_R2_her_veg_C
0.500384782454601	0.528087983721325	0.529724608852601	0.105593203814372	-0.424131405038229
0.598734101977677	0.47226452282265	0.310465847319546	0.0313314661939976	-0.279134381125548
0.397733803848193	0.540435744024616	0.362807603232674	0.128631286687244	-0.23417631654543
0.379702274638744	0.586481123799946	0.39258871916929	0.153748970296688	-0.238839748872601
0.475676014185618	0.581425340687991	0.475778044516905	0.114623142998098	-0.361154901518808
0.481567273429568	0.345644078052069	0.362777139823593	0.0386261195131672	-0.324151020310425
0.426731519872568	0.69530599049945	0.456431413562904	0.208455110082766	-0.247976303480138
0.402994589428909	0.691890261153228	0.375760211549618	0.171927887978999	-0.203832323570619
0.556105674539595	0.717991968143357	0.543590561639994	0.151024867962344	-0.39256569367765
0.485652799017552	0.647730960694439	0.532394677901439	0.174187204123568	-0.358207473777871
0.389239481185579	0.461950899494108	0.420633095893462	0.0861983910895778	-0.334434704803884
0.406869850896763	0.595068742018065	0.523663905674913	0.176557056816782	-0.347106848858131
0.724099687231873	0.722619712215471	0.439337421967761	0.0659275731071284	-0.373409848860632
0.69184430446921	0.703712172483409	0.441242287796801	0.0745722669223498	-0.366670020874452
0.406754153301763	0.482414389068367	0.338779133681712	0.0900257748658395	-0.248753358815872
0.622013404250828	0.526965400833974	0.386967759624676	0.0415918804907256	-0.34537587913395
0.4644906836007	0.757439467112118	0.616330709938815	0.16270358931451	-0.453627120624305
0.474161031452312	0.620292902635387	0.365748978641581	0.103752046408008	-0.261996932233573
0.484134689476405	0.610352521518233	0.404365580607366	0.0917142606149178	-0.312651319992448
0.406192443450864	0.509970082739428	0.410402333426672	0.142221209322786	-0.268181124103887
0.431673433897665	0.764018085020968	0.481153094265713	0.236302266413815	-0.244850827851898
0.435906408808703	0.58258414329505	0.578256834263428	0.16359139944487	-0.414665434818557
0.482186160281811	0.62213025173478	0.463957806884237	0.116248620125545	-0.347709186758692
0.35047244626973	0.548287608536515	0.450195550687902	0.162860766732227	-0.287334783955675
0.456026497921207	0.543401428580968	0.411078775608758	0.113135003555821	-0.297943772052937
0.498496156873473	0.711484467294974	0.368703749461164	0.141164052515115	-0.227539696946049
0.429520856533532	0.676051993612854	0.469670388365547	0.204277010297157	-0.265393378068389
0.549097979092012	0.748513344606917	0.458935834449754	0.141888321055284	-0.317047513394471
0.393824641263865	0.59273421839531	0.336190937411826	0.128140993452125	-0.208049943959701
0.363273053838869	0.547873529097034	0.432840580789488	0.213851031595713	-0.218989549193776
0.40823964259397	0.607221280461891	0.421260825303892	0.136865725937233	-0.284395099366659
0.362557138031507	0.545238023998026	0.39535641686789	0.182009693360278	-0.213346723507611
0.350429342803703	0.505743162915607	0.408250401668753	0.146725690095109	-0.261524711573643
0.38654895135973	0.649397761207586	0.468821021312595	0.216647924971603	-0.252173096340992
0.350262757682986	0.497127349993102	0.426564492835173	0.163688602359689	-0.262875890475484
0.384003525015585	0.618312231016538	0.460603493204345	0.187421888375991	-0.273181604828354
0.782976204893794	0.958202209855483	0.517983684916841	0.113397862647097	-0.404585822269744
0.429921587824571	0.468029435419097	0.42763785839022	0.0989609279710734	-0.328676930419147
0.601550419709332	0.525209531133151	0.271673010477295	0.0417381708713296	-0.229934839605966
0.437938487407643	0.711240108333759	0.350973545675491	0.143172372266109	-0.207801173409382
0.463057526076243	0.624543521987954	0.49810171486629	0.167234096589455	-0.330867618276835
0.570633711838618	0.632651765303512	0.367523319253551	0.0917450505851656	-0.275778268668386
0.471344825821115	0.610465751894141	0.504167203690353	0.135759343502504	-0.368407860187849
0.291484590419602	0.469163250180139	0.278041608887947	0.124301547586343	-0.153740061301604
0.349076385844539	0.53325285715426	0.328629981761808	0.14185476811474	-0.186775213647067
0.352169866054658	0.45053696828829	0.423838106044178	0.127497014720499	-0.296341091323679
0.637857495274072	0.582619349273663	0.306167313362339	0.0460073365051343	-0.260159976857205
0.518247310515415	0.650357902760047	0.408857281480034	0.080044383382423	-0.328812898097611
0.458480056801202	0.597497824687804	0.344433985112679	0.0986734468075868	-0.245760538305092
0.595715418574304	0.841236261094819	0.466525849208692	0.140661305951897	-0.325864543256794
0.425908958064217	0.705281633346107	0.492623525085882	0.206057328438011	-0.286566196647871
0.365895239883394	0.511007197948739	0.436113431006194	0.154707308866852	-0.281406122139342
0.523599875767326	0.582036939574312	0.371771529138599	0.074622843666901	-0.297148685471698
