Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_C	Univariate_LR_delta_R2_her_veg_C
0.509348634063282	0.347718431744464	0.501592752472326	0.00905149276917154	-0.492541259703155
0.161277939848129	0.0183037356393362	0.128795083744666	0.00018030951074724	-0.128614774233919
0.315069315823578	-0.0708597840035181	0.171460156214606	0.00024698625328752	-0.171213169961319
0.181228010384823	-0.0451889966762634	0.194462916269028	0.000997785452808887	-0.193465130816219
0.0807262044704342	-0.369729245166434	0.0155085973033488	0.0256265457206812	0.0101179484173324
0.264527871520785	0.352966841166547	0.335467567228521	0.0452940837629955	-0.290173483465526
0.351783052979205	-0.0778136294087974	0.392980579391446	0.00117123510379479	-0.391809344287651
0.266439706225198	0.326806367330879	0.307177978213235	0.0173767189814766	-0.289801259231759
0.200535996575834	-0.154340163239146	0.129583487887477	0.00355615138013354	-0.126027336507343
0.285993986073786	0.776710336012837	0.414382956180605	0.212623058293828	-0.201759897886777
0.389843653990515	0.44649334686872	0.233513714640596	0.00916864351656495	-0.224345071124031
0.28978942822516	-0.00176252280514	0.0860889049763043	1.69801850853325e-07	-0.0860887351744534
0.203299055438912	-0.0109313443192028	0.160772201373582	3.55098193265029e-05	-0.160736691554255
0.246282500717424	0.100030864787077	0.213465450274872	0.00186578001440642	-0.211599670260466
0.228643762567207	0.116113326936483	0.156573133785999	0.00432248168971452	-0.152250652096285
0.0951818943085608	-0.136702421866704	0.0173173966451589	0.00271689677489809	-0.0146004998702609
0.325869211709431	0.868673960000385	0.477480433085215	0.176978168261681	-0.300502264823534
0.329931354673836	0.775305876585211	0.263121542323268	0.0783042855042663	-0.184817256819002
0.357355679266791	0.0353450595540417	0.72968425213064	0.000296619899443823	-0.729387632231196
0.0595397877392208	0.00603307256726889	0.0182528021468278	1.18581671551997e-05	-0.0182409439796726
0.258026002031862	0.00989549079888127	0.144083455553165	1.23192980703982e-05	-0.144071136255095
0.287675192226792	0.684122774270987	0.570973876532829	0.179007397266172	-0.391966479266657
0.458449070804559	0.895917735948968	0.548233437375058	0.0550798540871526	-0.493153583287906
0.216714014042273	0.545563453582759	0.159776713300561	0.0470953928899463	-0.112681320410614
0.543467409014854	0.709513382770829	0.353862621749971	0.0197001299064255	-0.334162491843546
0.532350643706609	-0.561758821242833	0.474401068708889	0.0180724872781315	-0.456328581430757
0.0956356568589826	-0.201261389575438	0.0352525975724388	0.0114938451965722	-0.0237587523758666
0.410587611235948	0.775827988171909	0.460330754989065	0.084421295154398	-0.375909459834668
0.45643201535401	0.98533995106388	0.347806990861149	0.116984635813391	-0.230822355047758
0.2267030072019	0.13623664685917	0.152422384347048	0.00325149119580186	-0.149170893151246
0.272262424192691	0.151889236312236	0.179146411499781	0.00482757269827804	-0.174318838801503
0.169519492866542	0.0316428878796328	0.0629110608516909	0.00010482556386143	-0.0628062352878294
0.205512425829247	-0.589272063148127	0.0271402170780602	0.0237676377782767	-0.00337257929978349
0.411730807170089	0.199643513189954	0.573260957959234	0.00698657080513511	-0.566274387154099
0.742662107165122	2.66591078463187	0.632117567918354	0.477933533642446	-0.154184034275909
0.253939159458204	-0.40091368212819	0.0630191665679134	0.0135333732447376	-0.0494857933231758
0.205016294734511	0.0543835266239916	0.112754797957632	0.000488991045618482	-0.112265806912013
0.288165709335759	-0.0814608257974824	0.179372333072955	0.00131040350167734	-0.178061929571277
0.318677493092491	0.755319417723892	0.345777667103719	0.058618682366177	-0.287158984737542
0.337823212762906	-0.0146157976922691	0.194656666488565	2.10513425506565e-05	-0.194635615146014
0.512546259455603	0.480602479252482	0.236034445797476	0.0217909793236614	-0.214243466473815
0.465287785152358	0.00758400492786967	0.474044921078902	9.0103097930709e-06	-0.474035910769109
0.179382993457596	-0.145266194329273	0.0586173811693954	0.00335412102588715	-0.0552632601435082
0.527047809155911	0.891054219339697	0.366630750289874	0.0911586023121106	-0.275472147977763
0.257420569318673	0.160360070984744	0.297651367200353	0.00943809883490755	-0.288213268365445
0.288293723783326	0.127872972967719	0.0828206745148953	0.00173246223438886	-0.0810882122805064
