Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_R	Univariate_LR_delta_R2_Shrubs_R
0.500384782454601	0.273952822462786	0.529724608852601	0.291011308298691	-0.23871330055391
0.598734101977677	0.392614361426335	0.310465847319546	0.201638662535821	-0.108827184783725
0.397733803848193	0.336885640580732	0.362807603232674	0.310678850275651	-0.0521287529570227
0.379702274638744	0.327415360171665	0.39258871916929	0.357404148242208	-0.0351845709270817
0.475676014185618	0.368598228769892	0.475778044516905	0.400514276905002	-0.0752637676119034
0.481567273429568	0.374846473715635	0.362777139823593	0.313945669320004	-0.0488314705035885
0.426731519872568	0.281064134622417	0.456431413562904	0.311827748425926	-0.144603665136978
0.402994589428909	0.306056947075167	0.375760211549618	0.275280818676957	-0.100479392872661
0.556105674539595	0.445390664078347	0.543590561639994	0.420518729196207	-0.123071832443787
0.485652799017552	0.352377979745265	0.532394677901439	0.375809541912233	-0.156585135989206
0.389239481185579	0.337778818438173	0.420633095893462	0.364929097336543	-0.0557039985569187
0.406869850896763	0.29613918357591	0.523663905674913	0.368914479904568	-0.154749425770345
0.724099687231873	0.527570463659587	0.439337421967761	0.316847496338932	-0.122489925628828
0.69184430446921	0.555511104356497	0.441242287796801	0.337582472784265	-0.103659815012536
0.406754153301763	0.341940135191339	0.338779133681712	0.287366134611525	-0.0514129990701871
0.622013404250828	0.542363775127246	0.386967759624676	0.334453750318202	-0.0525140093064737
0.4644906836007	0.356900961166457	0.616330709938815	0.456504510159268	-0.159826199779546
0.474161031452312	0.378987352150713	0.365748978641581	0.293943569844928	-0.0718054087966528
0.484134689476405	0.333843864353834	0.404365580607366	0.294195887719071	-0.110169692888295
0.406192443450864	0.315980728356327	0.410402333426672	0.313342941430719	-0.0970593919959536
0.431673433897665	0.383923555496038	0.481153094265713	0.465750367811434	-0.0154027264542786
0.435906408808703	0.37152150508232	0.578256834263428	0.504535424792697	-0.0737214094707309
0.482186160281811	0.354679728947263	0.463957806884237	0.340467123817823	-0.123490683066414
0.35047244626973	0.288200018137947	0.450195550687902	0.364853064762501	-0.0853424859254007
0.456026497921207	0.38730227273573	0.411078775608758	0.367163363683322	-0.0439154119254356
0.498496156873473	0.334010081038686	0.368703749461164	0.239745784841662	-0.128957964619503
0.429520856533532	0.326029303862114	0.469670388365547	0.369692811979569	-0.0999775763859775
0.549097979092012	0.443162639414407	0.458935834449754	0.364110531530993	-0.0948253029187615
0.393824641263865	0.309865183311914	0.336190937411826	0.260407494660331	-0.075783442751495
0.363273053838869	0.324774080494071	0.432840580789488	0.386100483514839	-0.0467400972746492
0.40823964259397	0.309671423060262	0.421260825303892	0.313073063522695	-0.108187761781197
0.362557138031507	0.219589222403386	0.39535641686789	0.236939357247419	-0.158417059620471
0.350429342803703	0.231841209766462	0.408250401668753	0.2635236848591	-0.144726716809653
0.38654895135973	0.304313155304784	0.468821021312595	0.378938352920819	-0.0898826683917763
0.350262757682986	0.173202669643646	0.426564492835173	0.208486080044086	-0.218078412791087
0.384003525015585	0.293025449830131	0.460603493204345	0.356706082201948	-0.103897411002397
0.782976204893794	0.576376966593056	0.517983684916841	0.379965829605933	-0.138017855310908
0.429921587824571	0.327922470384289	0.42763785839022	0.354065232525024	-0.0735726258651963
0.601550419709332	0.439919660714228	0.271673010477295	0.190885788783823	-0.0807872216934722
0.437938487407643	0.367344364878672	0.350973545675491	0.29752909166757	-0.0534444540079216
0.463057526076243	0.396450934972879	0.49810171486629	0.412623715963358	-0.0854779989029322
0.570633711838618	0.439153748296735	0.367523319253551	0.283629994271427	-0.0838933249821241
0.471344825821115	0.320661925029826	0.504167203690353	0.328244686507843	-0.17592251718251
0.291484590419602	0.249618736517785	0.278041608887947	0.268594563980246	-0.0094470449077016
0.349076385844539	0.214965647982315	0.328629981761808	0.19373105628595	-0.134898925475857
0.352169866054658	0.25307362118677	0.423838106044178	0.281553347480641	-0.142284758563538
0.637857495274072	0.453501732858333	0.306167313362339	0.233950173225253	-0.0722171401370859
0.518247310515415	0.371998762960643	0.408857281480034	0.315152274540932	-0.0937050069391024
0.458480056801202	0.355872006957425	0.344433985112679	0.269292061428352	-0.0751419236843269
0.595715418574304	0.4467697176327	0.466525849208692	0.358797448114242	-0.10772840109445
0.425908958064217	0.348962310084381	0.492623525085882	0.405792122605536	-0.086831402480346
0.365895239883394	0.258253275166718	0.436113431006194	0.313967721850272	-0.122145709155922
0.523599875767326	0.439504273482733	0.371771529138599	0.41954948212382	0.0477779529852211
0.592195918894034	0.389126679098619	0.48605633152856	0.311504356644299	-0.174551974884262
0.433339764031122	0.318153196045118	0.295232197681011	0.24648301512001	-0.0487491825610008
0.41790951774112	0.354923156071478	0.528077663948426	0.441637199015373	-0.0864404649330532
0.425658940868453	0.352478131301965	0.32385053316737	0.276001641120024	-0.0478488920473463
0.5183700882234	0.323823289026558	0.443814065198077	0.268960881754708	-0.174853183443369
0.614880193416137	0.464184937107939	0.431971863847771	0.323372359718938	-0.108599504128833
0.624781515668878	0.473678461440424	0.328097817182146	0.236759638372522	-0.091338178809624
0.492453529719684	0.32222742414479	0.544958969249247	0.348851458645089	-0.196107510604158
0.638426167714997	0.479339798254533	0.464959786668546	0.366467324214993	-0.0984924624535528
0.513830948050231	0.404955056935014	0.544148933071556	0.429781187567353	-0.114367745504203
0.421179212400409	0.275549388822838	0.234546411804383	0.138888492244033	-0.0956579195603495
0.539746120624576	0.386381334995234	0.503260395367419	0.351021837039335	-0.152238558328084
0.34639660261548	0.267415354025857	0.387718135533337	0.278479072038458	-0.109239063494879
0.359748207175915	0.275438738149926	0.422808190547482	0.316734907697992	-0.10607328284949
0.529668199950621	0.391457943173623	0.393083571618718	0.279010825915155	-0.114072745703562
0.503836443891332	0.358947972252	0.349344634254206	0.251608334401927	-0.0977362998522791
0.445307776366745	0.367611459165383	0.357470915775356	0.293396816531877	-0.0640740992434796
0.50884391058068	0.413732509982123	0.523446213188807	0.418732271050053	-0.104713942138754
0.67850646384122	0.538972873493976	0.378321932931629	0.366361530965766	-0.0119604019658633
0.334359137556116	0.294164453909922	0.360191090554627	0.310845600167577	-0.0493454903870506
0.472803191465967	0.370336818133037	0.441837458465318	0.345255911447009	-0.0965815470183097
0.50236130566053	0.403488672159187	0.603832337228195	0.465943929568246	-0.137888407659949
0.460086833679272	0.333942302745911	0.551333522374054	0.410690150863564	-0.14064337151049
0.391380053180398	0.233786395537215	0.428815700396346	0.230213437570326	-0.19860226282602
0.342679472505684	0.310032630981592	0.334598880793557	0.315286214800878	-0.0193126659926789
0.5275852124373	0.464660107413705	0.417158343587525	0.370598984551943	-0.0465593590355812
0.455251986664696	0.32465456828483	0.285588959479963	0.196026554332011	-0.0895624051479521
0.584060532421462	0.491798492332075	0.355745791257498	0.306112632815891	-0.0496331584416071
0.389236929323781	0.326223179304319	0.420850774510451	0.359945664781439	-0.0609051097290118
0.420039594786873	0.28046617155781	0.47948357380304	0.298749131378315	-0.180734442424725
0.488550608495617	0.401146994217236	0.466594559314174	0.399163297224671	-0.067431262089503
0.453982331995129	0.371119486366655	0.441314082723752	0.362836485255799	-0.078477597467953
0.462943053530376	0.388217220871623	0.328487144577526	0.283252325454432	-0.045234819123094
0.567516528937125	0.47962374894072	0.406199501875677	0.374045628582926	-0.0321538732927511
0.42945382695097	0.323043303597034	0.528035352090369	0.392208263608291	-0.135827088482078
0.714851037671424	0.555335716416654	0.453218623797789	0.353166557200129	-0.10005206659766
0.435837006556497	0.32376139881002	0.364510317224136	0.265367751406689	-0.0991425658174468
0.582217382621851	0.361189580741576	0.495971217759493	0.29429158953775	-0.201679628221744
0.468916651913795	0.364912747660724	0.516147330898754	0.399623933973644	-0.116523396925109
0.52092728559492	0.398774685631611	0.410231074621023	0.336508426658959	-0.0737226479620644
0.583621869673265	0.423133536532233	0.406204166113235	0.287739786765967	-0.118464379347269
0.426030950138804	0.308069836802333	0.361963134362904	0.252889570485264	-0.10907356387764
0.54210649647442	0.490178108738003	0.526602714433551	0.495143965774402	-0.0314587486591485
0.541082605889998	0.40305749272645	0.494019073613403	0.35714951938017	-0.136869554233233
0.596424577729177	0.441423701739678	0.430618977366973	0.306342895525562	-0.124276081841412
0.369138984006783	0.309010482412847	0.462742872421341	0.379819108507656	-0.0829237639136841
0.361349041988196	0.263939835987361	0.433871380690419	0.309810445464228	-0.124060935226191
