Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_C	Univariate_LR_delta_R2_Flyway_Apod_C
0.500384782454601	0.508582640677032	0.529724608852601	0.516144718311384	-0.013579890541217
0.598734101977677	0.593507487820705	0.310465847319546	0.292365431179205	-0.0181004161403407
0.397733803848193	0.397109603341451	0.362807603232674	0.3442303938525	-0.0185772093801735
0.379702274638744	0.382566895288481	0.39258871916929	0.378069725557778	-0.0145189936115121
0.475676014185618	0.482232834887471	0.475778044516905	0.462811375653154	-0.0129666688637511
0.481567273429568	0.482432844688641	0.362777139823593	0.33796175374673	-0.0248153860768621
0.426731519872568	0.42828700132059	0.456431413562904	0.427695802063368	-0.0287356114995358
0.402994589428909	0.418961584694157	0.375760211549618	0.381246810994233	0.00548659944461549
0.556105674539595	0.566393047847963	0.543590561639994	0.54432140699796	0.000730845357965526
0.485652799017552	0.493950495606892	0.532394677901439	0.524607019431447	-0.00778765846999174
0.389239481185579	0.388625696583375	0.420633095893462	0.410905896958648	-0.00972719893481416
0.406869850896763	0.418818697892463	0.523663905674913	0.516172955421954	-0.00749095025295954
0.724099687231873	0.736779512919984	0.439337421967761	0.429043700627464	-0.010293721340297
0.69184430446921	0.698026347387071	0.441242287796801	0.429621292122104	-0.0116209956746978
0.406754153301763	0.415429510163548	0.338779133681712	0.338868925164043	8.97914823307921e-05
0.622013404250828	0.637234236504295	0.386967759624676	0.391932333042796	0.00496457341812018
0.4644906836007	0.484384906172695	0.616330709938815	0.590686597123552	-0.0256441128152628
0.474161031452312	0.474411725820226	0.365748978641581	0.346157742599683	-0.0195912360418982
0.484134689476405	0.485329262311009	0.404365580607366	0.386095321722524	-0.0182702588848418
0.406192443450864	0.414247901229831	0.410402333426672	0.407205130537642	-0.00319720288902986
0.431673433897665	0.439318927422033	0.481153094265713	0.463476378748142	-0.0176767155175703
0.435906408808703	0.446270490665073	0.578256834263428	0.569372466447189	-0.00888436781623847
0.482186160281811	0.491246677215807	0.463957806884237	0.451612769772138	-0.0123450371120985
0.35047244626973	0.352486678631872	0.450195550687902	0.438622864052269	-0.0115726866356328
0.456026497921207	0.459627649829288	0.411078775608758	0.399236929033771	-0.0118418465749873
0.498496156873473	0.496342467333536	0.368703749461164	0.349985084211249	-0.0187186652499153
0.429520856533532	0.431989279342198	0.469670388365547	0.450227777726834	-0.0194426106387126
0.549097979092012	0.555375910733992	0.458935834449754	0.457273257215544	-0.00166257723421054
0.393824641263865	0.393537995255036	0.336190937411826	0.331499524873034	-0.00469141253879202
0.363273053838869	0.366456765130409	0.432840580789488	0.415249066710078	-0.0175915140794102
0.40823964259397	0.410672560112067	0.421260825303892	0.415186482892951	-0.00607434241094174
0.362557138031507	0.366899310752732	0.39535641686789	0.39064532868015	-0.00471108818773958
0.350429342803703	0.364547119050777	0.408250401668753	0.406717815441013	-0.00153258622773972
0.38654895135973	0.391791836383513	0.468821021312595	0.456668581982539	-0.0121524393300558
0.350262757682986	0.352749806877573	0.426564492835173	0.414518887504793	-0.0120456053303797
0.384003525015585	0.389935629170145	0.460603493204345	0.448009155730655	-0.01259433747369
0.782976204893794	0.794764058365592	0.517983684916841	0.471981224901773	-0.0460024600150681
0.429921587824571	0.437204835269407	0.42763785839022	0.407547271631682	-0.0200905867585388
0.601550419709332	0.615897251327313	0.271673010477295	0.273738768358221	0.00206575788092567
0.437938487407643	0.449860214105204	0.350973545675491	0.349708427248339	-0.00126511842715171
0.463057526076243	0.466263446590529	0.49810171486629	0.483984369347002	-0.0141173455192879
0.570633711838618	0.591343911518862	0.367523319253551	0.372342663949284	0.00481934469573309
