mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
154.008662466309	65.7407360376742	1.69010380194237	4024.77192113355	3559.06479730628	1.33506962955011	0.6133989852752	0.596269805132057	0.416126299254937
116.571813673694	55.5946682910411	1.08757990856212	3283.78087688548	2895.982234796	1.38168504941607	0.652277050389526	0.617163369608076	0.441305840755729
134.75224992982	62.168519207556	1.50280836332482	3308.59012923615	3688.28905254599	1.76871276655797	0.627529208046294	0.628846267563457	0.448867729098038
130.925441126315	68.9638710338263	1.44454807893051	3531.42328705435	4072.47606985525	1.38377614646729	0.606083690022343	0.599016293345356	0.454047423314495
132.800534441095	61.6181087564441	1.10574142626453	3572.10994738836	3653.83428554872	1.08383496709578	0.632877951944114	0.635233388023134	0.454669055551355
140.365642854832	70.6375597152499	1.77170115906992	3488.15677396035	4154.14048761285	1.20286637950304	0.639979348499369	0.655890108731095	0.469220526510912
138.510220729778	53.2167212058164	3.06392198643288	2776.03142679485	3133.8268470472	1.14672575862772	0.600737758007589	0.593034382147998	0.417915761903497
141.663219115114	66.528572448774	1.58178353047428	3604.83309796559	3888.70631787359	1.2475284836484	0.610978371257449	0.609134126750192	0.429809681088059
158.738977008867	58.8812394105719	2.37256146285812	3092.69183075802	3411.83395218634	1.19799895510254	0.626857606823446	0.644978343820393	0.468117521082343
137.408716337295	67.5222247968575	1.37502578375829	4053.14622879526	3992.31504223998	1.18763346803488	0.591742730218248	0.553608080012942	0.388405157105252
163.35264415799	61.8232234093095	1.37030201748151	4096.8891434876	3502.03141620779	1.22175119145275	0.640599919676932	0.636359606789043	0.44786602904254
164.591070695764	74.7243225826736	2.77895663572551	3797.87178195329	4525.45249046963	1.37641724910702	0.609459927475372	0.623571342857732	0.438491554843719
124.118926985735	73.8190049472599	0.892969366999953	3734.41795354967	3987.09251955761	1.22761845164925	0.575078880745965	0.582375215926792	0.432332015392737
123.274776943775	56.8182622766785	1.33246857471826	3050.6989375306	3318.22374376331	1.34626610489521	0.637782901926786	0.547420162589134	0.390884730931764
180.254724884823	72.7837009978041	1.47317036997469	4336.09548968645	4557.46872172383	1.30571129059266	0.604280300487951	0.625617162826783	0.448222999444432
130.810555904257	61.5946855561061	1.37012061964044	3211.3862319294	3271.27112711206	1.24828860587423	0.624810061353149	0.650252168589828	0.462360430580991
133.63709202001	72.0380820779825	1.0720515722144	3948.33790887726	4280.57480366277	1.45609088816782	0.63764414673646	0.641583902336675	0.473445371434385
139.917027608063	66.0693433016247	1.84117166658311	3434.29023599331	3631.21674026456	1.27208429859096	0.636785427745659	0.642607403717829	0.452941969775177
149.372667155055	69.1044097075493	1.15239600718011	4360.72825415493	3976.36596545303	1.17804394954805	0.590105450808731	0.556232679547462	0.399720954515858
162.846400940249	67.1527708748611	1.96682213345081	3966.57610143098	3880.30111992822	1.3255027635306	0.665452956402813	0.657558311565875	0.459591677301261
134.958632788866	65.7179339602644	1.26463775500893	3290.98117475792	3719.24377962887	1.41002909524402	0.617571112122524	0.6283276519406	0.468881549827317
130.514857441414	68.6771485416926	1.0534073005168	3821.40856879957	4113.59437390949	1.385461821821	0.619130577594811	0.636791295016521	0.447387688549052
133.766583759858	62.9597226671781	1.6415242822406	2977.49928446721	3850.69467766624	1.25248110422121	0.609528867085464	0.612709425675659	0.423654640937672
152.468251745876	69.7546960054337	1.55752510479464	4246.12711349689	3848.00518864893	1.18183665725216	0.602405826636199	0.612943967035189	0.451344542572745
157.32732966172	64.4093677233635	1.50870861026043	3777.39295985691	3783.12662314203	1.11012290952432	0.624963261850378	0.637293114149083	0.450719179837962
150.843145911817	55.9415112510973	2.14588168066046	3214.66972386311	2984.37086675743	1.56516972981523	0.659700939779793	0.620337001525542	0.439272444570423
140.369374378618	65.888284374788	1.39773048393045	3821.12216613801	3510.12469144218	1.20429526038384	0.624842511959263	0.630020834411223	0.435713728203408
110.876614387781	55.3327910128986	1.24844529063902	3023.14522575856	2975.63775103161	1.32669357433657	0.620162512258412	0.620566129727235	0.437162820223048
122.326705114575	62.3408230598951	0.960484173389635	3323.64703738328	3532.52054530736	1.33248922833309	0.648076870718311	0.655661753005696	0.467322656413805
