Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_popcount_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_popcount_C	Univariate_LR_delta_R2_popcount_C
0.501440255364829	17232.6356884015	0.536260814059169	0.16168692051562	-0.374573893543549
0.608963056053445	23978.1815397386	0.313304769996292	0.127385543084404	-0.185919226911888
0.399659416913668	14564.33525348	0.368999657131079	0.115990431687665	-0.253009225443414
0.348537703605178	12145.6007587428	0.347832605938028	0.12752030816696	-0.220312297771068
0.479628375364755	17144.0159388101	0.467566072793139	0.172516736042684	-0.295049336750455
0.469099487300989	16829.538400487	0.336558788986999	0.144339978406692	-0.192218810580307
0.335136360271572	12508.0396701794	0.403371748369464	0.164578828786007	-0.238792919583457
0.401079518049107	12329.9610693224	0.386693792529712	0.102278045878112	-0.2844157466516
0.543245715821007	21634.2336167028	0.520564350021818	0.182905575286105	-0.337658774735713
0.5103161140962	20497.5403561815	0.564167022650557	0.197065945381917	-0.367101077268639
0.384414941929163	15809.6737804107	0.425111322261476	0.190996243467662	-0.234115078793814
0.433281514837207	17815.9819746028	0.530880036464085	0.231951072986251	-0.298928963477834
0.7224109384193	23914.7891161137	0.436375844509399	0.124512839495089	-0.31186300501431
0.692797375132313	22964.4740639859	0.42410047410217	0.102040109136595	-0.322060364965574
0.406562168996288	14846.5455152858	0.343202294032134	0.103076945383997	-0.240125348648138
0.651488721707921	26615.319301409	0.402596653988787	0.186960370503467	-0.21563628348532
0.464627640975047	22712.5272734518	0.619146711697472	0.355040547216554	-0.264106164480918
0.487703353963209	20853.6248389001	0.383945326561799	0.158949198762071	-0.224996127799728
0.496763794123287	12978.2463600463	0.415778116835679	0.100588009948539	-0.31519010688714
0.408479856519822	15779.0593305339	0.411140547217998	0.15985330845526	-0.251287238762738
0.430686222326124	16637.291504795	0.434961566442061	0.319373181542227	-0.115588384899835
0.44394132339122	20337.3306902992	0.589973822493757	0.282647048053532	-0.307326774440225
0.486322637008758	16456.5166762408	0.466870405341157	0.150622082516015	-0.316248322825141
0.34271881759751	15201.3152282786	0.451723320946193	0.244439075112327	-0.207284245833866
0.445242879183115	11995.7559567456	0.378366272130017	0.0990330867807907	-0.279333185349226
0.476845728271789	21658.0500099659	0.375517118437922	0.168257125177693	-0.207259993260228
0.426985276498891	22601.1950563556	0.48114149742497	0.27002677290994	-0.21111472451503
0.536700066474258	22187.3747211952	0.454233363329821	0.200294402818957	-0.253938960510864
0.405462033044333	12919.4270244423	0.35711102438878	0.10844425743855	-0.24866676695023
0.354642867958865	16293.9465751537	0.450434326825047	0.202558407914021	-0.247875918911026
0.394576350770769	17265.2220451134	0.430739218128374	0.208968861325008	-0.221770356803366
0.344545897747689	15117.2849693709	0.368476203043985	0.178001159307769	-0.190475043736216
0.326224055138802	13682.70955541	0.38998453270896	0.200995479268505	-0.188989053440455
0.369495524569509	17168.5225131662	0.483703182305924	0.275703701165537	-0.207999481140387
0.351867204073039	14044.6603748314	0.450060721510312	0.216486821846014	-0.233573899664298
0.350177316392279	14346.3074531395	0.434824192822063	0.198846193757891	-0.235977999064173
0.325880836025038	11120.2605956481	0.338017219007897	0.1070323654841	-0.230984853523798
0.444674192359695	20476.0403532044	0.450068509471044	0.210784343936237	-0.239284165534807
0.558232306288551	14952.2237244599	0.250049545160676	0.060114134664634	-0.189935410496042
0.451838988499403	15411.659842137	0.30295324033197	0.109426503778422	-0.193526736553547
0.466416839172759	20308.1705636776	0.501936915261092	0.219260977599022	-0.28267593766207
0.570804641225108	15974.6803974376	0.351687242935934	0.102926408314625	-0.248760834621309
0.474964885428798	20373.7727304354	0.511384714785302	0.194654066543442	-0.31673064824186
0.245680870064477	6661.80201175327	0.235575484971775	0.0640923184721351	-0.17148316649964
0.332845163446271	12550.6602961232	0.33447287895164	0.119714253030889	-0.214758625920751
0.318213094294484	14757.6515990966	0.380316948633208	0.199158227823949	-0.181158720809259
0.665747261161255	14013.0850408279	0.301270300522878	0.0458640446808108	-0.255406255842067
0.518905312121643	17519.1676914156	0.413037890559007	0.10159095963885	-0.311446930920158
0.471787021027444	17647.3430096147	0.352537183396339	0.109629542991931	-0.242907640404408
0.616494651925883	24070.3092483914	0.480308164925062	0.18468666413991	-0.295621500785152
0.410860046647006	19772.244565036	0.499808172507937	0.256252924941599	-0.243555247566338
0.351736985221575	14188.499860841	0.41615676123426	0.153013402539591	-0.263143358694669
0.588650224433084	20382.2766938682	0.40004378258441	0.124417474613288	-0.275626307971122
0.352950629367934	15526.2076363872	0.446361419013546	0.263509876153778	-0.182851542859769
0.433312529687321	22572.974809738	0.284052004724085	0.213903280038229	-0.0701487246858555
0.423826168077549	13853.9221175118	0.523475140669841	0.142138558140823	-0.381336582529017
0.428239929635934	13794.5929733352	0.328732394233296	0.078646232081423	-0.250086162151873
0.501295547029474	16264.4679045297	0.430321321169578	0.121315564864437	-0.30900575630514
0.652058675506019	18669.0681380372	0.452590420068244	0.0938377985844598	-0.358752621483785
0.612857656621407	10463.1318828314	0.325293230962925	0.0446926632897593	-0.280600567673166
0.467213566548385	13014.6397405512	0.535475618440335	0.163435104062231	-0.372040514378104
0.642630842870389	22389.8420219409	0.457962068267387	0.158298796929961	-0.299663271337426
0.317266019473297	11185.3067776097	0.294989853649959	0.114710117932639	-0.180279735717319
0.408985406565671	15141.0632726674	0.225284320899599	0.074708204460525	-0.150576116439074
0.540189074527558	25172.5110920423	0.504624544062526	0.207284354684162	-0.297340189378364
0.332806690795232	9537.97757066207	0.404705234009421	0.145809599074299	-0.258895634935122
0.363842226612701	18117.0528492754	0.431899548931339	0.208453488221836	-0.223446060709503
0.545245383032482	20697.1168202191	0.404255911754474	0.151317146895996	-0.252938764858478
0.49823590349385	18983.2549541209	0.342404543936873	0.124352241700199	-0.218052302236674
0.443321150216403	13517.9989665795	0.358837546205642	0.0797055136015043	-0.279132032604138
0.527603340938627	28869.6324304088	0.546241727093197	0.308844383263184	-0.237397343830013
0.685445098282916	32104.1985468584	0.381693122669761	0.175244784301913	-0.206448338367849
0.321926060372983	12437.4009674819	0.365893949385336	0.143292972506976	-0.22260097687836
0.516801847427503	20345.5034228429	0.445395814052319	0.139684068996659	-0.305711745055661
0.362616963636396	10243.9914042383	0.435502889499799	0.151229749170569	-0.28427314032923
0.455421963146905	19783.7467359826	0.546224476887524	0.230638805298717	-0.315585671588807
0.383665978116819	11505.2525272394	0.428312449813235	0.124625026549698	-0.303687423263537
0.337902761387958	9891.35943141365	0.334143257819189	0.0956454346208018	-0.238497823198388
0.524646515448694	23235.3180375516	0.416090065343385	0.163238748254379	-0.252851317089007
0.468403992794785	14823.8477097785	0.291271486924947	0.0683114096089362	-0.222960077316011
0.587141819376981	27474.7742824143	0.364853087369694	0.165871460221697	-0.198981627147997
0.396129943710728	17224.1352956716	0.420986380746477	0.187216789292234	-0.233769591454243
0.429150738262446	13568.1628301589	0.514456945120884	0.15053679038361	-0.363920154737274
0.49490923725286	18200.8721506632	0.465565953395903	0.137300419468579	-0.328265533927325
0.465725372905751	19063.4034106446	0.448401166033463	0.159145434881666	-0.289255731151797
0.448878120207949	16545.8266079527	0.309147572546129	0.0971477733034208	-0.211999799242709
0.575175056634521	23402.3891850472	0.414371895461619	0.160584187208585	-0.253787708253034
0.434159119815058	19407.4774903164	0.558475656107446	0.257978369283093	-0.300497286824353
0.743755727572779	32329.4111934989	0.47063683176158	0.23075468486055	-0.23988214690103
0.419764830589982	9980.1412001036	0.360863813228249	0.0914663694635576	-0.269397443764692
0.339830142680611	14924.4790631462	0.388483736743917	0.230991700302202	-0.157492036441715
0.46085421918925	19819.9772680499	0.502927689765874	0.224065946500769	-0.278861743265105
0.504104718336941	21489.2742900916	0.403390672644866	0.159556872624203	-0.243833800020663
0.596964149914441	17825.5223706053	0.419209719109471	0.101679194446752	-0.317530524662719
0.428105912512869	12534.6131975185	0.368299202745092	0.0700251034784076	-0.298274099266684
0.524014467396626	24848.2674581021	0.522861115068722	0.232501857331036	-0.290359257737686
0.534437297350639	20618.7253404117	0.499386677621096	0.168213388967138	-0.331173288653958
0.570568615160648	21336.2834819864	0.423719119893866	0.150013856759207	-0.273705263134659
0.348844573636208	13064.3028734394	0.44510913756239	0.177634144346862	-0.267474993215528
0.361943519305441	15760.3336238619	0.459641380444343	0.191685456341874	-0.267955924102469
