Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_C	Univariate_LR_delta_R2_wetland_new_C
0.489815169076041	0.543732779439855	0.521928442548965	0.52508868099578	0.00316023844681479
0.5946514228903	0.668772369948062	0.303581862471304	0.309506725675992	0.00592486320468782
0.400913292418164	0.439511252681904	0.367848221948724	0.363569650232423	-0.00427857171630114
0.34404011302665	0.38434699299065	0.338941581750733	0.339687614106815	0.000746032356081561
0.469524959502502	0.539595858050126	0.45955081026064	0.473049550654337	0.0134987403936966
0.458174029176469	0.48938223941073	0.314977326531128	0.318227650252228	0.00325032372109996
0.334454710495927	0.383200985998923	0.402567274257672	0.400325348708408	-0.00224192554926356
0.367071021426552	0.422107242521098	0.360539974603323	0.385291503933022	0.0247515293296989
0.529234854490541	0.595007883844966	0.50966647290416	0.525235116207686	0.0155686433035263
0.485143519963177	0.543278521811887	0.531947953483712	0.56131777349163	0.0293698200079183
0.376743422073879	0.446561297260978	0.403380748011457	0.440195678097233	0.0368149300857761
0.43042328111926	0.484385374521677	0.52082484144846	0.535338183796794	0.014513342348334
0.718087002905278	0.819916613833299	0.425923819592483	0.438855471831543	0.0129316522390603
0.712801845949269	0.788843152167523	0.427608103521953	0.423853556286917	-0.0037545472350361
0.406860139306953	0.477766481925152	0.335929695477464	0.353867129437419	0.0179374339599545
0.772544175058311	0.85151033295849	0.468583313549887	0.463194346971268	-0.00538896657861881
0.458376186101189	0.525520163552783	0.61317865331592	0.649800388373838	0.0366217350579183
0.483877786287456	0.566756970312344	0.378880407065973	0.408949160149715	0.030068753083742
0.501466779683249	0.54718156019619	0.410075012829891	0.421554149789893	0.0114791369600019
0.408813561082964	0.45917139443743	0.405609898737044	0.423265464008889	0.0176555652718448
0.444636002266659	0.491749656899669	0.448486804994778	0.443168471693857	-0.00531833330092091
0.425250326729523	0.494393608295749	0.573037730962369	0.587983031440805	0.0149453004784355
0.490556364652348	0.546855836359961	0.474103052959257	0.488717323991396	0.0146142710321394
0.34826878512451	0.393467275295082	0.459784428935971	0.479601334763308	0.0198169058273376
0.497202652439418	0.581639226275763	0.406297656654882	0.445051499993298	0.0387538433384165
0.470235008001458	0.574376210526337	0.356788828159037	0.405255651284362	0.0484668231253247
0.405064214737846	0.468266587882822	0.457160239340996	0.465565394991249	0.00840515565025329
0.519146666184318	0.636310898130511	0.430146551177464	0.488147101195197	0.0580005500177329
0.398431256317391	0.453207258858623	0.344341588788365	0.355707570343503	0.0113659815551377
0.361080640238807	0.421201473391558	0.456166569007823	0.467460449139575	0.011293880131752
0.391330152584985	0.444748943052175	0.431353298697776	0.442463072954477	0.0111097742567012
0.328018616238753	0.374184972195434	0.341365513424646	0.345993571456333	0.00462805803168714
0.336424516403153	0.379863682326538	0.411706068571265	0.402608588385667	-0.00909748018559858
0.309243709422739	0.360544612448621	0.432900080168227	0.428759702361872	-0.0041403778063554
0.346703253363982	0.380707284776621	0.450179801157685	0.449888609876588	-0.000291191281096503
0.399151848272375	0.45307019529612	0.481132533566463	0.501572387504854	0.0204398539383915
0.358595287214807	0.395729738496729	0.364929000919984	0.376042465154554	0.0111134642345703
0.462428127328351	0.517603921677328	0.477911519665332	0.500617951576036	0.0227064319107039
