time	diffusion_coefficient	number_of_branches
2003.01127346104	226.227995067404	0
2003.22072854982	340.932286275332	0
2003.4301836386	489.96797962014	0
2003.63963872738	410.539026505447	0
2003.84909381615	422.722509454254	0
2004.05854890493	736.603637573555	0
2004.26800399371	1220.11771169781	0
2004.47745908249	1079.94234877076	0
2004.68691417127	667.087593468387	0
2004.89636926005	1102.0498325909	2
2005.10582434883	1277.31788315457	2
2005.31527943761	1603.66239359409	2
2005.52473452638	1734.6810358786	2
2005.73418961516	1553.64288241575	2
2005.94364470394	1260.67826135681	2
2006.15309979272	1272.14417285172	0
2006.3625548815	1552.76741825012	0
2006.57200997028	1378.45496147852	0
2006.78146505906	1385.67993224316	0
2006.99092014783	1356.16574355278	0
2007.20037523661	1530.05153086527	3
2007.40983032539	1413.21047079901	0
2007.61928541417	1169.63516451721	0
2007.82874050295	1097.90483259483	0
2008.03819559173	1274.84341298667	0
2008.24765068051	1651.20820191801	0
2008.45710576929	1379.79301448888	0
2008.66656085806	1324.91369238045	0
2008.87601594684	1238.26613241041	3
2009.08547103562	1249.81716920594	3
2009.2949261244	1101.89448357707	3
2009.50438121318	1408.931334902	3
2009.71383630196	1632.19982193821	3
2009.92329139074	1787.86027213403	3
2010.13274647952	2029.8508470212	3
2010.34220156829	2097.45888427582	3
2010.55165665707	2035.88280132235	4
2010.76111174585	2136.5341047525	5
2010.97056683463	2095.1725654108	5
2011.18002192341	2175.20704939493	6
2011.38947701219	1944.08892768982	6
2011.59893210097	2076.06584963836	6
2011.80838718974	2436.55309257343	7.5
2012.01784227852	2611.35261293173	8
2012.2272973673	2574.40716685254	9
2012.43675245608	2578.28516609699	9
2012.64620754486	2560.89910225808	9
2012.85566263364	2443.96228135317	9
2013.06511772242	2441.28819619232	12
2013.2745728112	2446.95386238582	14.5
2013.48402789997	2570.84160977937	18
2013.69348298875	2700.80537239333	20
2013.90293807753	2956.25799501449	21
2014.11239316631	3168.02963923188	23
2014.32184825509	3208.97002561186	24
2014.53130334387	3051.61579579144	26
2014.74075843265	3007.13061893841	26
2014.95021352143	2752.06484920636	29
2015.1596686102	2561.03945046741	30
2015.36912369898	2541.11267792846	36
2015.57857878776	2616.14245425785	39.5
2015.78803387654	2790.56459845052	45
2015.99748896532	2855.75968249362	48
2016.2069440541	3041.39081942796	55
2016.41639914288	2988.19547956388	59.5
2016.62585423165	2919.9529376637	60
2016.83530932043	2751.67136147901	61
2017.04476440921	2688.11921067683	60
2017.25421949799	2681.17601007026	55
2017.46367458677	2948.32827221671	52
2017.67312967555	2927.73904542303	53.5
2017.88258476433	3147.7427042447	55
2018.09203985311	3519.75912675893	57
2018.30149494188	3905.63588537975	66.5
2018.51095003066	3384.85254343876	64
2018.72040511944	2861.57335982441	58
2018.92986020822	2016.22935518357	52
2019.139315297	1052.83368190187	28
2019.34877038578	1080.5460585295	5
2019.55822547456	1432.70592025062	5
2019.76768056334	1663.37576025146	6
2019.97713565211	1886.89053849225	6.5
2020.18659074089	2221.54715988463	10
2020.39604582967	1726.16592140963	13
2020.60550091845	1483.37216864933	13
2020.81495600723	1242.71895465362	12
2021.02441109601	816.811334241227	11
2021.23386618479	1393.15991265959	7
2021.44332127356	1405.00472695656	6
2021.65277636234	1338.83936765113	5
2021.86223145112	1196.94783967491	5
2022.0716865399	1137.74671141768	5
2022.28114162868	1443.10260215996	4
2022.49059671746	1374.29890712738	4
2022.70005180624	1353.7175661397	4
2022.90950689502	1340.20605581853	4
2023.11896198379	1885.27144390381	7
2023.32841707257	2635.41229499482	8
2023.53787216135	2310.67887521988	9
2023.74732725013	2029.2141705396	8
