Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_GDP_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_GDP_C	Univariate_LR_delta_R2_GDP_C
0.501156897729927	88177231.3290371	0.504747196006315	0.133194445203075	-0.371552750803239
0.157329486545172	20119693.0453233	0.116260839895008	0.050562388346912	-0.0656984515480963
0.315069315823578	83927749.7682664	0.171460156214606	0.217759827395222	0.0462996711806158
0.181228010384823	38736802.1611028	0.194462916269028	0.12867204506392	-0.0657908712051085
0.0805659154515216	11708975.9357643	0.015551137170459	0.0086467224727607	-0.00690441469769828
0.153037678473847	24453471.7818289	0.184209767323393	0.199181523457768	0.0149717561343753
0.348914525027822	55951828.3391649	0.392957858872661	0.288144125059288	-0.104813733813373
0.248401377774516	56960373.6850584	0.335266830287198	0.127163253111715	-0.208103577175482
0.200535996575834	32516571.1337626	0.129583487887477	0.161884605277007	0.0323011173895298
0.283136239915263	51186866.7197645	0.40132378456889	0.484815720269903	0.0834919357010129
0.366063245609966	64177498.2425384	0.624217085192176	0.174327087593416	-0.449889997598759
0.283294978605038	122262643.725303	0.0846849288155358	0.237957167495713	0.153272238680177
0.197488491887541	16098296.7672313	0.15622999876948	0.0319901247531239	-0.124239874016356
0.246282500717424	52420026.824011	0.213465450274872	0.240225440821889	0.0267599905470171
0.228643762567207	34050625.8066314	0.156573133785999	0.104480210246968	-0.0520929235390317
0.134323540334821	29455497.4304635	0.198483164931146	0.139919877524011	-0.0585632874071351
0.325869211709431	22362386.4351	0.477480433085215	0.482146576530067	0.00466614344485194
0.277331174129655	68091204.4418553	0.852010937819747	0.432226892164189	-0.419784045655559
0.356080614262532	63015881.0944206	0.727852385070605	0.247202325239667	-0.480650059830938
0.0750728255321535	40250894.3986407	0.0358327013085004	0.126437452214788	0.0906047509062873
0.325340499113948	103615204.617661	0.373983787117978	0.313530426122844	-0.0604533609951346
0.287675192226792	13717992.5874167	0.570973876532829	0.459360180977275	-0.111613695555554
0.418748142387677	88887590.8380248	0.488703486572187	0.139044763436674	-0.349658723135513
0.149069041944543	20436912.4915579	0.277835978466671	0.115143880664257	-0.162692097802414
0.540855873785717	141648545.214669	0.353694798401913	0.210774465539772	-0.142920332862141
0.532350643706609	81315721.4214699	0.474401068708889	0.164980287867711	-0.309420780841178
0.0956356568589826	29754723.758559	0.0352525975724388	0.0659513139526016	0.0306987163801628
0.410587611235948	76458622.3725571	0.460330754989065	0.37772352160847	-0.0826072333805954
