Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_R	Univariate_LR_delta_R2_Flyway_Ans_R
0.151037596253434	0.147464596620304	0.388325426211782	0.374038514214303	-0.0142869119974786
0.142351138918963	0.139404476688823	0.436539917974483	0.4247445361986	-0.0117953817758828
0.15061894103494	0.147957119363442	0.331484844169957	0.323326300242892	-0.00815854392706505
0.149109501396845	0.148316887742216	0.391100929521009	0.387883080787111	-0.0032178487338988
0.138266030192787	0.137259731184171	0.356658123281561	0.352511386677783	-0.00414673660377862
0.134413272461843	0.132536023333668	0.330923808029505	0.326770757730219	-0.0041530502992857
0.155307271787103	0.153457177694093	0.310004758301913	0.305961026989476	-0.00404373131243718
0.119355114818103	0.119000233072996	0.400810233416745	0.398142979330336	-0.00266725408640855
0.174478796573689	0.17351626745273	0.381230953168027	0.378606798987818	-0.00262415418020856
0.141288382665203	0.13992350446785	0.460137053713518	0.452697973653261	-0.00743908006025729
0.124977933278092	0.123743693293425	0.312145938476485	0.311123920973758	-0.0010220175027274
0.185951839082199	0.184891125734849	0.451731478046589	0.446418270646452	-0.0053132074001373
0.168564799701209	0.165234161195617	0.377600859698911	0.36749661067097	-0.0101042490279405
0.14135447652732	0.140244274773814	0.413702606823832	0.411148649057411	-0.00255395776642164
0.134935570076318	0.134325234338809	0.419738184440104	0.411705940191195	-0.0080322442489093
0.130515677604834	0.129134940644718	0.397665040346926	0.392989449784687	-0.0046755905622391
0.118385804491202	0.117945094695688	0.339165400049451	0.338207255088096	-0.000958144961355212
0.127284746478565	0.127393690400729	0.476114711898614	0.479374190238476	0.00325947833986262
0.131660802094227	0.131563335028572	0.384057067358761	0.383705122259229	-0.000351945099531903
0.111963322227191	0.110276292024388	0.3062869797441	0.29873223211122	-0.00755474763288089
0.149408681848003	0.147432931928865	0.447118584520673	0.43838939747636	-0.00872918704431319
0.13640914292868	0.136412809292316	0.456014578378146	0.458372538636546	0.00235796025839963
0.143259365536412	0.142196570819223	0.33308702249657	0.328567497923393	-0.00451952457317689
0.0889051014579	0.0894653515392295	0.266434951177938	0.268143868700862	0.0017089175229249
0.131796710628302	0.13106556159797	0.412682574149289	0.409046693162691	-0.00363588098659828
0.115786231625102	0.114860796280889	0.410285761144215	0.404145801132601	-0.00613996001161443
0.163143613161208	0.161957009432213	0.473531814679412	0.467463115535603	-0.00606869914380936
0.13198902519245	0.13124438376039	0.313350476519462	0.307318819005777	-0.00603165751368506
0.164516550807871	0.161234703109724	0.398229545449678	0.39019355822184	-0.00803598722783783
