Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_C	Univariate_LR_delta_R2_Deciduous_broad_C
0.222819522244156	0.678204168271139	0.225790609005007	0.076014011530511	-0.149776597474496
0.30323869358435	0.640251438355914	0.251825580364646	0.0338231429559258	-0.21800243740872
0.205667273279815	0.585353402781536	0.348586858615999	0.0666407461146063	-0.281946112501393
0.198107318385253	0.639634027823862	0.343317142018877	0.0844105407223699	-0.258906601296507
0.266017256220056	0.532962781147958	0.373164257482372	0.0588353891996474	-0.314328868282724
0.223004802734047	0.846605726280055	0.452085105192932	0.178405918825472	-0.27367918636746
0.325693178625149	1.15975828001582	0.469895501528423	0.189548333114829	-0.280347168413594
0.312788566151232	0.608235830168971	0.400137607691373	0.0434696107168698	-0.356667996974503
0.263360018296483	0.68408287217153	0.388001255005143	0.0719872270773095	-0.316014027927834
0.253337589858094	0.635009867418083	0.305782178200249	0.0508733893674345	-0.254908788832814
0.276411448712494	0.629402687412817	0.300161468778702	0.0397125839750892	-0.260448884803612
0.163793104152798	0.490748177562686	0.340544575615153	0.0696191359907859	-0.270925439624367
0.21068708672015	0.534779737176309	0.382997249662793	0.0716995418216646	-0.311297707841128
0.205096837255184	0.662267172939524	0.161117493075028	0.0462247601945506	-0.114892732880478
0.201199870827006	0.60262765996404	0.394514784874963	0.074973575960826	-0.319541208914138
0.260538936296584	0.684131111460834	0.353927097924863	0.0651353769659289	-0.288791720958934
0.190867574689895	0.497453639308122	0.333128451153511	0.0662119453066029	-0.266916505846908
0.180410147012328	0.454016034386166	0.219906921992264	0.0407277629500961	-0.179179159042168
0.255426355962294	0.552740199781072	0.298627472054518	0.0368709835363297	-0.261756488518188
0.197287392065138	0.949327544829291	0.225581198976633	0.157243820109938	-0.0683373788666956
0.201639024924044	0.575159776379037	0.338053924833599	0.0666936421508752	-0.271360282682723
0.180680129653145	0.587699274045411	0.222518713436317	0.0725546004813576	-0.14996411295496
0.246080598351616	0.842315783312386	0.472562044388236	0.122471155420589	-0.350090888967647
0.200178833629194	0.424476480610658	0.235506045078312	0.0372326838093852	-0.198273361268927
0.269880938946026	0.656188188741697	0.383265300094942	0.0655058786887081	-0.317759421406234
0.180139242829934	0.482519914992021	0.171586484100425	0.0338711328519297	-0.137715351248495
0.243953345727508	0.469507055573027	0.291358036734729	0.0394930151662212	-0.251865021568508
0.247983374684704	0.674062047683788	0.271182892971096	0.0595098891683151	-0.211673003802781
0.25902912312164	0.762428669440268	0.385862743673191	0.0906220456680397	-0.295240698005151
0.258190676386045	0.851692720857391	0.303776104195299	0.0932740103408955	-0.210502093854403
0.209824007476643	0.55341597568016	0.279499323142856	0.0536918333878698	-0.225807489754986
0.211241343695487	0.712107685821818	0.383919859059414	0.1067078094685	-0.277212049590913
0.244995465934506	0.555350693154014	0.342221800463975	0.0441457911450005	-0.298076009318974
0.212406899088952	0.780737960251645	0.324653368016391	0.136927056915755	-0.187726311100636
0.296152762230786	0.58888525528829	0.412730472893574	0.0549892013764095	-0.357741271517164
0.206031280547657	0.646108583877997	0.286827253460397	0.0816643391944581	-0.205162914265939
0.192919142990522	0.449844152854224	0.340349651115775	0.0662169153520998	-0.274132735763676
0.217268529894743	0.561207367373467	0.368799706554374	0.0555351044701424	-0.313264602084232
0.268961936374793	0.834375451862075	0.364476340200711	0.0737695598401072	-0.290706780360604
0.202543594000953	0.53335575162823	0.236151733613559	0.0542794847517884	-0.181872248861771
0.232028090770477	0.60991520721927	0.24092683226158	0.0429302629973083	-0.197996569264272
0.256829553013413	0.771854878291231	0.279460861486918	0.0623068121961648	-0.217154049290753
0.211465873314549	0.499984872754834	0.307188606072213	0.0537651176548432	-0.25342348841737
0.193986060572579	0.476105303538127	0.233934824560764	0.0403448341358428	-0.193589990424921
0.217372388602555	0.54561806734311	0.315237320301329	0.0547265515411773	-0.260510768760151
0.179934712193924	0.595972975389898	0.224288964474718	0.0639165283654409	-0.160372436109277
0.166129126384747	0.456493015015644	0.177367080306322	0.0308343601216181	-0.146532720184704
0.183414410032738	0.445301217133546	0.357109990525493	0.0568172112730162	-0.300292779252477
0.214642925419474	0.479520163683883	0.284415416435326	0.0424370525758193	-0.241978363859507
0.235765476889799	0.672465601509474	0.538974373576413	0.0956683839661157	-0.443305989610297
0.209944538291596	0.670974419330827	0.406956290819143	0.1275074694888	-0.279448821330343
0.233337623005543	0.517280837782617	0.333720817413073	0.0376854263346291	-0.296035391078443
0.281084677191373	0.919606043778738	0.46488923643515	0.0938288666443235	-0.371060369790827
0.37487579716325	0.761225725045655	0.429879352186057	0.0459728497733533	-0.383906502412704
0.263748099475411	0.752487998160733	0.339247272064378	0.0981662535404903	-0.241081018523888
0.220981228671124	0.548118319647647	0.216842294720352	0.0306584961514643	-0.186183798568888
0.22024732656777	0.524940010475691	0.331950054504101	0.0706551584575759	-0.261294896046525
0.239251232648356	0.67858760543906	0.373276718942098	0.0603392697153486	-0.31293744922675
0.229548574240751	0.588293950332159	0.379035292163742	0.0603370722179763	-0.318698219945766
0.268206167264813	0.635136521919373	0.381251202024942	0.0592905331912228	-0.321960668833719
0.2848875578817	0.82382775952373	0.291753496388956	0.0593685566330422	-0.232384939755914
0.167877490337337	0.539123242717467	0.285655277571106	0.0698983490185602	-0.215756928552546
0.320386189329167	0.862969566845019	0.31513640709585	0.049646452109577	-0.265489954986273
0.187798072898109	0.575915119662544	0.35037866682321	0.074999138303594	-0.275379528519616
0.240182755564461	0.59317171863505	0.405881069958382	0.0621976646940891	-0.343683405264293
0.237115674083162	0.58455622731181	0.374696809338991	0.0657706223030342	-0.308926187035957
0.146454929562371	0.540171661689115	0.197883217055999	0.0670757297583679	-0.130807487297631
0.204459721141792	0.525774428927587	0.264640227175977	0.0467923208081787	-0.217847906367798
0.176855149231057	0.60996805878439	0.176388633541358	0.0586478185954842	-0.117740814945874
0.177930168023543	0.514481382580281	0.217822114114552	0.0515713181148847	-0.166250795999668
0.184740446488914	0.519640621092258	0.290424205338617	0.0532383907626149	-0.237185814576002
0.218383892309887	0.534067258948518	0.36905611801325	0.0604463657347366	-0.308609752278513
0.331058115474386	1.02492079354062	0.305403533804577	0.0750750212268334	-0.230328512577744
0.226509123719329	0.557131094164123	0.296148230478894	0.0486050302629955	-0.247543200215898
0.256569911503551	0.621378011861696	0.400870862865342	0.0606433393536317	-0.34022752351171
0.215572864145086	0.624898088207472	0.375663066856621	0.072113176955445	-0.303549889901176
0.265001766795531	0.674858711156959	0.416688327579464	0.0756785910507599	-0.341009736528704
0.212695326546727	0.651577537054382	0.30772664342743	0.064817962711142	-0.242908680716288
