Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflpu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflpu_C	Univariate_LR_delta_R2_gflpu_C
0.509348634063282	0.509385863698524	0.501592752472326	0.501605858689808	1.31062174820729e-05
0.161277939848129	0.161288954979656	0.128795083744666	0.128801002323749	5.91857908299742e-06
0.315069315823578	0.315107563726379	0.171460156214606	0.171475041534896	1.48853202899535e-05
0.181228010384823	0.181248045466836	0.194462916269028	0.194467829360321	4.9130912926354e-06
0.0807262044704342	0.0807384749172087	0.0155085973033488	0.0155109712180855	2.37391473674638e-06
0.264527871520785	0.264535234147954	0.335467567228521	0.335466945599151	-6.21629370534116e-07
0.351783052979205	0.351818959168756	0.392980579391446	0.392996783340973	1.62039495270605e-05
0.266439706225198	0.266475435032126	0.307177978213235	0.30719776983009	1.97916168545587e-05
0.200535996575834	0.200541121196754	0.129583487887477	0.129583892222604	4.04335127462963e-07
0.285993986073786	0.286024563873548	0.414382956180605	0.414396184678784	1.32284981784747e-05
0.389843653990515	0.389881379870643	0.233513714640596	0.233524440102552	1.07254619561292e-05
0.28978942822516	0.289814724163754	0.0860889049763043	0.086089683024955	7.78048650743046e-07
0.203299055438912	0.203310952727384	0.160772201373582	0.160771035340708	-1.1660328734231e-06
0.246282500717424	0.246302350340829	0.213465450274872	0.213471580267595	6.12999272328607e-06
0.228643762567207	0.228650939666802	0.156573133785999	0.156572990070144	-1.43715854938886e-07
0.0951818943085608	0.0951930348743524	0.0173173966451589	0.017319452769453	2.05612429403021e-06
0.325869211709431	0.325884376919177	0.477480433085215	0.477472882952497	-7.55013271774851e-06
0.329931354673836	0.329963345768809	0.263121542323268	0.26312927419804	7.73187477159931e-06
0.357355679266791	0.357373627804431	0.72968425213064	0.729679507459154	-4.74467148592339e-06
0.0595397877392208	0.0595511025313336	0.0182528021468278	0.0182553058380114	2.50369118356963e-06
0.258026002031862	0.258043398051238	0.144083455553165	0.14408318078206	-2.74771105507332e-07
0.287675192226792	0.287686758451145	0.570973876532829	0.570977210435261	3.33390243156817e-06
