Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_meat_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_meat_R	Univariate_LR_delta_R2_meat_R
0.618830282650183	0.0258800428252366	0.579014454499192	0.452994871873462	-0.126019582625731
0.151143449452087	0.00486420673373726	0.113098264611377	0.0915444663809864	-0.0215537982303902
0.198660695920549	0.00938048646571119	0.0870582668443607	0.095818335892515	0.00876006904815428
0.175970948051616	0.00804529540014289	0.182272231275364	0.175375376390665	-0.00689685488469902
0.0164714118916958	0.000534439303315128	0.000585669099827954	0.000371714880773607	-0.000213954219054347
0.1276012584762	0.00448381392767712	0.123735909540071	0.0885265362319176	-0.0352093733081533
0.358881215187168	0.013935923651661	0.367557995536778	0.333071411647669	-0.0344865838891099
0.263109890347712	0.0133808671815523	0.299178568476464	0.315400600071115	0.0162220315946504
0.142308134218246	0.00552803115360713	0.295031788856024	0.285008554377913	-0.0100232344781103
0.286707857524031	0.0137864797462677	0.429689669149516	0.481021648946944	0.051331979797428
0.397193275211659	0.0192630129899345	0.254520867579979	0.260342474661559	0.0058216070815798
0.279535549045052	0.0120767620468485	0.0808866686749168	0.0745422275228217	-0.00634444115209505
0.191285103408575	0.00607634837495505	0.146759212150631	0.0940546566376321	-0.0527045555129992
0.241038501824675	0.00931372746024582	0.206064539856768	0.188653015041474	-0.0174115248152945
0.187222796266435	0.00760366565892826	0.106166902272006	0.107237951039581	0.0010710487675752
0.0267276533903964	0.00123489654440911	0.00148066200143147	0.00181100960728882	0.000330347605857346
0.255972397357174	0.00957596987139081	0.447265550943196	0.443449044199157	-0.00381650674403933
0.256316774891718	0.0122237241959648	0.561412876269029	0.545688766560327	-0.0157241097087013
0.355941862361842	0.01359652846491	0.727118529004331	0.608582952186849	-0.118535576817483
0.0479318281547467	0.00263012593996936	0.0117829666989561	0.0151829872408069	0.00340002054185081
0.264338918737461	0.0120936589151536	0.151935064112006	0.1500415411911	-0.00189352292090564
0.285296873031876	0.0105893515850935	0.577896176894782	0.580615455317288	0.00271927842250563
0.412649441661961	0.0187055971152298	0.478055448987868	0.436445227100045	-0.0416102218878232
0.215272177976247	0.00681285163522805	0.121802842846989	0.0734283208617404	-0.0483745219852485
0.531858555695913	0.0265885051404091	0.34203824301785	0.361722818571039	0.019684575553189
0.37165167781257	0.0153933160543195	0.267647714861774	0.233248478673816	-0.0343992361879576
0.0836775401680548	0.00318726893546858	0.0239391438875487	0.017401008813238	-0.00653813507431076
0.42235774313627	0.0198885302571778	0.479822206001281	0.535500340534918	0.0556781345336366
0.269935664044994	0.00927203541226435	0.549845359509156	0.384740145333789	-0.165105214175368
0.211546003766905	0.00820943901080162	0.13468265921953	0.114132594175223	-0.0205500650443075
0.266355866351522	0.00973675491056586	0.169279757658095	0.139820105416969	-0.0294596522411261
0.185774349594296	0.00832311117769755	0.0698568090808091	0.0669973547735288	-0.00285945430728028
0.187814225242201	0.00614173649925507	0.0224408930553143	0.0154171886574291	-0.00702370439788518
0.406685092976107	0.0178729072252778	0.580275631819307	0.526103538896592	-0.0541720929227147
0.334364811231755	0.0131777327979117	0.405706400550201	0.376027886514224	-0.0296785140359773
0.263630779326213	0.010033656716821	0.0687644556756786	0.0558967585613265	-0.0128676971143521
0.238594218401783	0.0107675434158725	0.11563956299295	0.11407414363777	-0.00156541935517995
0.221462132074268	0.007954085958136	0.504560132844633	0.372005256991094	-0.132554875853539
0.320514318133651	0.0156036010644412	0.343106289991681	0.392711405425409	0.0496051154337274
0.348179089729779	0.0161918542193066	0.20955207269045	0.19490848219046	-0.0146435904999899
0.56337629753584	0.0195969092996762	0.24518963502401	0.202348254124705	-0.0428413808993056
0.278129666649199	0.00895877246758151	0.289459170647163	0.175319919408015	-0.114139251239147
0.186732732193756	0.00611782992950975	0.0649803937376395	0.0508375556632299	-0.0141428380744096
0.573636761261113	0.0255534531959925	0.512367849775203	0.481311271259647	-0.031056578515556
0.252905630128787	0.00916397095391019	0.290556967542704	0.260321310725021	-0.0302356568176833
0.24850216622136	0.00906010521216182	0.0590025777200174	0.0436005338294952	-0.0154020438905223
0.2656139118085	0.00794830475405695	0.0973766929350686	0.0521491270327988	-0.0452275659022698
0.151237817361036	0.00537027491957448	0.391581615976768	0.298381058168964	-0.0932005578078042
0.311677854995499	0.0155480389229985	0.416036276190193	0.541526395764587	0.125490119574395
0.460215486443131	0.0151332219372017	0.439906641767182	0.271385263873044	-0.168521377894137
0.25073894785208	0.00980657148317121	0.276729051593641	0.284110085383815	0.00738103379017407
0.21560623537161	0.00937893201771582	0.112273385632345	0.1118301371769	-0.000443248455445203
0.324469470518692	0.0142985004141749	0.398206995109832	0.389684147937159	-0.00852284717267282
0.303250573092745	0.0140337779860438	0.268055534658844	0.253108418616617	-0.0149471160422273
0.182686389135141	0.00854985323284763	0.243544095436226	0.328467858882713	0.0849237634464866
0.153912382419087	0.0055868641661419	0.364609544501804	0.331979448825129	-0.0326300956766747
0.0747949793612761	0.00315872843672193	0.0501002068430013	0.0538160446733031	0.00371583783030177
0.18010634793139	0.00934827444201175	0.0906502283893994	0.0980130742406129	0.00736284585121343
0.532173996229988	0.0217763305106881	0.470349209603169	0.454780741521126	-0.0155684680820432
0.512159902654745	0.0158430024101717	0.301208219541802	0.214969254712949	-0.0862389648288534
0.191295349416375	0.0105707822536531	0.328750914327205	0.383996572109042	0.0552456577818378
0.402685472482738	0.0174634879225877	0.588159069987575	0.495636133117343	-0.0925229368702323
0.209919833158182	0.0068695688529415	0.117025954319105	0.0804741033440026	-0.0365518509751021
0.353056183463552	0.0157491568570398	0.281056579822501	0.327787823340926	0.0467312435184242
0.329598611287126	0.0147321673085453	0.540286850379874	0.580312475765973	0.0400256253860981
0.250295440682374	0.0102688137700255	0.142878059828521	0.1460475350531	0.00316947522457858
0.478946090785111	0.0165637868754856	0.532797735669165	0.370283575297465	-0.1625141603717
0.136698382553734	0.00441700259966386	0.0283738843725176	0.0195066811600859	-0.00886720321243167
0.333303379136679	0.0133557616048592	0.183544818500834	0.180556814004865	-0.00298800449596964
0.608920914952275	0.0253565246520495	0.146420714328386	0.124353954601901	-0.0220667597264851
0.425906043178661	0.0172783748919227	0.170120871505563	0.164352652398939	-0.00576821910662406
0.0733630739364857	0.00219301826714299	0.0344981996652514	0.0191944311510957	-0.0153037685141557
0.202616523518376	0.00904012279233944	0.439984589675231	0.416250967781167	-0.0237336218940636
0.084933958640276	0.00351151696015769	0.0153560934388594	0.013746392523305	-0.0016097009155544
0.263223992607344	0.00963388232711549	0.141935884615107	0.113103763620246	-0.0288321209948617
0.158485946526072	0.00694812106568881	0.105222352960274	0.115103382638805	0.0098810296785308
0.385245052610054	0.0140246218598375	0.431562221660442	0.362284692229719	-0.0692775294307223
0.177310180731507	0.00577986744652075	0.149787629445318	0.0974000964037275	-0.0523875330415903
0.152718954265965	0.00586242555277976	0.299584421620352	0.265191064892273	-0.0343933567280794
0.345643563622157	0.0134881092333436	0.441330059774393	0.392600931539738	-0.0487291282346543
0.631614819412225	0.0284460342786078	0.350681958496194	0.34984657920006	-0.00083537929613392
0.224302766070843	0.00869461495844571	0.0967363117103506	0.0772425931855656	-0.019493718524785
0.357842907176313	0.0162983582078814	0.176175657096451	0.181285169091076	0.00510951199462467
0.438480908222353	0.0165701708431558	0.104104420949621	0.0856734657193713	-0.0184309552302495
0.295793807606058	0.0115213046717986	0.268925497975532	0.251644089969352	-0.0172814080061808
0.211271144675053	0.00715762686545674	0.209640308779302	0.177852840489697	-0.0317874682896054
0.0688976892466468	0.00213964113533854	0.010682997192969	0.00728720613300531	-0.00339579105996371
0.29102171176699	0.0130236019609137	0.280833851903357	0.304836934987549	0.0240030830841919
0.180317387100154	0.00703379725828549	0.0699991260393981	0.0632433481774085	-0.00675577786198962
0.284877365787958	0.0102049462791667	0.290138553018102	0.226791672279324	-0.0633468807387777
0.0707889328983677	0.00317020899393284	0.0221571105271641	0.0233325886550684	0.00117547812790432
