Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_duck_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_duck_R	Univariate_LR_delta_R2_duck_R
0.241330212227999	0.000121413362990803	0.28626477225787	0.0139362266984198	-0.27232854555945
0.392275411593017	0.000385064518031728	0.315349571643929	0.037924108268848	-0.277425463375081
0.317017135446147	0.000418906753163976	0.508513096204344	0.0629641013286636	-0.445548994875681
0.246447346647676	0.000386987634123131	0.372145068874721	0.0725780039844294	-0.299567064890292
0.32762703788153	0.000203629742670777	0.432488412831521	0.0122911925784553	-0.420197220253066
0.260319066070212	0.000174126269693026	0.50053523171089	0.0342525648630924	-0.466282666847798
0.304188688711659	0.000362779746883953	0.417799135857502	0.0547824664294355	-0.363016669428067
0.427990940828576	0.000203885443478224	0.562096200374921	0.0256806743509754	-0.536415526023945
0.333814659921271	0.000218146706113938	0.418942553998355	0.0163265080103229	-0.402616045988032
0.326445431591441	0.000168061643214148	0.364730845264282	0.00882145466347713	-0.355909390600805
0.255273422112727	0.000302450473687239	0.366025985097625	0.0595068914482272	-0.306519093649398
0.219860567232042	0.000212176212503081	0.413222096575586	0.0449632159761543	-0.368258880599432
0.264395025367223	0.000151530820557948	0.461387174968461	0.0154966391604994	-0.445890535807961
0.29796077901288	0.0000898636054773528	0.209439776586271	0.00335700435972077	-0.20608277222655
0.248182625557463	0.0000613581539574098	0.44531253785271	0.00971279125997065	-0.435599746592739
0.33273100112253	0.000410191769613533	0.433050295728047	0.0556257226043231	-0.377424573123724
0.248350455898396	0.0000418267359978755	0.405084931883164	0.00268488393338444	-0.402400047949779
0.243561493403858	0.000541745153801053	0.262062356084384	0.114134158099347	-0.147928197985037
0.319116573516755	0.000261634842468437	0.353705662051301	0.0195597274398531	-0.334145934611448
0.272228407790277	0.000265153886381147	0.421280085658292	0.0331116221194513	-0.388168463538841
0.270544386788434	0.000474929033475261	0.419573296050226	0.094221783761814	-0.325351512288412
0.247303960225036	0.000433409252960665	0.288765987735029	0.0817037046419932	-0.207062283093036
0.282925598422292	0.000304428066866268	0.559594878389238	0.0509687266248088	-0.50862615176443
0.206467733542681	0.000419717610187501	0.208563177496035	0.0603080689330304	-0.148255108563004
0.356215727610473	0.000457586363265338	0.47551183931837	0.0578359435067877	-0.417675895811583
0.281821917471742	0.0000843425516203562	0.244946805334514	0.00328375723725494	-0.241663048097259
0.31954128148161	0.0000933616549436901	0.334014943353616	0.0047679408075233	-0.329247002546092
0.350470461935343	0.000377179387354169	0.356014617901295	0.0442687833447514	-0.311745834556544
0.341579765816753	0.000432815133191071	0.482183473769256	0.0484409291614632	-0.433742544607793
0.334175815086477	0.0005996771518668	0.344795773878849	0.0772784284452518	-0.267517345433597
0.251653277981516	0.000179801349893866	0.306254218296909	0.0228000865431263	-0.283454131753783
0.217621064767193	0.000283291492051596	0.388795643956773	0.0300951017422048	-0.358700542214568
0.308037696677005	0.000480406520914693	0.402084905003319	0.0602376229059133	-0.341847282097405
0.208184013442574	0.000210381041039092	0.341206000478794	0.0382077391124119	-0.302998261366382
0.402269197414636	0.000121670493935653	0.524440709483866	0.00843127881575047	-0.516009430668116
0.257234122177265	0.0000489479493958921	0.351835719112593	0.00322401762361174	-0.348611701488982
0.216012160985545	0.000177365816987471	0.358786284962479	0.0222800253394423	-0.336506259623036
0.28016101895172	0.000160764107540771	0.447322044476711	0.0269043004318063	-0.420417744044905
0.323343452308513	0.000474618671429507	0.452940604956397	0.0609502156091733	-0.391990389347224
0.322274235982815	0.000116830075379374	0.347808461604294	0.0165035410578232	-0.33130492054647
0.286993515904114	0.000323148547422762	0.295851692991343	0.0375745599571145	-0.258277133034228
0.317399324274047	0.000315852782843838	0.321594205610873	0.0192281908794695	-0.302366014731404
0.29451053198508	0.000212613559996544	0.382266657094635	0.0211326980272708	-0.361133959067364
0.259439415630615	0.000380122885021076	0.282237309841741	0.0478965483564467	-0.234340761485294
0.301666560060906	0.000350103938059212	0.40459679395138	0.0402016795800616	-0.364395114371319
0.221923002786531	0.000391837627628049	0.241901701711606	0.0455567489473876	-0.196344952764218
0.19646654416225	0.0003411466613898	0.217482915956766	0.0486697041130665	-0.1688132118437
0.228061886088476	0.000308325712715546	0.475454763345483	0.0721368981360429	-0.40331786520944
0.293252775736248	0.000364850161231543	0.348713745483492	0.0636577820998456	-0.285055963383646
0.25816859542006	0.000311945380780241	0.568481718176481	0.0452949030541456	-0.523186815122335
0.278263722643126	0.000304655301687839	0.483551432255109	0.0723552531677868	-0.411196179087322
0.300775700219077	0.000218404758387029	0.402741924210627	0.0235129374237839	-0.379228986786843
0.353337436505324	0.000159941905376597	0.575753492581436	0.016599120484411	-0.559154372097025
0.490632142260483	0.0002950130737103	0.557319574131128	0.0336512687760059	-0.523668305355122
0.335540484136621	0.000427381836974197	0.377038415873686	0.0529562889500962	-0.32408212692359
0.289797781856722	0.0000622453717834077	0.277144154946472	0.00328856764575644	-0.273855587300715
0.28258002814216	0.000281110812646561	0.387550567121028	0.0257985475611597	-0.361752019559869
0.296488252168844	0.000402032271960949	0.446582078863516	0.0450376247368832	-0.401544454126632
0.220035350864712	0.000108384378427137	0.348737270561333	0.00916663266742335	-0.339570637893909
0.370583383331205	0.0000691559880991006	0.492671925735092	0.00433322530808022	-0.488338700427012
0.374679608491469	0.000207075727973701	0.361570316604604	0.014976302609683	-0.346594013994921
0.227839527404477	0.000276475101892879	0.350982595804733	0.0358196698762501	-0.315162925928483
0.390421906859324	0.000476986054909683	0.377719342738918	0.0473506025922436	-0.330368740146674
0.259775213111452	0.000111377789490484	0.439090434104651	0.010983143000784	-0.428107291103867
0.32257505974686	0.000217168980976324	0.518116594185747	0.0191294966342409	-0.498987097551506
0.335587816980179	0.000297904954551303	0.490591769498141	0.057847191321271	-0.43274457817687
0.169899501241423	0.000273264281819603	0.216420291801539	0.0343448422930098	-0.182075449508529
0.295054438368233	0.000184434997487424	0.354167184407905	0.0127180219661256	-0.341449162441779
0.199685301315589	0.000348042337878259	0.159694473118965	0.0443736243448949	-0.11532084877407
0.262272176086973	0.000302942795026086	0.294015737141783	0.0664599839424637	-0.22755575319932
0.236723032838554	0.000161644824921292	0.3444980099343	0.0183636186301459	-0.326134391304154
0.236697037867545	0.000112336908084796	0.39211274130143	0.0172202644257213	-0.374892476875708
0.390009397991189	0.000378592578806872	0.34217951167755	0.0221520008059027	-0.320027510871648
0.302771138073608	0.000468101200312947	0.368910256246756	0.0670848577854614	-0.301825398461295
0.300414250372792	0.00019821274315534	0.442892328168427	0.0259130927165202	-0.416979235451907
0.271903317819964	0.000371154260260069	0.440747011475739	0.0723855928100901	-0.368361418665648
0.34473672357443	0.000253822451238999	0.514915208949656	0.0246876063468155	-0.49022760260284
0.284195446813108	0.000298655391826371	0.381526536914698	0.0493507760284579	-0.33217576088624
0.256914785963217	0.000433997002904261	0.574460251493357	0.0729019268988845	-0.501558324594473
0.298040900854754	0.000310676186439441	0.443355298795225	0.065005951661747	-0.378349347133478
0.258225479121192	0.0000954993236580749	0.371725586237891	0.0106859836512451	-0.361039602586646
0.391213536733366	0.000133681045784284	0.322278367875028	0.00904856395906009	-0.313229803915968
0.333795344617886	0.000412898127000355	0.355186103004873	0.0459297360703866	-0.309256366934486
0.199038299081986	0.000113726595975193	0.318256987573577	0.0151587879759672	-0.30309819959761
0.209106703622104	0.000256476868325028	0.343667384724676	0.0613616976085887	-0.282305687116087
0.312814120875069	0.000693856207953209	0.407675142740775	0.122865061926163	-0.284810080814611
0.262260961951371	0.000159045779040864	0.451752441691923	0.0205390840068517	-0.431213357685072
0.241435110620178	0.00015702691192396	0.320411600090853	0.013073984568946	-0.307337615521907
0.331643246396733	0.000301684338469407	0.370866820479084	0.0210488563990626	-0.349817964080021
0.190221058197403	0.000120708600693764	0.452463445780858	0.0161125714807942	-0.436350874300064
0.270717114561683	0.000470775338340783	0.482497531150614	0.0807809853376213	-0.401716545812992
0.256500271716303	0.000480617211094844	0.18334395587044	0.061619210624609	-0.121724745245831
0.274135916798359	0.000290667761476813	0.385209655926435	0.0272029162559775	-0.358006739670458
0.259588961773496	0.000353377824179801	0.340793897501261	0.0483726822193636	-0.292421215281898
