time	diffusion_coefficient	number_of_branches
1941.16147146041	70.0584675924541	0
1941.99244999464	NA	0
1942.82342852887	NA	0
1943.6544070631	NA	0
1944.48538559733	NA	0
1945.31636413156	NA	0
1946.14734266579	NA	0
1946.97832120003	NA	0
1947.80929973426	NA	0
1948.64027826849	NA	0
1949.47125680272	NA	0
1950.30223533695	6.76141213255792	0
1951.13321387118	NA	0
1951.96419240542	NA	0
1952.79517093965	NA	0
1953.62614947388	NA	0
1954.45712800811	11.7089302872076	0
1955.28810654234	NA	0
1956.11908507657	NA	0
1956.9500636108	NA	0
1957.78104214504	24.0447163143517	0
1958.61202067927	NA	0
1959.4429992135	NA	0
1960.27397774773	NA	0
1961.10495628196	NA	0
1961.93593481619	NA	0
1962.76691335042	NA	0
1963.59789188466	76.557683658225	0
1964.42887041889	90.9456851246805	0
1965.25984895312	NA	0
1966.09082748735	NA	0
1966.92180602158	NA	0
1967.75278455581	NA	0
1968.58376309005	467.00723150118	0
1969.41474162428	NA	0
1970.24572015851	81.2311515281619	0
1971.07669869274	NA	0
1971.90767722697	19.3661552399291	0
1972.7386557612	384.122866762777	0
1973.56963429543	99.3978009907953	0
1974.40061282967	NA	0
1975.2315913639	NA	0
1976.06256989813	182.653976685876	0
1976.89354843236	167.45002704966	0
1977.72452696659	626.549635572897	0
1978.55550550082	73.2944649703743	0
1979.38648403505	214.520132818236	0
1980.21746256929	42.3763368783085	0
1981.04844110352	11.5056933931734	0
1981.87941963775	118.88253068388	0
1982.71039817198	139.659482533109	0
1983.54137670621	NA	0
1984.37235524044	37.0129277904127	0
1985.20333377468	81.2473442465434	0
1986.03431230891	64.9879497412538	0
1986.86529084314	37.957361190272	0
1987.69626937737	100.5111937014	0
1988.5272479116	84.834662441304	0
1989.35822644583	149.751888723663	0
1990.18920498006	80.4282299490647	0
1991.0201835143	404.046754376762	0
1991.85116204853	443.7454314301	0
1992.68214058276	261.435647488137	0
1993.51311911699	491.571369254454	0
1994.34409765122	441.379904352374	0
1995.17507618545	712.162585812298	0
1996.00605471968	619.638224423499	0
1996.83703325392	536.995314675507	0
1997.66801178815	420.389114563501	0
1998.49899032238	603.765812194235	0
1999.32996885661	1208.58362308307	0
2000.16094739084	1243.98353696979	0
2000.99192592507	841.232565551716	0
2001.82290445931	836.964441466788	0
2002.65388299354	1183.28612194374	0
2003.48486152777	1392.45875787984	0
2004.315840062	1399.21431425242	0
2005.14681859623	1178.43442296037	0
2005.97779713046	1260.44422727496	0
2006.80877566469	644.924186286751	1
2007.63975419893	1393.71993965976	0
2008.47073273316	1948.62088154369	0
2009.30171126739	1705.96255197596	0
2010.13268980162	1961.67284955738	0
2010.96366833585	1154.04751348073	0
2011.79464687008	1198.12141301894	0
2012.62562540431	1677.53274881834	3
2013.45660393855	2278.74877571343	3
2014.28758247278	5356.81227871292	5
2015.11856100701	5188.53064662147	6.5
2015.94953954124	5934.36611783947	9
2016.78051807547	4794.64003295882	10
2017.6114966097	1545.8935433939	3
2018.44247514394	448.840186843768	1
2019.27345367817	1161.18935631781	1
2020.1044322124	2096.56360376647	1.5
2020.93541074663	2898.53466198326	3
2021.76638928086	3275.8686837303	3
2022.59736781509	6460.32951712983	3
2023.42834634932	10767.7210225928	9
