Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpast_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpast_C	Univariate_LR_delta_R2_gpast_C
0.222819522244156	0.25831644781808	0.225790609005007	0.22938862927277	0.00359802026776265
0.30323869358435	0.338177507676609	0.251825580364646	0.244336072468909	-0.00748950789573632
0.205667273279815	0.233552173162096	0.348586858615999	0.336550340619465	-0.0120365179965344
0.198107318385253	0.221207622814308	0.343317142018877	0.345411256524496	0.00209411450561897
0.266017256220056	0.299538082450153	0.373164257482372	0.364639162738359	-0.00852509474401253
0.223004802734047	0.250243218649659	0.452085105192932	0.449681743259681	-0.00240336193325102
0.325693178625149	0.367868347475465	0.469895501528423	0.46224057826723	-0.00765492326119305
0.312788566151232	0.344703389018972	0.400137607691373	0.389707293666559	-0.0104303140248135
0.263360018296483	0.294732954776849	0.388001255005143	0.37551463905928	-0.0124866159458632
0.253337589858094	0.28972990627517	0.305782178200249	0.298359208091033	-0.00742297010921611
0.276411448712494	0.310840568447228	0.300161468778702	0.306699911021119	0.00653844224241718
0.163793104152798	0.18767262804659	0.340544575615153	0.339873363223638	-0.000671212391514409
0.21068708672015	0.234844956359636	0.382997249662793	0.360152212373472	-0.0228450372893209
0.205096837255184	0.241372806678724	0.161117493075028	0.161633136973373	0.000515643898344964
0.201199870827006	0.224954566228303	0.394514784874963	0.391010222759948	-0.00350456211501521
0.260538936296584	0.287695309973622	0.353927097924863	0.343754211916913	-0.0101728860079498
0.190867574689895	0.208206517443533	0.333128451153511	0.309210319703519	-0.0239181314499916
0.180410147012328	0.203475899558798	0.219906921992264	0.219115007667156	-0.000791914325107751
0.255426355962294	0.292332845312449	0.298627472054518	0.294055904422414	-0.00457156763210376
0.197287392065138	0.226864251158432	0.225581198976633	0.236413338697495	0.0108321397208611
0.201639024924044	0.229753555978778	0.338053924833599	0.338715420759003	0.000661495925404321
0.180680129653145	0.20635912687861	0.222518713436317	0.229668661520895	0.007149948084578
0.246080598351616	0.279730904422329	0.472562044388236	0.454644900549172	-0.0179171438390642
0.200178833629194	0.223521939315175	0.235506045078312	0.23210307838876	-0.00340296668955203
0.269880938946026	0.310650292979641	0.383265300094942	0.389268680616294	0.00600338052135152
0.180139242829934	0.205867160641813	0.171586484100425	0.169474116280002	-0.00211236782042248
0.243953345727508	0.274717197229952	0.291358036734729	0.285438352358407	-0.00591968437632284
0.247983374684704	0.282776595739853	0.271182892971096	0.269854515087623	-0.00132837788347301
0.25902912312164	0.290025394388436	0.385862743673191	0.373663474881789	-0.0121992687914014
0.258190676386045	0.28834664774955	0.303776104195299	0.309145054812636	0.00536895061733755
0.209824007476643	0.24068000199902	0.279499323142856	0.277064821789388	-0.00243450135346823
0.211241343695487	0.243412294161014	0.383919859059414	0.387021455647407	0.00310159658799314
0.244995465934506	0.275447747649574	0.342221800463975	0.322357420864303	-0.0198643795996721
0.212406899088952	0.236397289553428	0.324653368016391	0.315914114655178	-0.00873925336121256
0.296152762230786	0.339567070242763	0.412730472893574	0.42911993001154	0.0163894571179661
0.206031280547657	0.230122227462043	0.286827253460397	0.273787073210428	-0.013040180249969
0.192919142990522	0.21518607885621	0.340349651115775	0.334287431594385	-0.00606221952139008
0.217268529894743	0.249787857857867	0.368799706554374	0.372675709252576	0.00387600269820215
0.268961936374793	0.295192308669065	0.364476340200711	0.339714479851932	-0.0247618603487792
0.202543594000953	0.231161846259853	0.236151733613559	0.236189438696882	3.77050833227366e-05
0.232028090770477	0.266114665309121	0.24092683226158	0.244358195673882	0.00343136341230157
0.256829553013413	0.284393737134914	0.279460861486918	0.267042907603865	-0.0124179538830534
0.211465873314549	0.232606699901098	0.307188606072213	0.289013659175605	-0.0181749468966083
0.193986060572579	0.212631576982983	0.233934824560764	0.220367452097529	-0.0135673724632345
0.217372388602555	0.244216703161199	0.315237320301329	0.303642742735094	-0.0115945775662347
0.179934712193924	0.201789912338538	0.224288964474718	0.220532382626913	-0.00375658184780467
0.166129126384747	0.189041630639764	0.177367080306322	0.177523781076077	0.000156700769754714
0.183414410032738	0.212478455117831	0.357109990525493	0.372331947234842	0.0152219567093489
0.214642925419474	0.246768963179815	0.284415416435326	0.289824265958382	0.00540884952305565
0.235765476889799	0.268849406407391	0.538974373576413	0.530069073908742	-0.00890529966767117
0.209944538291596	0.236549664348504	0.406956290819143	0.404689468083287	-0.00226682273585643
0.233337623005543	0.263242034034033	0.333720817413073	0.330841261220728	-0.00287955619234426
0.281084677191373	0.316620150560485	0.46488923643515	0.430560495316816	-0.0343287411183343
0.37487579716325	0.425801153815744	0.429879352186057	0.431224814322489	0.00134546213643183
0.263748099475411	0.297444452167122	0.339247272064378	0.332728305661791	-0.00651896640258764
0.220981228671124	0.248765784209224	0.216842294720352	0.211116552623575	-0.00572574209677734
0.22024732656777	0.249269128860687	0.331950054504101	0.335797668316799	0.00384761381269766
0.239251232648356	0.271410254039241	0.373276718942098	0.37434505495556	0.00106833601346118
0.229548574240751	0.256978365393588	0.379035292163742	0.369080240120156	-0.00995505204358699
0.268206167264813	0.298299237569962	0.381251202024942	0.355850650964146	-0.0254005510607964
0.2848875578817	0.322257558456796	0.291753496388956	0.278920171546406	-0.0128333248425507
0.167877490337337	0.194497995159628	0.285655277571106	0.289338578149302	0.00368330057819533
0.320386189329167	0.359364660495477	0.31513640709585	0.297059054945153	-0.018077352150697
0.187798072898109	0.214093183922837	0.35037866682321	0.346771005437285	-0.00360766138592444
0.240182755564461	0.278315000960141	0.405881069958382	0.41601960586582	0.0101385359074374
0.237115674083162	0.26130596822897	0.374696809338991	0.360256964582802	-0.0144398447561885
0.146454929562371	0.166111178563143	0.197883217055999	0.197139621219014	-0.000743595836985217
0.204459721141792	0.232333495766017	0.264640227175977	0.252762879057903	-0.011877348118074
0.176855149231057	0.196937151878417	0.176388633541358	0.169837431667553	-0.00655120187380587
0.177930168023543	0.209786704811977	0.217822114114552	0.22720636284586	0.00938424873130753
0.184740446488914	0.213770506512001	0.290424205338617	0.28764823516563	-0.00277597017298642
0.218383892309887	0.245878056747454	0.36905611801325	0.373837299222874	0.00478118120962395
0.331058115474386	0.368181284888001	0.305403533804577	0.29097825577774	-0.0144252780268376
0.226509123719329	0.250368651540863	0.296148230478894	0.291295547261598	-0.00485268321729626
0.256569911503551	0.289333558821151	0.400870862865342	0.388669326053119	-0.0122015368122229
0.215572864145086	0.237448167662815	0.375663066856621	0.356623690300892	-0.0190393765557291
0.265001766795531	0.299138256749704	0.416688327579464	0.406299951770252	-0.0103883758092116
0.212695326546727	0.239482014813684	0.30772664342743	0.294642230586039	-0.0130844128413912
0.223156575126236	0.259227374446362	0.510665076616354	0.498426642763692	-0.0122384338526619
0.217057209772791	0.251681186612814	0.335122734599639	0.346206614837269	0.0110838802376295
0.218660779852592	0.241964290654359	0.322847896914338	0.309096809700543	-0.013751087213795
0.275818064093814	0.306698086429819	0.240004119704913	0.228780445366174	-0.0112236743387394
0.244070408196603	0.269751927615989	0.279615339155121	0.26770160319324	-0.0119137359618812
0.182109855758879	0.207952867403035	0.307519095655317	0.316335820374376	0.00881672471905942
0.181152648543087	0.210845558212096	0.286809759606973	0.300750647239382	0.0139408876324088
0.246498786766735	0.280605202202283	0.349650740465462	0.351482463934991	0.00183172346952892
0.219743240129023	0.250559238194917	0.391451138493332	0.379108634745647	-0.0123425037476851
0.189692625288812	0.214918552893491	0.272504010882626	0.264923972611204	-0.00758003827142151
0.260599408411358	0.296128328200138	0.313878215861824	0.312336327060046	-0.00154188880177808
0.16906711314208	0.195156134630126	0.403680516064048	0.410828208792561	0.00714769272851279
0.196138361639848	0.223890150613915	0.365216662922906	0.354592347613301	-0.0106243153096054
0.199510880302591	0.228160169727656	0.162701380267353	0.169684666539621	0.00698328627226827
0.17108605712449	0.188397196892177	0.263788154726978	0.246498192061584	-0.0172899626653936
0.225725933895176	0.248973772674138	0.315847562688074	0.313993705741602	-0.00185385694647244
0.222295271800955	0.24146937412588	0.331926744610458	0.307551400970016	-0.0243753436404422
0.261051242924666	0.291147705276055	0.41266284847157	0.400544152381378	-0.0121186960901912
0.228167162972808	0.261808911491268	0.405739620601347	0.400527932405603	-0.00521168819574491
0.236507440578315	0.264736598381825	0.381168339506244	0.365921002434946	-0.0152473370712978
0.21021384109126	0.240936933245061	0.271693212493876	0.275874397983162	0.00418118548928648
0.237234984589285	0.272097555143818	0.369376270419768	0.367133200626311	-0.0022430697934569
