Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_mamms_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_mamms_R	Univariate_LR_delta_R2_mamms_R
0.500384782454601	0.00783119848697251	0.529724608852601	0.455437007752379	-0.0742876011002224
0.598734101977677	0.00977262059337788	0.310465847319546	0.290154945615876	-0.0203109017036693
0.397733803848193	0.006433947291383	0.362807603232674	0.315516871765618	-0.047290731467056
0.379702274638744	0.00586165394877671	0.39258871916929	0.323652809416122	-0.0689359097531675
0.475676014185618	0.00781944660503337	0.475778044516905	0.427332812007024	-0.048445232509881
0.481567273429568	0.00756060901017206	0.362777139823593	0.314867029428972	-0.0479101103946202
0.426731519872568	0.00649589728524635	0.456431413562904	0.36888739968368	-0.0875440138792242
0.402994589428909	0.00693363323339892	0.375760211549618	0.339757346744157	-0.0360028648054606
0.556105674539595	0.00932560824200991	0.543590561639994	0.506969767872517	-0.0366207937674771
0.485652799017552	0.00814913574197101	0.532394677901439	0.488703622275457	-0.0436910556259824
0.389239481185579	0.0060559482988249	0.420633095893462	0.365952088520475	-0.0546810073729866
0.406869850896763	0.00698007041004333	0.523663905674913	0.489067037667298	-0.034596868007615
0.724099687231873	0.0118686578513717	0.439337421967761	0.40696293733038	-0.0323744846373803
0.69184430446921	0.0110349068130302	0.441242287796801	0.38922679003877	-0.0520154977580315
0.406754153301763	0.00645049028830335	0.338779133681712	0.285078063475307	-0.0537010702064051
0.622013404250828	0.00908690181771722	0.386967759624676	0.257797115298352	-0.129170644326324
0.4644906836007	0.00837756730103822	0.616330709938815	0.518990336486706	-0.0973403734521088
0.474161031452312	0.00852959268452116	0.365748978641581	0.339275930541761	-0.0264730480998201
0.484134689476405	0.00786302309877069	0.404365580607366	0.365150848846544	-0.0392147317608221
0.406192443450864	0.00662581555769069	0.410402333426672	0.351444828932146	-0.0589575044945267
0.431673433897665	0.00678460295103198	0.481153094265713	0.355265450396064	-0.125887643869648
0.435906408808703	0.0073025479160651	0.578256834263428	0.517317387094268	-0.0609394471691597
0.482186160281811	0.00774528580351962	0.463957806884237	0.41154242777255	-0.0524153791116873
0.35047244626973	0.00567596406974232	0.450195550687902	0.416383761623883	-0.0338117890640195
0.456026497921207	0.00698987426910735	0.411078775608758	0.333088973675633	-0.0779898019331251
0.498496156873473	0.00790071398436073	0.368703749461164	0.332185833012536	-0.0365179164486283
0.429520856533532	0.00701174162841473	0.469670388365547	0.433938888650791	-0.0357314997147554
0.549097979092012	0.00879749224010508	0.458935834449754	0.406183151990491	-0.0527526824592631
0.393824641263865	0.0065269546749076	0.336190937411826	0.320198276292238	-0.0159926611195881
0.363273053838869	0.00566961331494057	0.432840580789488	0.375437664464795	-0.0574029163246928
0.40823964259397	0.0064950835886967	0.421260825303892	0.379660945398215	-0.0415998799056775
0.362557138031507	0.00574268726907836	0.39535641686789	0.35331947225142	-0.0420369446164698
0.350429342803703	0.00569674828967172	0.408250401668753	0.344994925577501	-0.0632554760912521
0.38654895135973	0.00619180548572152	0.468821021312595	0.401878171753833	-0.0669428495587615
0.350262757682986	0.00539747465677919	0.426564492835173	0.346904964837021	-0.0796595279981519
0.384003525015585	0.00619696519125535	0.460603493204345	0.386771591027392	-0.0738319021769535
0.782976204893794	0.0124255260070162	0.517983684916841	0.362732967274198	-0.155250717642643
0.429921587824571	0.00700983170068691	0.42763785839022	0.382292815381887	-0.0453450430083334
0.601550419709332	0.00900082113425905	0.271673010477295	0.211298247932366	-0.060374762544929
0.437938487407643	0.00682750528881228	0.350973545675491	0.2718230653818	-0.0791504802936908
0.463057526076243	0.00770568838688155	0.49810171486629	0.475723466511733	-0.022378248354557
0.570633711838618	0.00971131120717279	0.367523319253551	0.349821469841321	-0.0177018494122299
0.471344825821115	0.00821102968528444	0.504167203690353	0.485251737825245	-0.0189154658651079
0.291484590419602	0.0044792610169671	0.278041608887947	0.218596470816632	-0.0594451380713155
0.349076385844539	0.00537707230287368	0.328629981761808	0.262475267866215	-0.0661547138955926
0.352169866054658	0.00560116782202492	0.423838106044178	0.351430945712552	-0.0724071603316266
0.637857495274072	0.0110477910654497	0.306167313362339	0.284896759207542	-0.0212705541547974
0.518247310515415	0.0084701629797155	0.408857281480034	0.377835684456284	-0.0310215970237498
0.458480056801202	0.00771274111644772	0.344433985112679	0.321690625571007	-0.0227433595416717
0.595715418574304	0.00976272163882091	0.466525849208692	0.430861239158311	-0.0356646100503807
0.425908958064217	0.00710515084849322	0.492623525085882	0.463038488213824	-0.0295850368720585
0.365895239883394	0.00570921521793241	0.436113431006194	0.36584036020833	-0.0702730707978643
0.523599875767326	0.00876335393305998	0.371771529138599	0.353009985932666	-0.0187615432059334
0.592195918894034	0.00819794439260981	0.48605633152856	0.253100767834597	-0.232955563693963
0.433339764031122	0.00694948200821937	0.295232197681011	0.261815024226229	-0.0334171734547818
0.41790951774112	0.00680552264736019	0.528077663948426	0.460534130465406	-0.06754353348302
0.425658940868453	0.0068528268716297	0.32385053316737	0.293205412735501	-0.0306451204318685
0.5183700882234	0.00880602526969271	0.443814065198077	0.416673976308039	-0.0271400888900378
0.614880193416137	0.0101083224088639	0.431971863847771	0.391324768312851	-0.0406470955349196
0.624781515668878	0.0101696957197756	0.328097817182146	0.283201151552047	-0.0448966656300993
0.492453529719684	0.00791858330341849	0.544958969249247	0.476318576344898	-0.0686403929043484
0.638426167714997	0.010132964273335	0.464959786668546	0.35022533456982	-0.114734452098725
0.513830948050231	0.00818177784945407	0.544148933071556	0.416882950048006	-0.127265983023551
0.421179212400409	0.00657437654128257	0.234546411804383	0.199827225392321	-0.0347191864120618
0.539746120624576	0.00936414786554039	0.503260395367419	0.478766928572453	-0.024493466794966
0.34639660261548	0.00532710193164009	0.387718135533337	0.316491312643694	-0.0712268228896428
0.359748207175915	0.00629573348329139	0.422808190547482	0.421066045822118	-0.00174214472536371
0.529668199950621	0.00849893651981449	0.393083571618718	0.364615000508239	-0.0284685711104788
0.503836443891332	0.00827286627192273	0.349344634254206	0.317881621058361	-0.0314630131958452
0.445307776366745	0.00716041646740235	0.357470915775356	0.323107307021648	-0.0343636087537082
0.50884391058068	0.00852716243581267	0.523446213188807	0.50349994658879	-0.0199462666000166
0.67850646384122	0.0112346994941814	0.378321932931629	0.366800364894306	-0.0115215680373227
0.334359137556116	0.00529670609703465	0.360191090554627	0.325181729175797	-0.0350093613788303
0.472803191465967	0.00809316244725449	0.441837458465318	0.418086203348604	-0.0237512551167144
0.50236130566053	0.00816720358002613	0.603832337228195	0.489255933839728	-0.114576403388467
0.460086833679272	0.00741506174749043	0.551333522374054	0.497349061484523	-0.0539844608895316
0.391380053180398	0.00615591381030255	0.428815700396346	0.396591958506929	-0.0322237418894168
0.342679472505684	0.00549728711184378	0.334598880793557	0.289900836317608	-0.0446980444759495
0.5275852124373	0.00823457588616087	0.417158343587525	0.359133977618768	-0.058024365968757
0.455251986664696	0.00700894276840792	0.285588959479963	0.232576881427337	-0.0530120780526268
0.584060532421462	0.00970563370378405	0.355745791257498	0.320613141553508	-0.0351326497039894
0.389236929323781	0.00645180435968159	0.420850774510451	0.395526136439657	-0.0253246380707945
0.420039594786873	0.00653838382629507	0.47948357380304	0.420714043114986	-0.0587695306880546
0.488550608495617	0.00803449486221935	0.466594559314174	0.423207327413678	-0.0433872319004962
0.453982331995129	0.00758961815756458	0.441314082723752	0.402225537688845	-0.0390885450349068
0.462943053530376	0.00770710434833518	0.328487144577526	0.301981421123869	-0.026505723453657
0.567516528937125	0.00943935103107423	0.406199501875677	0.392232333475681	-0.0139671683999965
0.42945382695097	0.00717203981518121	0.528035352090369	0.494908213576057	-0.0331271385143124
0.714851037671424	0.0116274577889385	0.453218623797789	0.436514537453605	-0.0167040863441839
0.435837006556497	0.00688261639523708	0.364510317224136	0.326616632660924	-0.0378936845632125
