Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_cul_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_cul_veg_C	Univariate_LR_delta_R2_cul_veg_C
0.509348634063282	27.7196431746939	0.501592752472326	0.509557924582874	0.00796517211054737
0.161277939848129	0.413775224294777	0.128795083744666	0.0138635694969262	-0.11493151424774
0.315069315823578	21.4971531591263	0.171460156214606	0.180728656208063	0.00926849999345658
0.181228010384823	13.2011181679542	0.194462916269028	0.228085243233562	0.0336223269645333
0.0807262044704342	5.70368052259227	0.0155085973033488	0.0191890312725112	0.00368043396916241
0.264527871520785	2.8205390703123	0.335467567228521	0.484327323039013	0.148859755810492
0.351783052979205	19.741167020784	0.392980579391446	0.437630635574758	0.0446500561833125
0.266439706225198	16.9972107710766	0.307177978213235	0.317047426889736	0.00986944867650108
0.200535996575834	15.9812711707816	0.129583487887477	0.191198466279459	0.0616149783919821
0.285993986073786	20.4255129217161	0.414382956180605	0.477186587141146	0.0628036309605413
0.389843653990515	22.748170286335	0.233513714640596	0.313145482126302	0.079631767485706
0.28978942822516	17.0750948499109	0.0860889049763043	0.100430978291952	0.0143420733156476
0.203299055438912	14.3345867751976	0.160772201373582	0.206934206332187	0.0461620049586056
0.246282500717424	18.1656609401597	0.213465450274872	0.286110430374367	0.0726449800994954
0.228643762567207	16.7692206966338	0.156573133785999	0.1791179699674	0.0225448361814009
0.0951818943085608	3.82336000044069	0.0173173966451589	0.0739638739963414	0.0566464773511824
0.325869211709431	21.2065026122011	0.477480433085215	0.492257003213638	0.0147765701284225
0.329931354673836	5.4912657592199	0.263121542323268	0.289756717084815	0.0266351747615466
0.357355679266791	20.2060790902952	0.72968425213064	0.727497283050961	-0.00218696907967908
0.0595397877392208	3.82224204849247	0.0182528021468278	0.0178029570623315	-0.000449845084496334
0.258026002031862	15.6608761313746	0.144083455553165	0.149847217700865	0.00576376214769969
0.287675192226792	17.8898321346183	0.570973876532829	0.594112346267708	0.0231384697348792
0.458449070804559	24.1335046168598	0.548233437375058	0.536491942605244	-0.0117414947698147
0.216714014042273	15.858250682425	0.159776713300561	0.257316495840613	0.0975397825400521
0.543467409014854	34.560510953112	0.353862621749971	0.394592791312284	0.0407301695623125
0.532350643706609	32.9074660974255	0.474401068708889	0.524383242170577	0.0499821734616882
0.0956356568589826	8.93666828872962	0.0352525975724388	0.0713261832404686	0.0360735856680298
0.410587611235948	29.6084488700785	0.460330754989065	0.495138975180917	0.0348082201918514
0.45643201535401	21.7695828478955	0.347806990861149	0.310589551098026	-0.037217439763123
0.2267030072019	15.4236208129399	0.152422384347048	0.191831507575489	0.0394091232284408
0.272262424192691	23.2950986350471	0.179146411499781	0.313524285151263	0.134377873651483
0.169519492866542	15.4967185866825	0.0629110608516909	0.136269689707788	0.0733586288560972
0.205512425829247	12.5271425357107	0.0271402170780602	0.0442914644776368	0.0171512473995766
0.411730807170089	22.4677538710429	0.573260957959234	0.586810834174372	0.0135498762151375
0.742662107165122	10.4950759732232	0.632117567918354	0.831034435890044	0.19891686797169
0.253939159458204	14.0831892050048	0.0630191665679134	0.0708128776855464	0.00779371111763308
0.205016294734511	2.44948518038421	0.112754797957632	0.0146142811706064	-0.0981405167870254
0.288165709335759	19.3992611413583	0.179372333072955	0.255409570198075	0.07603723712512
0.318677493092491	18.554167706629	0.345777667103719	0.330813376874728	-0.0149642902289911
0.337823212762906	21.6901958874735	0.194656666488565	0.243363125350904	0.0487064588623397
0.512546259455603	33.0758410779545	0.236034445797476	0.365719111229065	0.129684665431589
0.465287785152358	28.8259899341143	0.474044921078902	0.543992250120443	0.0699473290415412
0.179382993457596	17.4900599585492	0.0586173811693954	0.156127868456495	0.0975104872870995
0.527047809155911	5.15841901202011	0.366630750289874	0.312094691869193	-0.0545360584206809
0.257420569318673	12.686406010388	0.297651367200353	0.212184390580546	-0.085466976619807
0.288293723783326	16.6172694689959	0.0828206745148953	0.102930463107337	0.0201097885924422
0.28465415537388	17.1697717289789	0.11248343066316	0.12093298634747	0.00844955568431024
0.125700427714017	5.13236513245454	0.065873302570368	0.720694509895205	0.654821207324837
0.292531297135728	21.7406737779089	0.389610179216604	0.453940525639132	0.0643303464225286
0.459422156617499	28.2581838570247	0.43399152296117	0.614437781226766	0.180446258265596
0.250925461615483	13.5021750224402	0.274639844389712	0.25752942574875	-0.0171104186409619
0.218539362889769	8.07062074366596	0.11329977928515	0.193852510499248	0.0805527312140973
0.379183007871704	2.84111970365228	0.45503270320628	0.198464133486963	-0.256568569719317
0.312295425742977	22.509501486774	0.278578059648626	0.335878623639557	0.0573005639909313
0.187279851952955	13.5534602508805	0.248456006330683	0.28854175802272	0.0400857516920369
0.386742593527444	24.0118079385477	0.559847042504585	0.621392386965037	0.0615453444604521
0.0816354334142884	8.07749207243389	0.0372522299117817	0.446293520465595	0.409041290553814
0.205162809255206	13.0738903352587	0.127003939374187	0.13656432959571	0.00956039022152377
