Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_mamms_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_mamms_C	Univariate_LR_delta_R2_mamms_C
0.151037596253434	7.47401317364678	0.388325426211782	0.336087635830465	-0.0522377903813162
0.142351138918963	7.58244459044956	0.436539917974483	0.405938630853793	-0.0306012871206901
0.15061894103494	7.93191371656257	0.331484844169957	0.296867836601367	-0.0346170075685903
0.149109501396845	8.56825497082188	0.391100929521009	0.398436005554606	0.00733507603359673
0.138266030192787	7.70696305762393	0.356658123281561	0.338135893461726	-0.0185222298198351
0.134413272461843	6.51939173714312	0.330923808029505	0.275473135362627	-0.0554506726668782
0.155307271787103	8.17004093738628	0.310004758301913	0.272676794533181	-0.0373279637687318
0.119355114818103	7.01950220469901	0.400810233416745	0.414181064458303	0.0133708310415581
0.174478796573689	9.56848739598315	0.381230953168027	0.363979862729078	-0.0172510904389482
0.141288382665203	7.77969876899657	0.460137053713518	0.430515802233577	-0.0296212514799409
0.124977933278092	6.44020458705439	0.312145938476485	0.28204305443665	-0.0301028840398347
0.185951839082199	10.5496479986364	0.451731478046589	0.437295743653402	-0.0144357343931873
0.168564799701209	9.16279588334113	0.377600859698911	0.355955948887325	-0.021644910811586
0.14135447652732	7.79931672313093	0.413702606823832	0.401074002540847	-0.0126286042829857
0.134935570076318	7.73983930772569	0.419738184440104	0.411091012982145	-0.00864717145795918
0.130515677604834	7.47911819246866	0.397665040346926	0.387952583169869	-0.00971245717705721
0.118385804491202	5.83094706206911	0.339165400049451	0.278654588202847	-0.0605108118466036
0.127284746478565	7.32330682572495	0.476114711898614	0.459824519534544	-0.0162901923640698
0.131660802094227	7.31723889024739	0.384057067358761	0.352549262894462	-0.0315078044642995
0.111963322227191	6.25410494696771	0.3062869797441	0.302086305073208	-0.00420067467089291
0.149408681848003	8.26651642882503	0.447118584520673	0.422708762717903	-0.0244098218027704
0.13640914292868	7.77522245951075	0.456014578378146	0.469386085094618	0.0133715067164716
0.143259365536412	7.97425518264349	0.33308702249657	0.310937912804718	-0.0221491096918517
0.0889051014579	5.21066151125046	0.266434951177938	0.280775799618287	0.0143408484403498
0.131796710628302	6.39348666856139	0.412682574149289	0.39001894011118	-0.0226636340381093
0.115786231625102	6.4694718570465	0.410285761144215	0.391096447950927	-0.0191893131932878
0.163143613161208	8.78759499368868	0.473531814679412	0.424931832004234	-0.048599982675178
0.13198902519245	7.55556847738876	0.313350476519462	0.31008992728078	-0.00326054923868141
0.164516550807871	9.0461579334554	0.398229545449678	0.380661288422924	-0.0175682570267537
0.128529485068277	7.49040653035533	0.308367486609988	0.309606609374381	0.0012391227643927
0.116678355444994	6.40182800732739	0.24522814058283	0.268859140727845	0.0236310001450148
0.138825719796921	7.58954083556514	0.389492704390551	0.360511778458418	-0.0289809259321324
0.147276902921486	8.10500612575419	0.431945154610262	0.405357764287902	-0.0265873903223593
0.130123660943006	7.22730208793656	0.377802715056061	0.346748720638665	-0.0310539944173955
0.128381053985146	6.79333825668648	0.418256084433854	0.402304108995912	-0.0159519754379421
0.129341129764886	6.60193258081804	0.443109278248909	0.397869292663689	-0.0452399855852198
0.140733327238492	8.00802415173215	0.556004129907417	0.527142687485953	-0.028861442421464
0.129607834256173	7.04596131203423	0.409368574888041	0.388853756717093	-0.0205148181709476
0.137703504654396	7.5428496735637	0.410167750547781	0.403589821195053	-0.00657792935272833
0.104801394527245	6.06034921659318	0.287285254424253	0.292776300748942	0.00549104632468916
