Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_C	Univariate_LR_delta_R2_wetland_new_C
0.502615625353224	0.588789936767895	0.495414540530478	0.506246663246534	0.0108321227160562
0.157329486545172	0.113853833859173	0.116260839895008	0.0542180416761539	-0.0620427982188544
0.315069315823578	0.316630913763175	0.171460156214606	0.143832142508424	-0.0276280137061823
0.181228010384823	0.171052083054979	0.194462916269028	0.15499634277021	-0.0394665734988188
0.0807262044704342	0.0448539329680323	0.0155085973033488	0.00390757986956106	-0.0116010174337877
0.154742346315225	0.163208445848812	0.185737290701835	0.172035441757539	-0.0137018489442955
0.350386822325526	0.351363094600484	0.393018419479825	0.309301999538035	-0.0837164199417902
0.261259206952573	0.274989550766323	0.301004583004271	0.25721853637002	-0.0437860466342517
0.200535996575834	0.15942182875338	0.129583487887477	0.070568638740655	-0.0590148491468217
0.285993986073786	0.302107346138517	0.414382956180605	0.406057954591594	-0.00832500158901128
0.366780845373359	0.392844779401353	0.622652883242863	0.570461873931576	-0.052191009311287
0.285485590746529	0.271811437325156	0.0851632923233976	0.0571448719380818	-0.0280184203853158
0.199802355224424	0.172697384554693	0.15796096300898	0.0996768834633877	-0.0582840795455919
0.246282500717424	0.241402496505764	0.213465450274872	0.178745046481416	-0.0347204037934562
0.228643762567207	0.20014403607011	0.156573133785999	0.0989869342880689	-0.0575861994979304
0.0324646383289867	0.0136869049931186	0.00220636834254407	0.000363581889195206	-0.00184278645334887
0.323198586080895	0.367829562768206	0.478674746642699	0.459692360669538	-0.0189823859731616
0.277750269891254	0.302462731075667	0.852012470688883	0.838771912111902	-0.0132405585769806
0.35658881271521	0.410356340000384	0.728633580263212	0.668370996957031	-0.0602625833061812
0.0595397877392208	0.0529530281453415	0.0182528021468278	0.0124987301929806	-0.0057540719538472
0.314630516491892	0.323903382103847	0.355835360546975	0.296396798188154	-0.0594385623588214
0.287675192226792	0.305680256797918	0.570973876532829	0.496026943167649	-0.07494693336518
