Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_C	Univariate_LR_delta_R2_wetland_combine_C
0.222819522244156	0.231225478865092	0.225790609005007	0.221383101961202	-0.00440750704380505
0.30323869358435	0.312419949686763	0.251825580364646	0.253489022837801	0.00166344247315564
0.205667273279815	0.219955029374068	0.348586858615999	0.360457792054654	0.0118709334386548
0.198107318385253	0.200927340059983	0.343317142018877	0.334663579856237	-0.00865356216263963
0.266017256220056	0.284792459069129	0.373164257482372	0.387621201097685	0.0144569436153134
0.223004802734047	0.229228033042494	0.452085105192932	0.437514030443646	-0.0145710747492859
0.325693178625149	0.333476506071566	0.469895501528423	0.460498851632112	-0.00939664989631067
0.312788566151232	0.320451933704963	0.400137607691373	0.407483781963017	0.00734617427164463
0.263360018296483	0.270707938330374	0.388001255005143	0.381142443726713	-0.00685881127843008
0.253337589858094	0.27294264198916	0.305782178200249	0.311985402334383	0.00620322413413416
0.276411448712494	0.279023906673968	0.300161468778702	0.291871584541002	-0.00828988423769972
0.163793104152798	0.171462558546996	0.340544575615153	0.350467828413265	0.00992325279811196
0.21068708672015	0.220251078855616	0.382997249662793	0.378194344748094	-0.00480290491469865
0.205096837255184	0.224004779691148	0.161117493075028	0.167350193781891	0.00623270070686296
0.201199870827006	0.206982021499536	0.394514784874963	0.393203350949575	-0.00131143392538813
0.260538936296584	0.267043861911633	0.353927097924863	0.355625736774209	0.00169863884934651
0.190867574689895	0.19460608870914	0.333128451153511	0.326053204787717	-0.00707524636579382
0.180410147012328	0.186066199626404	0.219906921992264	0.220735485012258	0.000828563019994594
0.255426355962294	0.262543277832492	0.298627472054518	0.293849324656679	-0.00477814739783838
0.197287392065138	0.210107399445177	0.225581198976633	0.235447054483932	0.00986585550729877
0.201639024924044	0.207565497140436	0.338053924833599	0.337215724236035	-0.000838200597563898
0.180680129653145	0.185259124481232	0.222518713436317	0.221582193921919	-0.000936519514398104
0.246080598351616	0.253409112110872	0.472562044388236	0.461841407573212	-0.0107206368150244
0.200178833629194	0.210121548205529	0.235506045078312	0.2437360136863	0.00822996860798728
0.269880938946026	0.295065903191068	0.383265300094942	0.396067319644844	0.0128020195499021
0.180139242829934	0.187911910659797	0.171586484100425	0.172577410948533	0.000990926848108004
0.243953345727508	0.252128965555427	0.291358036734729	0.291551245157224	0.00019320842249404
0.247983374684704	0.262927038393708	0.271182892971096	0.27601275433456	0.00482986136346314
0.25902912312164	0.268095759968308	0.385862743673191	0.384635223805798	-0.00122751986739239
0.258190676386045	0.267240134055923	0.303776104195299	0.306610433169028	0.00283432897372987
0.209824007476643	0.215979408623432	0.279499323142856	0.275181831903399	-0.00431749123945752
0.211241343695487	0.21739649254796	0.383919859059414	0.3883602907597	0.00444043170028613
0.244995465934506	0.25089850779603	0.342221800463975	0.329603290626391	-0.0126185098375836
0.212406899088952	0.220561458003963	0.324653368016391	0.319035262362589	-0.00561810565380172
0.296152762230786	0.314527681556083	0.412730472893574	0.416812060001061	0.00408158710748763
0.206031280547657	0.207744169138283	0.286827253460397	0.276432971381035	-0.0103942820793625
0.192919142990522	0.200154316368532	0.340349651115775	0.341515061866817	0.00116541075104121
0.217268529894743	0.227645064161276	0.368799706554374	0.371748875514574	0.0029491689601997
0.268961936374793	0.276515262977348	0.364476340200711	0.358418986028164	-0.00605735417254666
0.202543594000953	0.215114711716688	0.236151733613559	0.23719061825365	0.00103888464009066
0.232028090770477	0.243569894041291	0.24092683226158	0.246506017880814	0.00557918561923398
0.256829553013413	0.26968718286114	0.279460861486918	0.290057386904008	0.0105965254170893
0.211465873314549	0.218041853978521	0.307188606072213	0.300177414143961	-0.0070111919282525
0.193986060572579	0.201235609370347	0.233934824560764	0.237852269821643	0.00391744526087956
0.217372388602555	0.223123843317008	0.315237320301329	0.30663360333343	-0.00860371696789836
0.179934712193924	0.181320240680498	0.224288964474718	0.211855243800881	-0.0124337206738371
0.166129126384747	0.16937314584979	0.177367080306322	0.174534953542591	-0.00283212676373051
0.183414410032738	0.203929187379315	0.357109990525493	0.38203875366084	0.0249287631353464
0.214642925419474	0.230216270857687	0.284415416435326	0.302121234720747	0.0177058182854211
0.235765476889799	0.246527886596015	0.538974373576413	0.537308047308256	-0.00166632626815755
0.209944538291596	0.212705110931943	0.406956290819143	0.399233249346357	-0.00772304147278602
0.233337623005543	0.239961400800287	0.333720817413073	0.328869495183748	-0.00485132222932472
0.281084677191373	0.292782612889893	0.46488923643515	0.45536603020474	-0.00952320623040964
0.37487579716325	0.390132333600619	0.429879352186057	0.427360009965207	-0.0025193422208506
0.263748099475411	0.276660895725227	0.339247272064378	0.337040576171584	-0.00220669589279476
