Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gsecd_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gsecd_R	Univariate_LR_delta_R2_gsecd_R
0.500384782454601	0.355251310553289	0.529724608852601	0.537734850740032	0.00801024188743127
0.598734101977677	0.43314329968742	0.310465847319546	0.330707252625418	0.0202414053058719
0.397733803848193	0.279350944720372	0.362807603232674	0.359637361817784	-0.00317024141489014
0.379702274638744	0.270715067850117	0.39258871916929	0.384609178482839	-0.00797954068645074
0.475676014185618	0.355326489647671	0.475778044516905	0.509164577435396	0.0333865329184911
0.481567273429568	0.346336413843396	0.362777139823593	0.37783061238204	0.0150534725584474
0.426731519872568	0.311269275519961	0.456431413562904	0.470203663877714	0.0137722503148093
0.402994589428909	0.289505724135565	0.375760211549618	0.383784988947446	0.00802477739782814
0.556105674539595	0.394594022207939	0.543590561639994	0.548996040309493	0.00540547866949892
0.485652799017552	0.339898950845681	0.532394677901439	0.525590067337755	-0.0068046105636842
0.389239481185579	0.273578666328887	0.420633095893462	0.42137845859223	0.000745362698767849
0.406869850896763	0.293882518309346	0.523663905674913	0.533453780283006	0.00978987460809266
0.724099687231873	0.523756785124395	0.439337421967761	0.469041022152424	0.0297036001846638
0.69184430446921	0.498379102399867	0.441242287796801	0.45874348347102	0.0175011956742188
0.406754153301763	0.302987467660856	0.338779133681712	0.363051937086881	0.024272803405169
0.622013404250828	0.455524863258507	0.386967759624676	0.390573321008004	0.00360556138332863
0.4644906836007	0.338961770086397	0.616330709938815	0.634809622457416	0.018478912518601
0.474161031452312	0.346381633560183	0.365748978641581	0.37768105771431	0.0119320790727291
0.484134689476405	0.34707000815575	0.404365580607366	0.418398904949993	0.0140333243426273
0.406192443450864	0.297447491769789	0.410402333426672	0.412133814746559	0.00173148131988704
0.431673433897665	0.308449374569131	0.481153094265713	0.463068789772565	-0.0180843044931479
0.435906408808703	0.320437590217753	0.578256834263428	0.58996809060578	0.0117112563423525
0.482186160281811	0.343028376826343	0.463957806884237	0.48099106475322	0.0170332578689832
0.35047244626973	0.253356284160471	0.450195550687902	0.46448291831148	0.0142873676235779
0.456026497921207	0.338241237847747	0.411078775608758	0.425672701984865	0.014593926376107
0.498496156873473	0.369224306134409	0.368703749461164	0.387604179278761	0.0189004298175968
0.429520856533532	0.303912989378584	0.469670388365547	0.464648919371674	-0.00502146899387296
0.549097979092012	0.4069944772812	0.458935834449754	0.489054860960027	0.0301190265102727
0.393824641263865	0.281982924064408	0.336190937411826	0.339155872836449	0.00296493542462295
0.363273053838869	0.255543405715636	0.432840580789488	0.422406921303576	-0.0104336594859122
0.40823964259397	0.285843500049098	0.421260825303892	0.423265874973477	0.00200504966958476
0.362557138031507	0.260601479535882	0.39535641686789	0.400484577140441	0.00512816027255125
0.350429342803703	0.253408490690133	0.408250401668753	0.407351297065348	-0.000899104603404532
0.38654895135973	0.280114427449061	0.468821021312595	0.472471900911831	0.00365087959923588
0.350262757682986	0.242393798518739	0.426564492835173	0.41565008197984	-0.0109144108553331
0.384003525015585	0.27573016654297	0.460603493204345	0.471662572954093	0.0110590797497472
0.782976204893794	0.540761100715089	0.517983684916841	0.481839534539164	-0.0361441503776769
0.429921587824571	0.31215343136882	0.42763785839022	0.441199453679926	0.0135615952897052
0.601550419709332	0.43407155692843	0.271673010477295	0.272030400289238	0.000357389811943165
0.437938487407643	0.31185825501634	0.350973545675491	0.341225427716891	-0.00974811795860064
0.463057526076243	0.332947368428424	0.49810171486629	0.520729047660025	0.0226273327937348
0.570633711838618	0.417868970687911	0.367523319253551	0.387130425879905	0.0196071066263542
0.471344825821115	0.334789010948688	0.504167203690353	0.511769239621786	0.0076020359314336
0.291484590419602	0.205303683883036	0.278041608887947	0.266810867414354	-0.0112307414735935
0.349076385844539	0.247462240863264	0.328629981761808	0.325622778349093	-0.00300720341271432
0.352169866054658	0.252129593017966	0.423838106044178	0.429994407971149	0.00615630192697064
0.637857495274072	0.475968664971574	0.306167313362339	0.339599741801908	0.0334324284395688
0.518247310515415	0.375449852355356	0.408857281480034	0.440649496161205	0.0317922146811702
0.458480056801202	0.341373103199022	0.344433985112679	0.364858801741755	0.0204248166290761
0.595715418574304	0.43043058974353	0.466525849208692	0.501067996609182	0.0345421474004897
0.425908958064217	0.314113166851004	0.492623525085882	0.513483596339726	0.0208600712538435
0.365895239883394	0.256326193327041	0.436113431006194	0.430412606731948	-0.00570082427424634
0.523599875767326	0.384344628303773	0.371771529138599	0.396139932066168	0.0243684029275692
0.592195918894034	0.417662930449878	0.48605633152856	0.430285051524794	-0.0557712800037658
0.433339764031122	0.318448511998974	0.295232197681011	0.311014150705829	0.0157819530248174
0.41790951774112	0.297304228364754	0.528077663948426	0.531508203951158	0.00343054000273202
0.425658940868453	0.312889056247944	0.32385053316737	0.339529171096283	0.0156786379289129
0.5183700882234	0.38254186039213	0.443814065198077	0.470513666714595	0.0266996015165177
0.614880193416137	0.439113631162936	0.431971863847771	0.454571681875801	0.0225998180280307
0.624781515668878	0.432556458717731	0.328097817182146	0.32038195578056	-0.00771586140158664
0.492453529719684	0.348642768489528	0.544958969249247	0.553525124775774	0.00856615552652773
0.638426167714997	0.463243345986589	0.464959786668546	0.465153361993287	0.000193575324741235
0.513830948050231	0.365166694189357	0.544148933071556	0.524032675956873	-0.0201162571146835
0.421179212400409	0.310701658123898	0.234546411804383	0.246756482239002	0.012210070434619
0.539746120624576	0.399994396802667	0.503260395367419	0.542710018391242	0.0394496230238229
0.34639660261548	0.244479020202716	0.387718135533337	0.380257777719367	-0.00746035781396981
0.359748207175915	0.262164736928257	0.422808190547482	0.435680401721868	0.0128722111743857
0.529668199950621	0.385341954485448	0.393083571618718	0.412414971553646	0.0193313999349283
