Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Ans_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Ans_C	Univariate_LR_delta_R2_Flyway_Ans_C
0.151037596253434	0.160705755981409	0.388325426211782	0.409420245646869	0.021094819435087
0.142351138918963	0.151526111658689	0.436539917974483	0.437100125785246	0.000560207810763769
0.15061894103494	0.166061889770653	0.331484844169957	0.352764425963613	0.0212795817936559
0.149109501396845	0.158638130066334	0.391100929521009	0.39201366062706	0.000912731106050779
0.138266030192787	0.142729533066543	0.356658123281561	0.362294026616595	0.00563590333503389
0.134413272461843	0.141852334905532	0.330923808029505	0.338540443263997	0.00761663523449235
0.155307271787103	0.161260368624256	0.310004758301913	0.314764498535	0.00475974023308684
0.119355114818103	0.122577630252771	0.400810233416745	0.39146373973768	-0.00934649367906493
0.174478796573689	0.181388836007547	0.381230953168027	0.384008646279241	0.00277769311121401
0.141288382665203	0.147666859695772	0.460137053713518	0.460413121539436	0.000276067825918047
0.124977933278092	0.13147045915142	0.312145938476485	0.314530168047492	0.00238422957100709
0.185951839082199	0.194127326460529	0.451731478046589	0.460914529971921	0.0091830519253317
0.168564799701209	0.176202896948493	0.377600859698911	0.379284990477962	0.00168413077905083
0.14135447652732	0.154068327582009	0.413702606823832	0.429716402376155	0.0160137955523224
0.134935570076318	0.139595164141709	0.419738184440104	0.425891053809714	0.00615286936960996
0.130515677604834	0.132639078998117	0.397665040346926	0.396813642320235	-0.000851398026691041
0.118385804491202	0.124875053963783	0.339165400049451	0.348224777488778	0.00905937743932728
0.127284746478565	0.127810956178438	0.476114711898614	0.455423537822708	-0.020691174075906
0.131660802094227	0.13403412989453	0.384057067358761	0.377301947651327	-0.00675511970743436
0.111963322227191	0.115945122557421	0.3062869797441	0.311187592098208	0.00490061235410705
0.149408681848003	0.159089503496033	0.447118584520673	0.465235217055939	0.0181166325352655
0.13640914292868	0.139980551248246	0.456014578378146	0.435724469955745	-0.0202901084224015
0.143259365536412	0.145847515427428	0.33308702249657	0.333993780657189	0.000906758160619525
0.0889051014579	0.0936944698435873	0.266434951177938	0.260905716087024	-0.00552923509091358
0.131796710628302	0.138112796375795	0.412682574149289	0.420395405975233	0.00771283182594401
0.115786231625102	0.118965150544073	0.410285761144215	0.406581868701123	-0.00370389244309233
0.163143613161208	0.170138308242003	0.473531814679412	0.477761714712115	0.00422990003270279
0.13198902519245	0.139547623200578	0.313350476519462	0.319481976188805	0.00613149966934362
0.164516550807871	0.170591674009874	0.398229545449678	0.393816901795617	-0.00441264365406069
0.128529485068277	0.132987793546042	0.308367486609988	0.316532914633295	0.00816542802330694
0.116678355444994	0.130488072035512	0.24522814058283	0.258183417632523	0.0129552770496928
0.138825719796921	0.145365830871941	0.389492704390551	0.390245591031735	0.000752886641184503
0.147276902921486	0.152508579042732	0.431945154610262	0.433182799726649	0.00123764511638691
0.130123660943006	0.132561140077279	0.377802715056061	0.374526987329208	-0.00327572772685336
0.128381053985146	0.137212720076571	0.418256084433854	0.405017974120197	-0.0132381103136572
0.129341129764886	0.138923923123168	0.443109278248909	0.461195588052165	0.0180863098032563
0.140733327238492	0.144223405170181	0.556004129907417	0.555924586030734	-7.95438766831857e-05
0.129607834256173	0.136047053237027	0.409368574888041	0.39576609393138	-0.0136024809566609
0.137703504654396	0.143357537636889	0.410167750547781	0.409687798757699	-0.000479951790082644
0.104801394527245	0.109236128463807	0.287285254424253	0.278212150013444	-0.00907310441080877
0.167174317588601	0.178123358912439	0.341025919299594	0.34982832554322	0.0088024062436261
0.12730027966483	0.136917515293188	0.334713137238643	0.343684564341387	0.00897142710274418
0.1081132237092	0.109462994379534	0.340713748996775	0.326074016256451	-0.0146397327403232
0.109772319157903	0.119943354988389	0.344956972434441	0.368883740897669	0.0239267684632276
0.10200738123783	0.109081788510728	0.303232283563617	0.309302766247859	0.00607048268424243
0.115063078355839	0.120684184840426	0.325618866620299	0.329364546926495	0.00374568030619665
0.16098771583314	0.171975034723267	0.3925870828435	0.415526124225823	0.0229390413823229
0.168508375632228	0.176050702474546	0.369860938295555	0.373590182162291	0.00372924386673612
0.115524921683664	0.127983378372221	0.283221313477317	0.30751021655435	0.0242889030770327
0.113222392683958	0.12414558612042	0.363338257183709	0.376096354692766	0.0127580975090565
0.160074317167777	0.171073049840177	0.446458916200413	0.463210129896006	0.016751213695593
0.134538909177353	0.140358595652514	0.398434881653583	0.400615236811811	0.00218035515822868
0.154685758255744	0.16463558525449	0.407572357341492	0.41703701280998	0.00946465546848713
0.131499871809474	0.144400606681337	0.350865285964987	0.37117330912126	0.0203080231562731
0.179245833509231	0.195322677276734	0.523698251731677	0.540713158189282	0.0170149064576057
0.1416152926257	0.148711467173094	0.408746925156795	0.411447807757215	0.00270088260042028
0.115175501740913	0.115338476652181	0.438280052686114	0.41326263840569	-0.0250174142804239
0.117677233389475	0.120653392670479	0.404352475520988	0.399444394904323	-0.0049080806166647
0.0871678636773959	0.090646307681779	0.256518043789323	0.253665647704198	-0.0028523960851255
0.132578063690766	0.138096333242683	0.393876286843974	0.403230982519282	0.00935469567530811
0.148361908571459	0.152688688216292	0.442696501892419	0.452632564899656	0.00993606300723687
0.133059345339793	0.132706854185146	0.381137641209691	0.362247800119931	-0.0188898410897605
0.115280887922619	0.117101119540084	0.351437997110314	0.338959516261548	-0.0124784808487658
0.183696425724865	0.19633603435347	0.499796538519041	0.52394007909035	0.0241435405713084
0.16586862579374	0.172530729530561	0.430358054294178	0.438605726501902	0.00824767220772443
0.113283955565216	0.116265103191413	0.410592867716501	0.408946669047833	-0.00164619866866783
0.15224562042628	0.155318506107008	0.345274607851177	0.33678407134223	-0.00849053650894627
0.137794486054924	0.143616781725802	0.352482759955608	0.35112661213886	-0.00135614781674726
0.123095216636265	0.123943525920927	0.331659504291989	0.307508786150338	-0.0241507181416512
0.133637220100116	0.134213139451322	0.332481498990924	0.292470562772291	-0.0400109362186332
0.122242128033875	0.12181281985584	0.318689215192691	0.308598596157944	-0.0100906190347468
0.120496163244956	0.126732832967145	0.335753214759489	0.33351803737078	-0.00223517738870821
0.13722257444532	0.145325771447487	0.452798218821597	0.443757817434296	-0.00904040138730106
0.178711881713771	0.188819041890039	0.475542436232579	0.486217499319349	0.0106750630867696
0.123322246070839	0.13411385285756	0.346661925621143	0.364676370607991	0.018014444986848
0.124279681786005	0.133337821517962	0.406775454353056	0.414548765459316	0.00777331110625951
0.135830654159284	0.138819046672178	0.425985651287653	0.419527530494436	-0.00645812079321678
0.131345193517456	0.135643721477988	0.52595737351059	0.508525129700454	-0.0174322438101364
0.112318909188853	0.119024704076009	0.330360925357459	0.337306047907033	0.00694512254957458
0.121992474558882	0.133149431265939	0.381669225304199	0.389614080521617	0.00794485521741817
0.138838712084905	0.141785322809323	0.397113191528455	0.389882171827369	-0.00723101970108564
0.13149849526972	0.13721576062639	0.33125081696619	0.328452196798647	-0.0027986201675424
0.110580113107625	0.120156301178432	0.327437118781315	0.338032727313352	0.0105956085320373
0.125707223790639	0.12990775242522	0.410386671888949	0.403993828557976	-0.00639284333097317
0.139297485914638	0.146752465937613	0.442613717073891	0.449138148462114	0.00652443138822256
0.128207177271483	0.138413680305411	0.386081536053489	0.392498153794241	0.00641661774075264
0.138352393681899	0.144703409710296	0.437551084124623	0.445981254514857	0.00843017039023403
0.156306206832949	0.159345417914728	0.496619678050381	0.494651892352049	-0.001967785698332
0.152830980422082	0.155449575687564	0.493925520665032	0.483934603308621	-0.00999091735641006
0.117340594295432	0.126607789289325	0.413595109744601	0.423099423068644	0.00950431332404272
0.134922878221597	0.140427244582231	0.408494849188798	0.406693309284796	-0.00180153990400211
0.11333203008771	0.115399643005091	0.42794490438022	0.421927520942372	-0.0060173834378478
0.133849213473766	0.138809656673662	0.372434416577617	0.381943239679554	0.0095088231019369
0.129178672334723	0.136460598046883	0.4537475173009	0.470055715504863	0.0163081982039631
0.130917784590757	0.144369673222907	0.338579693797105	0.355039438369157	0.016459744572052
0.126325944070198	0.129688718203608	0.409724282244662	0.410514719234503	0.000790436989840992
0.14417257915046	0.155267304739455	0.332801844040762	0.35629398080408	0.0234921367633172
0.139695654442077	0.148345986331661	0.375935626385541	0.37420956631997	-0.00172606006557113
0.136832968951474	0.144408073786211	0.410132866658084	0.415769070228817	0.00563620357073341
0.142736534443259	0.152927364645811	0.438231626330301	0.459018792122673	0.0207871657923716
