Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_lake_river_reservoir_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_lake_river_reservoir_C	Univariate_LR_delta_R2_lake_river_reservoir_C
0.151037596253434	0.154948959558889	0.388325426211782	0.388226849110045	-9.85771017367187e-05
0.142351138918963	0.145638782381563	0.436539917974483	0.436276160643157	-0.000263757331325831
0.15061894103494	0.155107604224991	0.331484844169957	0.327673479668719	-0.00381136450123865
0.149109501396845	0.154672307226599	0.391100929521009	0.390911985274649	-0.000188944246360567
0.138266030192787	0.145717622080108	0.356658123281561	0.359848257009843	0.00319013372828175
0.134413272461843	0.13780812357096	0.330923808029505	0.328213593022469	-0.00271021500703605
0.155307271787103	0.157993349181346	0.310004758301913	0.309566954985598	-0.000437803316314767
0.119355114818103	0.123299444453498	0.400810233416745	0.39649048357581	-0.00431974984093492
0.174478796573689	0.177864003248273	0.381230953168027	0.38339707062159	0.00216611745356365
0.141288382665203	0.145006117909501	0.460137053713518	0.462421698243223	0.00228464452970556
0.124977933278092	0.12893448170923	0.312145938476485	0.310863720012098	-0.00128221846438725
0.185951839082199	0.189146546380306	0.451731478046589	0.451711362285785	-2.01157608042402e-05
0.168564799701209	0.171866202971082	0.377600859698911	0.372152278558438	-0.00544858114047281
0.14135447652732	0.144544330327123	0.413702606823832	0.412983218803117	-0.000719388020714917
0.134935570076318	0.139328468715899	0.419738184440104	0.419488852519912	-0.000249331920192331
0.130515677604834	0.134312473764763	0.397665040346926	0.39634983111592	-0.00131520923100592
0.118385804491202	0.121808388661089	0.339165400049451	0.335330121852343	-0.00383527819710811
0.127284746478565	0.131505357971629	0.476114711898614	0.469322761067706	-0.006791950830908
0.131660802094227	0.135767329673188	0.384057067358761	0.387232086508682	0.00317501914992074
0.111963322227191	0.114886517172693	0.3062869797441	0.305179312324857	-0.00110766741924373
0.149408681848003	0.156013531796823	0.447118584520673	0.455667525747984	0.00854894122731098
0.13640914292868	0.14324758453406	0.456014578378146	0.46317002972444	0.00715545134629397
0.143259365536412	0.146959441913817	0.33308702249657	0.331923281178801	-0.00116374131776892
0.0889051014579	0.0906630775559638	0.266434951177938	0.264786785492126	-0.00164816568581139
0.131796710628302	0.135767261435426	0.412682574149289	0.411625763724864	-0.00105681042442485
0.115786231625102	0.119981317421278	0.410285761144215	0.41222951839649	0.00194375725227536
0.163143613161208	0.167704046006631	0.473531814679412	0.476729557541297	0.00319774286188451
0.13198902519245	0.135875458373428	0.313350476519462	0.314794283601171	0.00144380708170944
0.164516550807871	0.170545817639333	0.398229545449678	0.4056985116899	0.00746896624022242
0.128529485068277	0.130978150372708	0.308367486609988	0.302948434948312	-0.00541905166167672
0.116678355444994	0.121918848688239	0.24522814058283	0.249436092786155	0.00420795220332515
0.138825719796921	0.143484690284664	0.389492704390551	0.389328145429414	-0.000164558961136818
0.147276902921486	0.149568288541949	0.431945154610262	0.425502447022576	-0.0064427075876855
0.130123660943006	0.134830462764406	0.377802715056061	0.378010817695222	0.000208102639161489
0.128381053985146	0.133909965617403	0.418256084433854	0.427204307359661	0.00894822292580683
0.129341129764886	0.132785817269001	0.443109278248909	0.443214005334974	0.000104727086065348
0.140733327238492	0.145996472611884	0.556004129907417	0.553851115648939	-0.00215301425847847
0.129607834256173	0.1343910616496	0.409368574888041	0.414158938389064	0.00479036350102374
0.137703504654396	0.140083635333037	0.410167750547781	0.407819395893836	-0.00234835465394539
0.104801394527245	0.107002855331716	0.287285254424253	0.28194334891613	-0.00534190550812358
0.167174317588601	0.169282338939288	0.341025919299594	0.335674544262171	-0.00535137503742289
0.12730027966483	0.132391339518409	0.334713137238643	0.34044489713321	0.00573175989456715
0.1081132237092	0.112009116833319	0.340713748996775	0.342820634540767	0.00210688554399235
0.109772319157903	0.11400613224483	0.344956972434441	0.349478264416605	0.00452129198216361
0.10200738123783	0.104707532009525	0.303232283563617	0.300629723060228	-0.00260256050338914
0.115063078355839	0.118845289570208	0.325618866620299	0.330379781021021	0.00476091440072252
0.16098771583314	0.163671543771176	0.3925870828435	0.385231391044852	-0.0073556917986472
0.168508375632228	0.172170763716419	0.369860938295555	0.371693653486177	0.00183271519062245
0.115524921683664	0.117465370290456	0.283221313477317	0.28144853820165	-0.0017727752756666
0.113222392683958	0.118168049639754	0.363338257183709	0.363499458072176	0.000161200888466939
0.160074317167777	0.162707686229294	0.446458916200413	0.445270689426685	-0.00118822677372776
0.134538909177353	0.136579160333988	0.398434881653583	0.395861311528333	-0.00257357012524956
0.154685758255744	0.160915065033604	0.407572357341492	0.411348168390729	0.00377581104923647
0.131499871809474	0.138637805346955	0.350865285964987	0.35659473629842	0.00572945033343325
0.179245833509231	0.185211062078698	0.523698251731677	0.523691200816812	-7.05091486474796e-06
0.1416152926257	0.146243704739588	0.408746925156795	0.408411780341814	-0.000335144814980259
