Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_popcount_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_popcount_R	Univariate_LR_delta_R2_popcount_R
0.160891995436985	0.00000103400026917133	0.215220595812738	0.0499683046155446	-0.165252291197194
0.313383104481205	0.00000203730726080837	0.263360349133337	0.0696871166924305	-0.193673232440906
0.20409949230812	0.00000125541995587794	0.34900013883973	0.0634082688882215	-0.285591869951508
0.185072974192756	0.0000017800083858326	0.308172679556522	0.159316043949409	-0.148856635607113
0.268973672905209	0.00000128395708423059	0.384615622094644	0.0543921078734108	-0.330223514221233
0.225450702591245	0.00000170386670429174	0.462358664092889	0.148739749321254	-0.313618914771635
0.271833517741309	0.00000162901521030142	0.388896010536776	0.0682796426957155	-0.32061636784106
0.322649123172845	0.00000143324094699453	0.438587019875266	0.0462714872077138	-0.392315532667552
0.264655630462643	0.00000173253750649358	0.359297093286329	0.0895488367992102	-0.269748256487119
0.246053052054375	0.000000822659350978838	0.293036294445928	0.0139173420508676	-0.27911895239506
0.277362039302625	0.00000194525850269531	0.312878752172336	0.0733914788640324	-0.239487273308304
0.163793104152798	0.0000015266587740266	0.340544575615153	0.134847902848075	-0.205696672767078
0.207780797045671	0.00000150418473070033	0.382369533193768	0.105934857273305	-0.276434675920462
0.208186535089167	0.00000229325739726911	0.173606913919669	0.102995456171542	-0.0706114577481274
0.189391216098367	0.00000146654379255046	0.365715959914665	0.12001942122911	-0.245696538685555
0.260538936296584	0.00000152628955169429	0.353927097924863	0.072585030459314	-0.281342067465549
0.185989422946046	0.00000101690434817829	0.332389365562499	0.0620514507382859	-0.270337914824213
0.178630949247512	0.000000745498098297729	0.216385991607938	0.0236562868678687	-0.192729704740069
0.260855484566512	0.00000144855738432806	0.305846211210564	0.0497154494829809	-0.256130761727583
0.1845448404976	0.00000108675446365732	0.318181047822469	0.0640328194382741	-0.254148228384195
0.201639024924044	0.00000176563133233007	0.338053924833599	0.119232844427925	-0.218821080405673
0.182376199971268	0.00000154960844347112	0.236764328024651	0.0919229813717798	-0.144841346652871
0.244358630785287	0.00000195967618449229	0.483458163479415	0.103072630213123	-0.380385533266292
0.177316701735828	0.000000967507903404557	0.205663817178554	0.0375150214194504	-0.168148795759103
0.263036692463512	0.00000141176819696136	0.373614350643307	0.0501290488038603	-0.323485301839446
0.180139242829934	0.00000131932988014535	0.171586484100425	0.0616412141242416	-0.109945269976183
0.240160290796541	0.00000106317641141602	0.26979226509675	0.032502056548759	-0.237290208547991
0.247983374684704	0.000000852994547984496	0.271182892971096	0.018622526368671	-0.252560366602425
0.244811492123088	0.00000139801752873844	0.366233454479359	0.0650536095017892	-0.30117984497757
