Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_lake_river_reservoir_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_lake_river_reservoir_R	Univariate_LR_delta_R2_lake_river_reservoir_R
0.151037596253434	0.151465348048071	0.388325426211782	0.391217066006533	0.00289163979475182
0.142351138918963	0.142455586394304	0.436539917974483	0.436324331870505	-0.000215586103977816
0.15061894103494	0.150625099440265	0.331484844169957	0.331449001046574	-0.0000358431233833945
0.149109501396845	0.148825754378089	0.391100929521009	0.390703137019838	-0.000397792501171113
0.138266030192787	0.138394721775031	0.356658123281561	0.357419680315835	0.000761557034273885
0.134413272461843	0.133868667151799	0.330923808029505	0.330403707485061	-0.000520100544443736
0.155307271787103	0.155244165298847	0.310004758301913	0.309874807796089	-0.000129950505823928
0.119355114818103	0.119372950252192	0.400810233416745	0.400820999560553	0.0000107661438080719
0.174478796573689	0.174338293396364	0.381230953168027	0.380437083682024	-0.000793869486002574
0.141288382665203	0.141491516168566	0.460137053713518	0.461044494533331	0.00090744081981281
0.124977933278092	0.124797393701092	0.312145938476485	0.3114638571151	-0.000682081361385201
0.185951839082199	0.186338205414809	0.451731478046589	0.452909837234399	0.0011783591878099
0.168564799701209	0.168079827808246	0.377600859698911	0.376673708286097	-0.000927151412813798
0.14135447652732	0.141431977392888	0.413702606823832	0.413992111836033	0.000289505012200986
0.134935570076318	0.135138171060424	0.419738184440104	0.420093175587691	0.000354991147586248
0.130515677604834	0.130478115095843	0.397665040346926	0.397049956189097	-0.000615084157828405
0.118385804491202	0.118581531485725	0.339165400049451	0.339505324274416	0.000339924224964983
0.127284746478565	0.127353040688728	0.476114711898614	0.476467396966264	0.000352685067650238
0.131660802094227	0.131759007804651	0.384057067358761	0.383178534575493	-0.000878532783268104
0.111963322227191	0.112088483781317	0.3062869797441	0.306230518707775	-0.0000564610363251727
0.149408681848003	0.149182921926324	0.447118584520673	0.446572687047492	-0.000545897473181234
0.13640914292868	0.136522479517583	0.456014578378146	0.456336085034295	0.000321506656149217
0.143259365536412	0.143156053872647	0.33308702249657	0.332659721753306	-0.000427300743264247
0.0889051014579	0.0889301519684763	0.266434951177938	0.26590528336546	-0.000529667812477264
0.131796710628302	0.131807839494776	0.412682574149289	0.412763185388267	0.0000806112389779012
0.115786231625102	0.115680396600044	0.410285761144215	0.409389637648891	-0.000896123495324475
0.163143613161208	0.163117719991452	0.473531814679412	0.472903069815349	-0.000628744864062947
0.13198902519245	0.131821789910493	0.313350476519462	0.311798234172123	-0.00155224234733914
0.164516550807871	0.164042960747761	0.398229545449678	0.398328403560946	0.0000988581112678077
0.128529485068277	0.128923837662087	0.308367486609988	0.309288430141019	0.000920943531030838
0.116678355444994	0.11672646526245	0.24522814058283	0.245199830037357	-0.0000283105454726984
0.138825719796921	0.139186913353525	0.389492704390551	0.390543189007058	0.00105048461650764
0.147276902921486	0.147451372634237	0.431945154610262	0.432395453733844	0.000450299123581965
0.130123660943006	0.129968377304966	0.377802715056061	0.378716749346729	0.000914034290668331
0.128381053985146	0.128578938974278	0.418256084433854	0.419628867413176	0.00137278297932181
0.129341129764886	0.129393086662595	0.443109278248909	0.442610488137827	-0.000498790111081338
0.140733327238492	0.140912651865603	0.556004129907417	0.556063434463266	0.0000593045558486827
0.129607834256173	0.129570850338327	0.409368574888041	0.409155813146373	-0.000212761741667344
0.137703504654396	0.137719793953681	0.410167750547781	0.409961395566248	-0.000206354981533763
0.104801394527245	0.105004144548366	0.287285254424253	0.287612210694511	0.000326956270257528
0.167174317588601	0.167520193536386	0.341025919299594	0.341196971890725	0.000171052591131371
0.12730027966483	0.127427882092026	0.334713137238643	0.335012109758029	0.000298972519385765
0.1081132237092	0.108047704767331	0.340713748996775	0.339916496258316	-0.000797252738458709
0.109772319157903	0.109948764157109	0.344956972434441	0.345752574764095	0.000795602329653478
0.10200738123783	0.101565430018858	0.303232283563617	0.302378881288001	-0.000853402275615978
0.115063078355839	0.115128450572284	0.325618866620299	0.325089315886842	-0.000529550733456841
0.16098771583314	0.160975541643967	0.3925870828435	0.392547761356996	-0.0000393214865040403
0.168508375632228	0.168703852211647	0.369860938295555	0.370445423031381	0.000584484735826452
0.115524921683664	0.116352433605934	0.283221313477317	0.286313423845919	0.0030921103686018
0.113222392683958	0.113424107446653	0.363338257183709	0.36378524283393	0.000446985650220555
0.160074317167777	0.159996433757258	0.446458916200413	0.446553424347465	0.0000945081470519749
0.134538909177353	0.134555374274898	0.398434881653583	0.397836254897165	-0.00059862675641742
0.154685758255744	0.153808500973186	0.407572357341492	0.405630211770197	-0.00194214557129568
0.131499871809474	0.131579321609054	0.350865285964987	0.352557993644415	0.00169270767942864
0.179245833509231	0.179436914010639	0.523698251731677	0.524036224650973	0.000337972919296603
0.1416152926257	0.141520870824453	0.408746925156795	0.40853632198243	-0.000210603174364388
0.115175501740913	0.115326556323525	0.438280052686114	0.438622379240051	0.0003423265539374
0.117677233389475	0.117646070444827	0.404352475520988	0.405008715091984	0.000656239570995754
0.0871678636773959	0.0872641411680548	0.256518043789323	0.256225234944914	-0.000292808844408854
0.132578063690766	0.132677620483259	0.393876286843974	0.394169511357937	0.000293224513962576
0.148361908571459	0.148381430549687	0.442696501892419	0.442881174096143	0.000184672203723923
0.133059345339793	0.132937524984316	0.381137641209691	0.38023990179179	-0.000897739417901111
0.115280887922619	0.115386975985359	0.351437997110314	0.353031664911653	0.00159366780133907
0.183696425724865	0.183472954278555	0.499796538519041	0.499302449281024	-0.000494089238017026
0.16586862579374	0.165688068201138	0.430358054294178	0.429025644232628	-0.00133241006154949
0.113283955565216	0.113679676091368	0.410592867716501	0.412419366663278	0.00182649894677711
0.15224562042628	0.152283864768085	0.345274607851177	0.344921407271719	-0.00035320057945798
0.137794486054924	0.137810792742639	0.352482759955608	0.352959240086634	0.000476480131026691
0.123095216636265	0.12312532332225	0.331659504291989	0.33174790106091	0.0000883967689211951
0.133637220100116	0.133711424801972	0.332481498990924	0.332403595511542	-0.0000779034793821354
