Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_R	Univariate_LR_delta_R2_gurbn_R
0.502615625353224	0.500310685103912	0.495414540530478	0.5021311163869	0.00671657585642177
0.157329486545172	0.155311709281339	0.116260839895008	0.115471291638778	-0.000789548256230621
0.315069315823578	0.312097425562052	0.171460156214606	0.169871467458913	-0.00158868875569279
0.181228010384823	0.179718911910613	0.194462916269028	0.193437223905638	-0.0010256923633902
0.0807262044704342	0.0791597003630143	0.0155085973033488	0.0150808386925093	-0.000427758610839461
0.154742346315225	0.151218724524377	0.185737290701835	0.181793257036177	-0.00394403366565776
0.350386822325526	0.346783580616253	0.393018419479825	0.394242255982445	0.00122383650261998
0.264818063279024	0.263412703163891	0.306466938366273	0.307748356177118	0.00128141781084468
0.200535996575834	0.197405686470373	0.129583487887477	0.127258911283943	-0.00232457660353422
0.283136239915263	0.283172580795823	0.40132378456889	0.401644387343639	0.000320602774749212
0.366780845373359	0.362599641790139	0.622652883242863	0.621460346783532	-0.00119253645933115
0.285485590746529	0.281104487443677	0.0851632923233976	0.0836698436447084	-0.00149344867868925
0.198582138961266	0.195080842402635	0.156816692706287	0.155059776915448	-0.00175691579083886
0.246282500717424	0.244720617520146	0.213465450274872	0.213532111120375	0.0000666608455027196
0.228643762567207	0.224853652752903	0.156573133785999	0.154784325330745	-0.00178880845525456
0.0324646383289867	0.031066292379282	0.00220636834254407	0.00206528831413486	-0.000141080028409215
0.325869211709431	0.320373328017171	0.477480433085215	0.470575789222047	-0.00690464386316775
0.277750269891254	0.276293239086106	0.852012470688883	0.852913184956177	0.000900714267294211
0.35658881271521	0.353014209517773	0.728633580263212	0.725244610693009	-0.00338896957020374
0.0595397877392208	0.0586558821461684	0.0182528021468278	0.0178249781670623	-0.000427823979765547
0.315859147567935	0.312967810341773	0.354316368818849	0.35409843986147	-0.000217928957379043
0.287675192226792	0.28630486755807	0.570973876532829	0.571111959465511	0.000138082932681916
0.420261832380724	0.4158039018344	0.490256400178781	0.486980640436738	-0.00327575974204242
0.149132497013601	0.148067892047988	0.277103170308525	0.278807081709534	0.00170391140100945
0.541792300146225	0.537921751380382	0.353795426865937	0.352119203144275	-0.00167622372166132
0.532350643706609	0.526488561199609	0.474401068708889	0.471857622177987	-0.00254344653090116
0.0956356568589826	0.094144326132779	0.0352525975724388	0.034433016518253	-0.000819581054185801
0.410587611235948	0.405654150919401	0.460330754989065	0.457171964434176	-0.00315879055488966
0.449636862389753	0.442580842972067	0.344109334183891	0.34110066873151	-0.00300866545238088
0.2267030072019	0.222220535744832	0.152422384347048	0.150162671639121	-0.00225971270792738
0.272262424192691	0.270058823254175	0.179146411499781	0.178599864885245	-0.000546546614535598
0.169125564850087	0.167006353950953	0.0628971086323283	0.06183340707494	-0.00106370155738834
0.232163032672515	0.227002518948701	0.0384154554853648	0.037637961124037	-0.000777494361327714
0.406953939900317	0.402560155583789	0.568599561634985	0.566493602919813	-0.00210595871517283
0.337089331473337	0.333326213642646	0.415938471639318	0.41404692370184	-0.00189154793747881
0.250150185334312	0.244799108135319	0.0625533002044267	0.0614626502004942	-0.0010906500039325
0.202830817776919	0.200845808332268	0.109845456484572	0.109095727772629	-0.000749728711942579
0.284155006076386	0.277097027263326	0.177210891296207	0.173126997145063	-0.00408389415114374
0.317637021015228	0.316448476644976	0.345891871856241	0.345907771530466	0.0000158996742243844
0.33695001409723	0.334389630546506	0.195707554606502	0.197233372218398	0.00152581761189585
0.524896620694632	0.518672127320279	0.253626730777584	0.252954683341155	-0.000672047436428624
0.47236054689017	0.464900212460205	0.471043963700595	0.465430006308477	-0.00561395739211762
0.18772525074897	0.184497755189827	0.0657697600598868	0.0650401450903816	-0.000729614969505174
0.574142153865466	0.569518673770928	0.515919150649204	0.519960561891364	0.00404141124215984
0.257420569318673	0.250544847981173	0.297651367200353	0.289513491085988	-0.00813787611436434
0.238379672564856	0.237240552290395	0.0545208451450963	0.0551206165152097	0.000599771370113356
0.335142575849845	0.331391233332746	0.167094094551386	0.166465220252078	-0.00062887429930783
0.153367370637199	0.150371510836695	0.391032535200327	0.389068174957659	-0.00196436024266733
0.289894739849803	0.287867929239581	0.365660757140382	0.363396735280939	-0.00226402185944347
0.459422156617499	0.451545764237632	0.43399152296117	0.430457937735165	-0.00353358522600522
0.253276962894819	0.2482723602524	0.274697725823321	0.269423577590158	-0.00527414823316341
0.217632475534593	0.215014405491683	0.126798328864118	0.126158908634481	-0.000639420229637755
0.393190424082084	0.393001742847799	0.509900576968159	0.510699748595865	0.000799171627705597
0.312295425742977	0.311631326214271	0.278578059648626	0.280175172298173	0.00159711264954748
0.187279851952955	0.185792632592764	0.248456006330683	0.247968903888425	-0.000487102442257831
0.39512317490518	0.393999080673956	0.577863387611918	0.580836034374742	0.00297264676282327
0.0903473957934924	0.0894706527935214	0.0885795513186558	0.0884514414842642	-0.000128109834391543
0.205651369541394	0.203547133033852	0.127633393982663	0.12676434658021	-0.000869047402453083
0.518815002228753	0.510497396661332	0.466276548065556	0.460787642673048	-0.00548890539250874
0.520944929567821	0.510189524486177	0.314306475992547	0.309596766480595	-0.0047097095119516
0.181064506706852	0.179733080871592	0.293399133174725	0.29315878096438	-0.00024035221034463
0.377270517090785	0.372195537008786	0.534857010667098	0.531544019340125	-0.00331299132697271
0.210292749899526	0.205470425945788	0.117306370504001	0.115567651311574	-0.00173871919242632
0.352529762843326	0.350169627439627	0.275594616482134	0.274751722686044	-0.00084289379609026
0.327571675694138	0.325984758712385	0.533307636713373	0.531127305012772	-0.0021803317006005
0.233200568765292	0.231631032673188	0.133963699615823	0.133846455663792	-0.000117243952031054
0.480756374705909	0.473825640516351	0.53374682355326	0.534983773422139	0.00123694986887901
0.116776186103075	0.113656554354387	0.0211388264881319	0.0206395999571366	-0.000499226530995309
0.315935447005173	0.309555406748867	0.169484117342249	0.166383333049695	-0.00310078429255398
0.571964617797487	0.568606532836235	0.17944799226084	0.180115775543915	0.000667783283075318
0.38496430993838	0.381678863357384	0.158953400262828	0.157632146091452	-0.00132125417137613
0.0730607544265514	0.0714926174174029	0.0332160383420865	0.0328068798700149	-0.000409158472071611
0.207809989275962	0.203094331094806	0.449024656498236	0.442632084406085	-0.00639257209215133
