time	distance
1940.74598219329	0
1941.57696072752	0.160311596406244
1942.40793926175	0.320760644785134
1943.23891779598	0.481346754553205
1944.06989633022	0.642069535756357
1944.90087486445	0.802928599088021
1945.73185339868	0.963923555885631
1946.56283193291	1.12505401813068
1947.39381046714	1.28631959844568
1948.22478900137	1.44771991009786
1949.05576753561	1.60925456699541
1949.88674606984	1.77092318368848
1950.71772460407	1.96564539296315
1951.5487031383	2.18542423270709
1952.37968167253	2.40534750419555
1953.21066020676	2.62541481324233
1954.04163874099	2.84562576628464
1954.87261727523	3.09148773336713
1955.70359580946	3.41579858341869
1956.53457434369	3.74024545724276
1957.36555287792	4.06482795364464
1958.19653141215	4.43334135209847
1959.02750994638	4.92482743366312
1959.85848848061	5.41661247195476
1960.68946701485	5.90869558731214
1961.52044554908	6.40107590154498
1962.35142408331	6.89375253793756
1963.18240261754	7.38672462123759
1964.01338115177	7.94522685190808
1964.844359686	8.79382238583057
1965.67533822024	9.73291652762912
1966.50631675447	10.671636951423
1967.3372952887	11.6099800106897
1968.16827382293	12.547942050997
1968.99925235716	13.8191959152252
1969.83023089139	15.3816296404068
1970.66120942562	17.0265270096172
1971.49218795986	18.7530619443906
1972.32316649409	20.5143977050974
1973.15414502832	22.5482414058775
1973.98512356255	25.2586423951226
1974.81610209678	28.2090252720262
1975.64708063101	31.1615383197576
1976.47805916524	34.3950447576821
1977.30903769948	38.2009412315964
1978.14001623371	43.0302312624641
1978.97099476794	47.6210706979896
1979.80197330217	52.5801162508886
1980.6329518364	56.8944862654002
1981.46393037063	61.3877194061085
1982.29490890486	67.1314113426844
1983.1258874391	73.6144570776028
1983.95686597333	80.0610335717629
1984.78784450756	87.0045280400269
1985.61882304179	94.7687685620242
1986.44980157602	103.842477757335
1987.28078011025	114.066190329513
1988.11175864449	126.432421274099
1988.94273717872	140.186642027463
1989.77371571295	154.541644819804
1990.60469424718	169.612964203647
1991.43567278141	186.421810933711
1992.26665131564	205.386496093108
1993.09762984987	225.390320396704
1993.92860838411	248.116891897273
1994.75958691834	271.929884366136
1995.59056545257	296.669518398274
1996.4215439868	322.727588410878
1997.25252252103	349.388289130265
1998.08350105526	378.510110112452
1998.91447958949	413.300243552727
1999.74545812373	453.931486941476
2000.57643665796	497.365858569154
2001.40741519219	546.793138071379
2002.23839372642	600.655125776266
2003.06937226065	658.130985613611
2003.90035079488	723.735665735093
2004.73132932912	793.191272647754
2005.56230786335	865.82474143571
2006.39328639758	940.38242967483
2007.22426493181	978.00695586369
2008.05524346604	1028.55957351178
2008.88622200027	1094.7419880467
2009.7172005345	1160.26383435044
2010.54817906874	1233.3340483723
2011.37915760297	1310.08576109629
2012.2101361372	1392.25135633361
2013.04111467143	1479.0445251593
2013.87209320566	1564.07423931968
2014.70307173989	1660.73189695748
2015.53405027412	1767.37385057994
2016.36502880836	1830.24164547149
2017.19600734259	1891.2554775409
2018.02698587682	1944.90165597909
2018.85796441105	1999.50487807572
2019.68894294528	2064.70676278641
2020.51992147951	2133.7266239969
2021.35090001375	2207.9284241443
2022.18187854798	2285.08641264454
2023.01285708221	2381.82026395847
2023.84383561644	2381.82026395847
