Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_C	Univariate_LR_delta_R2_her_veg_C
0.222819522244156	0.616774417569827	0.225790609005007	0.184820625522847	-0.0409699834821598
0.30323869358435	0.696142986335149	0.251825580364646	0.169995809020082	-0.0818297713445633
0.205667273279815	0.514793521349223	0.348586858615999	0.164318492732294	-0.184268365883705
0.198107318385253	0.553353593685814	0.343317142018877	0.233279758873008	-0.11003738314587
0.266017256220056	0.665925127651506	0.373164257482372	0.229371454786695	-0.143792802695676
0.223004802734047	0.568119890358832	0.452085105192932	0.308178954596744	-0.143906150596188
0.325693178625149	0.682529817322458	0.469895501528423	0.252833642371278	-0.217061859157145
0.312788566151232	0.768414278566877	0.400137607691373	0.27482586998857	-0.125311737702803
0.263360018296483	0.571611527930061	0.388001255005143	0.228151653641861	-0.159849601363282
0.253337589858094	0.552445993521272	0.305782178200249	0.129805322889038	-0.17597685531121
0.276411448712494	0.595142753497405	0.300161468778702	0.188071709295422	-0.11208975948328
0.163793104152798	0.552471671537563	0.340544575615153	0.306163721582064	-0.0343808540330888
0.21068708672015	0.412748880522053	0.382997249662793	0.140248965178235	-0.242748284484558
0.205096837255184	0.587274828644319	0.161117493075028	0.112813942751333	-0.0483035503236955
0.201199870827006	0.529345870321756	0.394514784874963	0.215649647487264	-0.1788651373877
0.260538936296584	0.609251060361222	0.353927097924863	0.268751082416998	-0.0851760155078651
0.190867574689895	0.325678937377686	0.333128451153511	0.114207560508858	-0.218920890644653
0.180410147012328	0.49816450464215	0.219906921992264	0.170597559457824	-0.0493093625344403
0.255426355962294	0.602356531475613	0.298627472054518	0.17115310678708	-0.127474365267438
0.197287392065138	0.570874819153718	0.225581198976633	0.219683039269274	-0.00589815970735943
0.201639024924044	0.531180582292878	0.338053924833599	0.227892735779005	-0.110161189054594
0.180680129653145	0.480744120552698	0.222518713436317	0.169731178243438	-0.0527875351928792
0.246080598351616	0.561986371543517	0.472562044388236	0.260687053850298	-0.211874990537938
0.200178833629194	0.449002390362012	0.235506045078312	0.1509778809212	-0.0845281641571125
0.269880938946026	0.688888183825878	0.383265300094942	0.221299484161309	-0.161965815933633
0.180139242829934	0.466112738973716	0.171586484100425	0.1024595076397	-0.0691269764607247
0.243953345727508	0.560196444752196	0.291358036734729	0.164051629250469	-0.12730640748426
0.247983374684704	0.698035074329505	0.271182892971096	0.203299492005152	-0.067883400965944
0.25902912312164	0.54528938935135	0.385862743673191	0.206523997365128	-0.179338746308062
0.258190676386045	0.774046622829599	0.303776104195299	0.299357854799612	-0.0044182493956868
0.209824007476643	0.463250567237999	0.279499323142856	0.167178762558994	-0.112320560583862
0.211241343695487	0.514693096784053	0.383919859059414	0.227554826357778	-0.156365032701636
0.244995465934506	0.619850186058915	0.342221800463975	0.194525956030886	-0.147695844433089
0.212406899088952	0.507185112441924	0.324653368016391	0.205856297834115	-0.118797070182275
0.296152762230786	0.711071416469316	0.412730472893574	0.236260191912052	-0.176470280981522
0.206031280547657	0.441859762239878	0.286827253460397	0.153149773219887	-0.13367748024051
0.192919142990522	0.466201401909812	0.340349651115775	0.233306008037044	-0.107043643078731
0.217268529894743	0.628128443419577	0.368799706554374	0.256871825271338	-0.111927881283036
0.268961936374793	0.578260534806342	0.364476340200711	0.163601572133051	-0.20087476806766
0.202543594000953	0.473394358588766	0.236151733613559	0.147224724242156	-0.0889270093714033
0.232028090770477	0.617436035082107	0.24092683226158	0.189444323937849	-0.0514825083237309
0.256829553013413	0.557772615747714	0.279460861486918	0.141008647431513	-0.138452214055405
