Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_C	Univariate_LR_delta_R2_Shrubs_C
0.500384782454601	0.511891051942271	0.529724608852601	0.363848591036177	-0.165876017816424
0.598734101977677	0.62679566056365	0.310465847319546	0.218042276083689	-0.0924235712358562
0.397733803848193	0.421960823723402	0.362807603232674	0.287401004269529	-0.075406598963145
0.379702274638744	0.397772350235641	0.39258871916929	0.326592865925346	-0.0659958532439439
0.475676014185618	0.478653193061346	0.475778044516905	0.341109059700807	-0.134668984816098
0.481567273429568	0.442836225575096	0.362777139823593	0.211729506238447	-0.151047633585146
0.426731519872568	0.459584912411646	0.456431413562904	0.369123751657597	-0.0873076619053072
0.402994589428909	0.493100936212479	0.375760211549618	0.37138946870503	-0.00437074284458794
0.556105674539595	0.615807397650046	0.543590561639994	0.443756932042915	-0.0998336295970788
0.485652799017552	0.517147115552778	0.532394677901439	0.436277750364162	-0.0961169275372771
0.389239481185579	0.391991468170979	0.420633095893462	0.308564503543908	-0.112068592349554
0.406869850896763	0.446556525113888	0.523663905674913	0.376668214177551	-0.146995691497362
0.724099687231873	0.75954283931965	0.439337421967761	0.300712114907946	-0.138625307059815
0.69184430446921	0.712959219198618	0.441242287796801	0.311877607698722	-0.12936468009808
0.406754153301763	0.418679577840802	0.338779133681712	0.27268279760312	-0.0660963360785918
0.622013404250828	0.707969630053321	0.386967759624676	0.374926703627295	-0.0120410559973802
0.4644906836007	0.587916765968434	0.616330709938815	0.507786492813272	-0.108544217125542
0.474161031452312	0.529715325803441	0.365748978641581	0.302390396811911	-0.0633585818296696
0.484134689476405	0.542823530196981	0.404365580607366	0.356243564089567	-0.0481220165177987
0.406192443450864	0.431768862943242	0.410402333426672	0.355566874757634	-0.0548354586690386
0.431673433897665	0.482991471811492	0.481153094265713	0.397879193130992	-0.0832739011347207
0.435906408808703	0.49475717186848	0.578256834263428	0.418561575718765	-0.159695258544663
0.482186160281811	0.491495090513246	0.463957806884237	0.327018814396126	-0.136938992488111
0.35047244626973	0.398352678844047	0.450195550687902	0.35466749766566	-0.095528053022242
0.456026497921207	0.478426349440366	0.411078775608758	0.343284243088105	-0.0677945325206533
0.498496156873473	0.528745350278894	0.368703749461164	0.312486623712224	-0.0562171257489404
0.429520856533532	0.491247660603304	0.469670388365547	0.408752093205016	-0.0609182951605307
0.549097979092012	0.600325366730604	0.458935834449754	0.428323823292222	-0.0306120111575321
0.393824641263865	0.454088552531081	0.336190937411826	0.32736579736824	-0.00882514004358614
0.363273053838869	0.382713698677434	0.432840580789488	0.375377253739608	-0.0574633270498801
0.40823964259397	0.425958614846191	0.421260825303892	0.324437694077731	-0.096823131226161
0.362557138031507	0.37000136777771	0.39535641686789	0.309663564192635	-0.0856928526752551
0.350429342803703	0.366529335459608	0.408250401668753	0.313372572612313	-0.09487782905644
0.38654895135973	0.412729362401561	0.468821021312595	0.336516634956319	-0.132304386356276
0.350262757682986	0.351315455485709	0.426564492835173	0.303866732400765	-0.122697760434408
0.384003525015585	0.430706715558091	0.460603493204345	0.376526856218084	-0.0840766369862612
0.782976204893794	0.878341839703556	0.517983684916841	0.39766243450838	-0.120321250408461
0.429921587824571	0.452860404533905	0.42763785839022	0.315255017291017	-0.112382841099203
0.601550419709332	0.638007749200004	0.271673010477295	0.232530358869093	-0.039142651608202
0.437938487407643	0.505677430813758	0.350973545675491	0.32418083463981	-0.0267927110356809
0.463057526076243	0.504566830241244	0.49810171486629	0.41063449129335	-0.0874672235729393
0.570633711838618	0.643315791947314	0.367523319253551	0.334047011253884	-0.0334763079996677
0.471344825821115	0.491070095311456	0.504167203690353	0.364756996666409	-0.139410207023943
0.291484590419602	0.301177702813425	0.278041608887947	0.188745521687572	-0.0892960872003755
0.349076385844539	0.374561426955087	0.328629981761808	0.27274518868853	-0.0558847930732777
0.352169866054658	0.341828513991218	0.423838106044178	0.292808052620001	-0.131030053424178
0.637857495274072	0.715027212529704	0.306167313362339	0.257943474330084	-0.0482238390322552
0.518247310515415	0.580474140145666	0.408857281480034	0.318932236899881	-0.0899250445801529
0.458480056801202	0.563816075738061	0.344433985112679	0.357758514057197	0.0133245289445177
0.595715418574304	0.656846600228877	0.466525849208692	0.410823466726551	-0.0557023824821413
0.425908958064217	0.468361751643287	0.492623525085882	0.380011302011285	-0.112612223074598
0.365895239883394	0.370803317333377	0.436113431006194	0.321494336824278	-0.114619094181916
0.523599875767326	0.521408794670194	0.371771529138599	0.256518427147344	-0.115253101991255
0.592195918894034	0.684696861902902	0.48605633152856	0.490268549647849	0.00421221811928929
0.433339764031122	0.458730342110212	0.295232197681011	0.207468446733912	-0.0877637509470987
0.41790951774112	0.446458535107731	0.528077663948426	0.420498100234539	-0.107579563713887
0.425658940868453	0.503878114266956	0.32385053316737	0.308170117868052	-0.0156804152993181
0.5183700882234	0.627674967660354	0.443814065198077	0.387562559953384	-0.0562515052446936
0.614880193416137	0.662461150084463	0.431971863847771	0.357277534299661	-0.0746943295481102
0.624781515668878	0.74701979921003	0.328097817182146	0.332499453146489	0.00440163596434323
0.492453529719684	0.541239533586052	0.544958969249247	0.429287470770089	-0.115671498479157
