Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_GDP_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_GDP_R	Univariate_LR_delta_R2_GDP_R
0.501156897729927	0.000000000345075427356392	0.504747196006315	0.023830653909311	-0.480916542097004
0.157329486545172	0.0000000000244018419391653	0.116260839895008	0.000272830045768133	-0.11598800984924
0.315069315823578	0.000000000297202063211258	0.171460156214606	0.0102061207518872	-0.161254035462719
0.181228010384823	0.000000000130369358358433	0.194462916269028	0.011344989963333	-0.183117926305695
0.0805659154515216	0.0000000000825243994828795	0.015551137170459	0.00372143772605852	-0.0118296994444005
0.153037678473847	0.0000000000506045402336278	0.184209767323393	0.0066527842844268	-0.177556983038966
0.348914525027822	0.000000000219418724485242	0.392957858872661	0.0273778740128598	-0.365579984859801
0.248401377774516	0.000000000322254256056803	0.335266830287198	0.0507266230283046	-0.284540207258893
0.200535996575834	0.0000000000524404164589552	0.129583487887477	0.00140322794093464	-0.128180259946542
0.283136239915263	0.0000000000214438125287321	0.40132378456889	0.000241219816347018	-0.401082564752543
0.366063245609966	0.000000000412870162230986	0.624217085192176	0.0944850388905625	-0.529732046301613
0.283294978605038	0.0000000000607828594810217	0.0846849288155358	0.000570152708417597	-0.0841147761071182
0.197488491887541	0.0000000000172125123659625	0.15622999876948	0.000230480298050262	-0.15599951847143
0.246282500717424	0.0000000000658827108344807	0.213465450274872	0.00261877839952114	-0.210846671875351
0.228643762567207	-0.0000000000087742710172617	0.156573133785999	0.0000379760946811767	-0.156535157691318
0.134323540334821	0.00000000000580247085880473	0.198483164931146	0.0000340441052292767	-0.198449120825917
0.325869211709431	0.000000000184509481075055	0.477480433085215	0.0190222274421393	-0.458458205643076
0.277331174129655	0.000000000234638343734856	0.852010937819747	0.0671407219806669	-0.784870215839081
0.356080614262532	0.0000000000138904839983284	0.727852385070605	0.000161563807104646	-0.727690821263501
0.0750728255321535	-0.0000000000760045370986057	0.0358327013085004	0.000915775512009576	-0.0349169257964909
0.325340499113948	0.000000000378935204859876	0.373983787117978	0.0708949182973234	-0.303088868820655
0.287675192226792	0.000000000111937550552194	0.570973876532829	0.0118171986961557	-0.559156677836673
0.418748142387677	0.000000000205366094928267	0.488703486572187	0.00920937700551002	-0.479494109566677
